date,net_income_ttm
"Dec. 31, 2019",14.34B
"Sept. 30, 2019",14.65B
"June 30, 2019",17.72B
"March 31, 2019",18.54B
"Dec. 31, 2018",20.84B
"Sept. 30, 2018",23.22B
"June 30, 2018",20.95B
"March 31, 2018",20.35B
"Dec. 31, 2017",19.71B
"Sept. 30, 2017",13.01B
"June 30, 2017",11.69B
"March 31, 2017",10.04B
"Dec. 31, 2016",7.84B
"Sept. 30, 2016",8.94B
"June 30, 2016",10.53B
"March 31, 2016",13.02B
"Dec. 31, 2015",16.15B
"Sept. 30, 2015",19.94B
"June 30, 2015",23.77B
"March 31, 2015",28.36B
"Dec. 31, 2014",32.52B
"Sept. 30, 2014",34.30B
"June 30, 2014",34.10B
"March 31, 2014",32.18B
"Dec. 31, 2013",32.58B
"Sept. 30, 2013",34.18B
"June 30, 2013",35.88B
"March 31, 2013",44.93B
"Dec. 31, 2012",44.88B
"Sept. 30, 2012",44.33B
"June 30, 2012",45.09B
"March 31, 2012",39.86B
"Dec. 31, 2011",41.06B
"Sept. 30, 2011",40.91B
"June 30, 2011",37.93B
"March 31, 2011",34.81B
"Dec. 31, 2010",30.46B
"Sept. 30, 2010",27.26B
"June 30, 2010",24.64B
"March 31, 2010",21.03B
"Dec. 31, 2009",19.28B
"Sept. 30, 2009",21.05B
"June 30, 2009",31.15B
"March 31, 2009",38.88B
"Dec. 31, 2008",45.22B
"Sept. 30, 2008",49.06B
"June 30, 2008",43.64B
"March 31, 2008",42.22B
"Dec. 31, 2007",40.61B
"Sept. 30, 2007",39.20B
"June 30, 2007",40.28B
"March 31, 2007",40.38B
"Dec. 31, 2006",39.50B
"Sept. 30, 2006",39.96B
"June 30, 2006",39.39B
"March 31, 2006",36.67B
"Dec. 31, 2005",36.13B
"Sept. 30, 2005",33.84B
"June 30, 2005",29.60B
"March 31, 2005",27.75B
"Dec. 31, 2004",25.33B
"Sept. 30, 2004",23.56B
"June 30, 2004",21.53B
"March 31, 2004",19.91B
"Dec. 31, 2003",21.51B
"Sept. 30, 2003",18.95B
"June 30, 2003",17.94B
"March 31, 2003",16.41B
"Dec. 31, 2002",11.46B
"Sept. 30, 2002",10.05B
"June 30, 2002",10.59B
"March 31, 2002",12.41B
"Dec. 31, 2001",15.32B
"Sept. 30, 2001",17.86B
"June 30, 2001",19.17B
"March 31, 2001",19.24B
"Dec. 31, 2000",17.72B
"Sept. 30, 2000",14.78B
"June 30, 2000",12.48B
"March 31, 2000",9.906B
"Dec. 31, 1999",7.91B
"Sept. 30, 1999",8.86B
"June 30, 1999",8.072B
"March 31, 1999",7.738B
"Dec. 31, 1998",8.074B
"Sept. 30, 1998",10.61B
"June 30, 1998",11.03B
"March 31, 1998",11.38B
"Dec. 31, 1997",11.73B
"Sept. 30, 1997",8.455B
"June 30, 1997",8.195B
"March 31, 1997",7.80B
"Dec. 31, 1996",7.51B
"Sept. 30, 1996",6.695B
"June 30, 1996",6.635B
"March 31, 1996",6.695B
"Dec. 31, 1995",6.47B
"Sept. 30, 1995",6.69B
"June 30, 1995",6.345B
"March 31, 1995",5.60B
"Dec. 31, 1994",5.10B
"Sept. 30, 1994",4.70B
"June 30, 1994",4.905B
"March 31, 1994",5.255B
"Dec. 31, 1993",5.28B
"Sept. 30, 1993",5.11B
"June 30, 1993",4.885B
"March 31, 1993",4.605B
"Dec. 31, 1992",4.77B
"Sept. 30, 1992",4.56B
"June 30, 1992",4.54B
"March 31, 1992",4.71B
"Dec. 31, 1991",5.60B
"Sept. 30, 1991",6.035B
"June 30, 1991",5.995B
"March 31, 1991",5.97B
"Dec. 31, 1990",5.01B
"Sept. 30, 1990",4.425B
"June 30, 1990",4.46B
"March 31, 1990",3.52B
"Dec. 31, 1989",3.51B
"Sept. 30, 1989",3.92B
"June 30, 1989",4.035B
"March 31, 1989",5.075B
"Dec. 31, 1988",5.26B
"Sept. 30, 1988",5.435B
"June 30, 1988",5.275B
"March 31, 1988",5.225B
"Dec. 31, 1987",4.84B
"Sept. 30, 1987",4.765B
"June 30, 1987",4.755B
"March 31, 1987",4.72B
"Dec. 31, 1986",5.36B
"Sept. 30, 1986",5.685B
"June 30, 1986",5.625B
"March 31, 1986",5.255B
"Dec. 31, 1985",4.87B
"Sept. 30, 1985",4.493B
"June 30, 1985",4.773B
"March 31, 1985",5.378B
"Dec. 31, 1984",5.528B
