date,sales_est_0q
"March 20, 2020",60.06B
"March 17, 2020",59.72B
"March 11, 2020",62.64B
"March 9, 2020",64.03B
"March 6, 2020",64.00B
"March 5, 2020",64.00B
"March 4, 2020",64.34B
"Feb. 26, 2020",66.94B
"Feb. 24, 2020",66.53B
"Feb. 3, 2020",66.56B
"Feb. 1, 2020",66.57B
"Jan. 31, 2020",68.49B
"Jan. 24, 2020",67.79B
"Jan. 6, 2020",66.23B
"Dec. 31, 2019",64.58B
"Dec. 19, 2019",63.29B
"Dec. 17, 2019",62.99B
"Nov. 7, 2019",64.16B
"Nov. 4, 2019",65.13B
"Nov. 3, 2019",65.20B
"Nov. 1, 2019",65.20B
"Oct. 17, 2019",65.65B
"Oct. 16, 2019",64.82B
"Sept. 30, 2019",65.86B
"Sept. 18, 2019",64.53B
"Sept. 11, 2019",64.53B
"Sept. 10, 2019",65.24B
"Sept. 5, 2019",65.24B
"Aug. 27, 2019",65.53B
"Aug. 23, 2019",66.70B
"Aug. 13, 2019",66.70B
"Aug. 5, 2019",65.81B
"Aug. 3, 2019",67.95B
"Aug. 2, 2019",66.25B
"July 26, 2019",63.03B
"July 19, 2019",63.03B
"July 5, 2019",66.34B
"July 1, 2019",66.34B
"June 30, 2019",67.83B
"June 27, 2019",70.55B
"June 20, 2019",73.60B
"May 17, 2019",74.49B
"April 30, 2019",70.37B
"April 29, 2019",68.87B
"April 26, 2019",68.85B
"April 16, 2019",73.43B
"April 10, 2019",72.92B
"April 5, 2019",71.15B
"April 2, 2019",69.92B
"March 31, 2019",67.35B
"March 27, 2019",65.31B
"March 12, 2019",65.31B
"March 7, 2019",66.23B
"March 6, 2019",66.22B
"Feb. 26, 2019",66.22B
"Feb. 6, 2019",66.22B
"Feb. 4, 2019",66.10B
"Feb. 3, 2019",67.66B
"Feb. 1, 2019",70.81B
"Jan. 23, 2019",70.75B
"Jan. 14, 2019",68.87B
"Jan. 7, 2019",68.88B
"Dec. 31, 2018",78.87B
"Dec. 21, 2018",81.56B
"Dec. 17, 2018",80.80B
"Dec. 11, 2018",76.36B
"Dec. 10, 2018",76.36B
"Dec. 5, 2018",80.04B
"Nov. 20, 2018",80.04B
"Nov. 19, 2018",79.27B
"Nov. 8, 2018",79.27B
"Nov. 3, 2018",78.29B
"Nov. 2, 2018",76.17B
"Oct. 23, 2018",79.73B
"Oct. 19, 2018",79.71B
"Oct. 18, 2018",79.71B
"Oct. 10, 2018",79.71B
"Oct. 8, 2018",78.90B
"Sept. 30, 2018",72.91B
"Sept. 20, 2018",72.09B
"Sept. 18, 2018",72.09B
"Sept. 11, 2018",72.09B
"Sept. 7, 2018",72.13B
"Aug. 7, 2018",73.76B
"July 30, 2018",74.39B
"July 27, 2018",72.06B
"July 20, 2018",73.78B
"July 16, 2018",73.77B
"July 10, 2018",73.77B
"July 5, 2018",73.65B
"July 3, 2018",76.59B
"June 30, 2018",71.66B
"June 28, 2018",75.80B
"June 25, 2018",72.22B
"June 21, 2018",71.57B
"May 21, 2018",72.98B
"May 15, 2018",71.00B
"April 30, 2018",67.59B
"April 29, 2018",67.27B
"April 27, 2018",65.22B
"April 23, 2018",65.53B
"April 19, 2018",71.65B
"April 12, 2018",71.65B
"March 31, 2018",61.49B
"March 21, 2018",67.01B
"March 8, 2018",64.72B
"March 7, 2018",78.16B
"March 6, 2018",78.16B
"March 5, 2018",78.16B
"Feb. 28, 2018",78.16B
"Feb. 20, 2018",78.16B
"Feb. 5, 2018",78.16B
"Feb. 3, 2018",74.37B
"Feb. 2, 2018",75.35B
"Feb. 1, 2018",76.06B
"Jan. 30, 2018",70.89B
"Jan. 22, 2018",73.26B
"Jan. 16, 2018",73.60B
"Jan. 11, 2018",73.74B
"Jan. 4, 2018",72.94B
