date,days_inventory_outstanding
"Dec. 31, 2019",33.51
"Sept. 30, 2019",33.91
"June 30, 2019",31.94
"March 31, 2019",35.19
"Dec. 31, 2018",33.10
"Sept. 30, 2018",30.60
"June 30, 2018",30.40
"March 31, 2018",32.46
"Dec. 31, 2017",30.07
"Sept. 30, 2017",33.03
"June 30, 2017",32.09
"March 31, 2017",32.20
"Dec. 31, 2016",49.87
"Sept. 30, 2016",31.11
"June 30, 2016",32.21
"March 31, 2016",39.14
"Dec. 31, 2015",61.97
"Sept. 30, 2015",29.60
"June 30, 2015",26.24
"March 31, 2015",29.18
"Dec. 31, 2014",23.39
"Sept. 30, 2014",20.02
"June 30, 2014",19.76
"March 31, 2014",19.90
"Dec. 31, 2013",17.97
"Sept. 30, 2013",18.08
"June 30, 2013",18.62
"March 31, 2013",17.38
"Dec. 31, 2012",16.71
"Sept. 30, 2012",16.85
"June 30, 2012",15.50
"March 31, 2012",14.76
"Dec. 31, 2011",14.26
"Sept. 30, 2011",18.56
"June 30, 2011",20.20
"March 31, 2011",17.12
"Dec. 31, 2010",14.44
"Sept. 30, 2010",19.46
"June 30, 2010",19.26
"March 31, 2010",18.42
"Dec. 31, 2009",13.55
"Sept. 30, 2009",22.93
"June 30, 2009",22.23
"March 31, 2009",26.67
"Dec. 31, 2008",26.46
"Sept. 30, 2008",17.44
"June 30, 2008",14.75
"March 31, 2008",15.36
"Dec. 31, 2007",16.19
"Sept. 30, 2007",19.64
"June 30, 2007",20.90
"March 31, 2007",22.35
"Dec. 31, 2006",21.13
"Sept. 30, 2006",19.57
"June 30, 2006",19.15
"March 31, 2006",18.88
"Dec. 31, 2005",16.26
"Sept. 30, 2005",16.64
"June 30, 2005",18.70
"March 31, 2005",19.97
"Dec. 31, 2004",19.73
"Sept. 30, 2004",21.18
"June 30, 2004",23.63
"March 31, 2004",24.10
"Dec. 31, 2003",25.22
"Sept. 30, 2003",27.55
"June 30, 2003",29.00
"March 31, 2003",23.01
"Dec. 31, 2002",25.21
"Sept. 30, 2002",26.34
"June 30, 2002",28.64
"March 31, 2002",33.64
"Dec. 31, 2001",33.10
"Sept. 30, 2001",28.08
"June 30, 2001",25.00
"March 31, 2001",25.25
"Dec. 31, 2000",22.07
"Sept. 30, 2000",24.13
"June 30, 2000",24.58
"March 31, 2000",25.83
"Dec. 31, 1999",21.32
"Sept. 30, 1999",16.70
"June 30, 1999",20.50
"March 31, 1999",34.02
"Dec. 31, 1998",17.08
"Sept. 30, 1998",34.68
"June 30, 1998",32.74
"March 31, 1998",32.12
"Dec. 31, 1997",9.92
"Sept. 30, 1997",28.54
"June 30, 1997",27.29
"March 31, 1997",26.36
"Dec. 31, 1996",24.25
"Sept. 30, 1996",28.34
"June 30, 1996",29.14
"March 31, 1996",31.38
"Dec. 31, 1995",35.46
"Sept. 30, 1995",34.75
"June 30, 1995",31.44
"March 31, 1995",32.67
"Dec. 31, 1994",32.92
"Sept. 30, 1994",32.27
"June 30, 1994",33.02
"March 31, 1994",36.23
"Dec. 31, 1993",35.52
"Sept. 30, 1993",33.54
"June 30, 1993",33.56
"March 31, 1993",34.56
"Dec. 31, 1992",33.51
"Sept. 30, 1992",34.64
"June 30, 1992",36.11
"March 31, 1992",37.77
"Dec. 31, 1991",33.45
"Sept. 30, 1991",37.40
"June 30, 1991",37.72
"March 31, 1991",36.11
"Dec. 31, 1990",29.31
"Sept. 30, 1990",34.30
"June 30, 1990",38.01
"March 31, 1990",35.54
"Dec. 31, 1989",35.81
