date,days_payables_outstanding
"Dec. 31, 2019",65.77
"Sept. 30, 2019",78.34
"June 30, 2019",71.14
"March 31, 2019",66.18
"Dec. 31, 2018",60.19
"Sept. 30, 2018",65.57
"June 30, 2018",62.49
"March 31, 2018",59.17
"Dec. 31, 2017",55.64
"Sept. 30, 2017",65.69
"June 30, 2017",66.50
"March 31, 2017",60.34
"Dec. 31, 2016",89.07
"Sept. 30, 2016",64.35
"June 30, 2016",66.84
"March 31, 2016",68.91
"Dec. 31, 2015",117.77
"Sept. 30, 2015",68.30
"June 30, 2015",61.91
"March 31, 2015",63.46
"Dec. 31, 2014",56.35
"Sept. 30, 2014",56.91
"June 30, 2014",56.44
"March 31, 2014",49.93
"Dec. 31, 2013",48.83
"Sept. 30, 2013",55.34
"June 30, 2013",58.68
"March 31, 2013",52.26
"Dec. 31, 2012",51.73
"Sept. 30, 2012",54.77
"June 30, 2012",56.94
"March 31, 2012",51.46
"Dec. 31, 2011",45.20
"Sept. 30, 2011",59.88
"June 30, 2011",63.86
"March 31, 2011",56.71
"Dec. 31, 2010",49.19
"Sept. 30, 2010",64.88
"June 30, 2010",65.56
"March 31, 2010",58.12
"Dec. 31, 2009",44.35
"Sept. 30, 2009",77.25
"June 30, 2009",71.39
"March 31, 2009",73.90
"Dec. 31, 2008",84.22
"Sept. 30, 2008",59.92
"June 30, 2008",53.50
"March 31, 2008",50.84
"Dec. 31, 2007",56.91
"Sept. 30, 2007",64.11
"June 30, 2007",65.38
"March 31, 2007",59.01
"Dec. 31, 2006",61.60
"Sept. 30, 2006",63.13
"June 30, 2006",63.79
"March 31, 2006",64.94
"Dec. 31, 2005",62.04
"Sept. 30, 2005",57.67
"June 30, 2005",63.52
"March 31, 2005",65.92
"Dec. 31, 2004",65.25
"Sept. 30, 2004",65.67
"June 30, 2004",71.44
"March 31, 2004",71.59
"Dec. 31, 2003",77.53
"Sept. 30, 2003",76.18
"June 30, 2003",79.91
"March 31, 2003",54.95
"Dec. 31, 2002",58.54
"Sept. 30, 2002",73.15
"June 30, 2002",78.75
"March 31, 2002",93.63
"Dec. 31, 2001",98.25
"Sept. 30, 2001",81.79
"June 30, 2001",75.16
"March 31, 2001",78.37
"Dec. 31, 2000",71.77
"Sept. 30, 2000",77.61
"June 30, 2000",77.09
"March 31, 2000",61.28
"Dec. 31, 1999",40.94
"Sept. 30, 1999",50.07
"June 30, 1999",58.13
"March 31, 1999",77.10
"Dec. 31, 1998",28.00
"Sept. 30, 1998",88.13
"June 30, 1998",85.67
"March 31, 1998",86.42
"Dec. 31, 1997",26.80
"Sept. 30, 1997",75.45
"June 30, 1997",73.41
"March 31, 1997",73.15
"Dec. 31, 1996",65.50
"Sept. 30, 1996",71.81
"June 30, 1996",73.73
"March 31, 1996",81.08
"Dec. 31, 1995",86.01
"Sept. 30, 1995",80.69
"June 30, 1995",74.52
"March 31, 1995",80.77
"Dec. 31, 1994",77.85
"Sept. 30, 1994",74.30
"June 30, 1994",76.12
"March 31, 1994",84.44
"Dec. 31, 1993",80.45
"Sept. 30, 1993",77.04
"June 30, 1993",74.92
"March 31, 1993",76.91
"Dec. 31, 1992",76.30
"Sept. 30, 1992",76.13
"June 30, 1992",78.20
"March 31, 1992",88.04
"Dec. 31, 1991",74.57
"Sept. 30, 1991",78.54
"June 30, 1991",83.53
"March 31, 1991",84.55
"Dec. 31, 1990",68.34
"Sept. 30, 1990",73.40
"June 30, 1990",82.50
"March 31, 1990",81.65
"Dec. 31, 1989",78.61
