date,graham_number
"Dec. 31, 2019",58.50
"Sept. 30, 2019",58.94
"June 30, 2019",64.99
"March 31, 2019",66.43
"Dec. 31, 2018",70.50
"Sept. 30, 2018",74.19
"June 30, 2018",69.89
"March 31, 2018",69.07
"Dec. 31, 2017",67.92
"Sept. 30, 2017",54.51
"June 30, 2017",51.34
"March 31, 2017",47.51
"Dec. 31, 2016",41.31
"Sept. 30, 2016",44.51
"June 30, 2016",48.30
"March 31, 2016",53.90
"Dec. 31, 2015",59.67
"Sept. 30, 2015",66.13
"June 30, 2015",72.36
"March 31, 2015",78.40
"Dec. 31, 2014",84.25
"Sept. 30, 2014",87.34
"June 30, 2014",86.62
"March 31, 2014",82.42
"Dec. 31, 2013",81.58
"Sept. 30, 2013",81.71
"June 30, 2013",82.10
"March 31, 2013",91.10
"Dec. 31, 2012",89.67
"Sept. 30, 2012",88.27
"June 30, 2012",86.87
"March 31, 2012",79.09
"Dec. 31, 2011",78.61
"Sept. 30, 2011",77.95
"June 30, 2011",74.01
"March 31, 2011",69.74
"Dec. 31, 2010",64.24
"Sept. 30, 2010",60.41
"June 30, 2010",56.64
"March 31, 2010",48.64
"Dec. 31, 2009",45.77
"Sept. 30, 2009",46.65
"June 30, 2009",55.40
"March 31, 2009",61.07
"Dec. 31, 2008",65.78
"Sept. 30, 2008",71.36
"June 30, 2008",65.94
"March 31, 2008",63.34
"Dec. 31, 2007",60.75
"Sept. 30, 2007",58.09
"June 30, 2007",57.40
"March 31, 2007",55.96
"Dec. 31, 2006",54.40
"Sept. 30, 2006",54.36
"June 30, 2006",52.87
"March 31, 2006",49.51
"Dec. 31, 2005",48.26
"Sept. 30, 2005",45.47
"June 30, 2005",41.44
"March 31, 2005",39.61
"Dec. 31, 2004",37.30
"Sept. 30, 2004",34.62
"June 30, 2004",32.52
"March 31, 2004",30.81
"Dec. 31, 2003",31.54
"Sept. 30, 2003",28.36
"June 30, 2003",27.26
"March 31, 2003",25.52
"Dec. 31, 2002",20.51
"Sept. 30, 2002",19.16
"June 30, 2002",19.63
"March 31, 2002",20.79
"Dec. 31, 2001",23.14
"Sept. 30, 2001",24.98
"June 30, 2001",25.63
"March 31, 2001",25.34
"Dec. 31, 2000",24.06
"Sept. 30, 2000",21.51
"June 30, 2000",19.55
"March 31, 2000",17.15
"Dec. 31, 1999",15.19
"Sept. 30, 1999",13.96
"June 30, 1999",13.65
"March 31, 1999",13.99
"Dec. 31, 1998",18.12
"Sept. 30, 1998",17.38
"June 30, 1998",17.76
"March 31, 1998",18.10
"Dec. 31, 1997",18.31
"Sept. 30, 1997",18.21
"June 30, 1997",17.98
"March 31, 1997",17.45
"Dec. 31, 1996",17.11
"Sept. 30, 1996",15.81
"June 30, 1996",15.66
"March 31, 1996",15.67
"Dec. 31, 1995",15.31
"Sept. 30, 1995",15.51
"June 30, 1995",15.09
"March 31, 1995",14.02
"Dec. 31, 1994",13.03
"Sept. 30, 1994",12.27
"June 30, 1994",12.45
"March 31, 1994",12.77
"Dec. 31, 1993",12.71
"Sept. 30, 1993",12.50
"June 30, 1993",12.12
"March 31, 1993",11.73
"Dec. 31, 1992",11.89
"Sept. 30, 1992",11.93
"June 30, 1992",11.89
"March 31, 1992",11.93
"Dec. 31, 1991",13.11
"Sept. 30, 1991",13.36
"June 30, 1991",13.10
"March 31, 1991",13.11
"Dec. 31, 1990",12.01
"Sept. 30, 1990",11.12
"June 30, 1990",10.96
"March 31, 1990",9.611
"Dec. 31, 1989",9.522
