date,gross_profit_margin
"Dec. 31, 2019",21.97%
"Sept. 30, 2019",22.72%
"June 30, 2019",21.33%
"March 31, 2019",21.58%
"Dec. 31, 2018",23.83%
"Sept. 30, 2018",25.15%
"June 30, 2018",23.26%
"March 31, 2018",24.74%
"Dec. 31, 2017",21.63%
"Sept. 30, 2017",25.42%
"June 30, 2017",23.42%
"March 31, 2017",24.84%
"Dec. 31, 2016",31.10%
"Sept. 30, 2016",19.34%
"June 30, 2016",19.34%
"March 31, 2016",19.65%
"Dec. 31, 2015",36.48%
"Sept. 30, 2015",21.98%
"June 30, 2015",20.18%
"March 31, 2015",20.85%
"Dec. 31, 2014",19.92%
"Sept. 30, 2014",20.64%
"June 30, 2014",19.75%
"March 31, 2014",21.47%
"Dec. 31, 2013",20.98%
"Sept. 30, 2013",20.68%
"June 30, 2013",20.51%
"March 31, 2013",21.85%
"Dec. 31, 2012",22.18%
"Sept. 30, 2012",22.59%
"June 30, 2012",21.90%
"March 31, 2012",22.80%
"Dec. 31, 2011",10.62%
"Sept. 30, 2011",27.54%
"June 30, 2011",34.49%
"March 31, 2011",29.27%
"Dec. 31, 2010",13.20%
"Sept. 30, 2010",29.97%
"June 30, 2010",29.31%
"March 31, 2010",29.28%
"Dec. 31, 2009",7.03%
"Sept. 30, 2009",38.22%
"June 30, 2009",30.65%
"March 31, 2009",34.90%
"Dec. 31, 2008",42.17%
"Sept. 30, 2008",38.35%
"June 30, 2008",30.01%
"March 31, 2008",32.70%
"Dec. 31, 2007",36.96%
"Sept. 30, 2007",41.17%
"June 30, 2007",43.41%
"March 31, 2007",45.43%
"Dec. 31, 2006",44.26%
"Sept. 30, 2006",43.00%
"June 30, 2006",43.68%
"March 31, 2006",43.22%
"Dec. 31, 2005",42.68%
"Sept. 30, 2005",41.29%
"June 30, 2005",42.01%
"March 31, 2005",44.46%
"Dec. 31, 2004",45.72%
"Sept. 30, 2004",43.49%
"June 30, 2004",44.98%
"March 31, 2004",46.39%
"Dec. 31, 2003",48.66%
"Sept. 30, 2003",45.23%
"June 30, 2003",47.99%
"March 31, 2003",47.37%
"Dec. 31, 2002",45.83%
"Sept. 30, 2002",44.21%
"June 30, 2002",46.74%
"March 31, 2002",49.28%
"Dec. 31, 2001",51.75%
"Sept. 30, 2001",51.04%
"June 30, 2001",45.50%
"March 31, 2001",47.39%
"Dec. 31, 2000",57.75%
"Sept. 30, 2000",38.27%
"June 30, 2000",37.42%
"March 31, 2000",38.34%
"Dec. 31, 1999",57.29%
"Sept. 30, 1999",39.33%
"June 30, 1999",43.06%
"March 31, 1999",45.88%
"Dec. 31, 1998",58.00%
"Sept. 30, 1998",43.22%
"June 30, 1998",42.90%
"March 31, 1998",49.29%
"Dec. 31, 1997",41.77%
"Sept. 30, 1997",40.97%
"June 30, 1997",40.55%
"March 31, 1997",39.39%
"Dec. 31, 1996",37.75%
"Sept. 30, 1996",40.10%
"June 30, 1996",40.15%
"March 31, 1996",41.01%
"Dec. 31, 1995",44.70%
"Sept. 30, 1995",42.80%
"June 30, 1995",40.49%
"March 31, 1995",40.87%
"Dec. 31, 1994",41.93%
"Sept. 30, 1994",40.10%
"June 30, 1994",39.10%
"March 31, 1994",41.17%
"Dec. 31, 1993",43.04%
"Sept. 30, 1993",39.39%
"June 30, 1993",39.05%
"March 31, 1993",37.72%
"Dec. 31, 1992",38.43%
"Sept. 30, 1992",39.53%
"June 30, 1992",38.90%
"March 31, 1992",41.75%
"Dec. 31, 1991",38.57%
"Sept. 30, 1991",40.16%
"June 30, 1991",40.94%
"March 31, 1991",42.13%
"Dec. 31, 1990",38.13%
"Sept. 30, 1990",38.88%
"June 30, 1990",41.99%
"March 31, 1990",40.15%
"Dec. 31, 1989",39.84%
"Sept. 30, 1989",42.17%
