Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/10/2020,02/11/2020,03/10/2020,01/29/2020,Normal,0.87
11/08/2019,11/12/2019,12/10/2019,10/30/2019,Normal,0.87
08/12/2019,08/13/2019,09/10/2019,07/31/2019,Normal,0.87
05/10/2019,05/13/2019,06/10/2019,04/24/2019,Normal,0.87
02/08/2019,02/11/2019,03/11/2019,01/30/2019,Normal,0.82
11/09/2018,11/13/2018,12/10/2018,10/31/2018,Normal,0.82
08/10/2018,08/13/2018,09/10/2018,07/27/2018,Normal,0.82
05/11/2018,05/14/2018,06/11/2018,04/25/2018,Normal,0.82
02/09/2018,02/12/2018,03/09/2018,01/01/2018,Normal,0.77
11/10/2017,11/13/2017,12/11/2017,10/27/2017,Normal,0.77
08/10/2017,08/14/2017,09/11/2017,07/26/2017,Normal,0.77
05/10/2017,05/12/2017,06/09/2017,04/26/2017,Normal,0.77
02/08/2017,02/10/2017,03/10/2017,01/20/2017,Normal,0.75
11/08/2016,11/10/2016,12/09/2016,10/26/2016,Normal,0.75
08/10/2016,08/12/2016,09/09/2016,07/28/2016,Normal,0.75
05/11/2016,05/13/2016,06/10/2016,04/28/2016,Normal,0.75
02/09/2016,02/11/2016,03/10/2016,01/27/2016,Normal,0.73
11/09/2015,11/12/2015,12/10/2015,10/28/2015,Normal,0.73
08/11/2015,08/13/2015,09/10/2015,07/29/2015,Normal,0.73
05/11/2015,05/13/2015,06/10/2015,04/29/2015,Normal,0.73
02/06/2015,02/10/2015,03/10/2015,01/27/2015,Normal,0.69
11/07/2014,11/12/2014,12/10/2014,10/29/2014,Normal,0.69
08/11/2014,08/13/2014,09/10/2014,07/30/2014,Normal,0.69
05/09/2014,05/13/2014,06/10/2014,04/30/2014,Normal,0.69
02/06/2014,02/10/2014,03/10/2014,01/29/2014,Normal,0.63
11/07/2013,11/12/2013,12/10/2013,10/30/2013,Normal,0.63
08/09/2013,08/13/2013,09/10/2013,07/31/2013,Normal,0.63
05/09/2013,05/13/2013,06/10/2013,04/24/2013,Normal,0.63
02/07/2013,02/11/2013,03/11/2013,01/30/2013,Normal,0.57
11/07/2012,11/09/2012,12/10/2012,10/31/2012,Normal,0.57
08/09/2012,08/13/2012,09/10/2012,07/26/2012,Normal,0.57
05/10/2012,05/14/2012,06/11/2012,04/26/2012,Normal,0.57
02/08/2012,02/10/2012,03/09/2012,01/26/2012,Normal,0.47
11/08/2011,11/10/2011,12/09/2011,10/27/2011,Normal,0.47
08/10/2011,08/12/2011,09/09/2011,07/28/2011,Normal,0.47
05/11/2011,05/13/2011,06/10/2011,04/28/2011,Normal,0.47
02/08/2011,02/10/2011,03/10/2011,01/27/2011,Normal,0.44
11/09/2010,11/12/2010,12/10/2010,10/28/2010,Normal,0.44
08/11/2010,08/13/2010,09/10/2010,07/29/2010,Normal,0.44
05/11/2010,05/13/2010,06/10/2010,04/29/2010,Normal,0.44
02/08/2010,02/10/2010,03/10/2010,01/28/2010,Normal,0.42
11/09/2009,11/12/2009,12/10/2009,10/29/2009,Normal,0.42
08/11/2009,08/13/2009,09/10/2009,07/30/2009,Normal,0.42
05/11/2009,05/13/2009,06/10/2009,04/30/2009,Normal,0.42
02/06/2009,02/10/2009,03/10/2009,01/29/2009,Normal,0.40
11/07/2008,11/12/2008,12/10/2008,10/30/2008,Normal,0.40
08/11/2008,08/13/2008,09/10/2008,07/31/2008,Normal,0.40
05/09/2008,05/13/2008,06/10/2008,04/30/2008,Normal,0.40
02/07/2008,02/11/2008,03/10/2008,01/30/2008,Normal,0.35
11/07/2007,11/09/2007,12/10/2007,10/31/2007,Normal,0.35
08/09/2007,08/13/2007,09/10/2007,07/25/2007,Normal,0.35
05/10/2007,05/14/2007,06/11/2007,04/25/2007,Normal,0.35
02/07/2007,02/09/2007,03/09/2007,01/31/2007,Normal,0.32
11/09/2006,11/13/2006,12/11/2006,10/25/2006,Normal,0.32
08/10/2006,08/14/2006,09/11/2006,07/26/2006,Normal,0.32
05/10/2006,05/12/2006,06/09/2006,04/26/2006,Normal,0.32
02/08/2006,02/10/2006,03/10/2006,01/25/2006,Normal,0.32
11/08/2005,11/10/2005,12/09/2005,10/26/2005,Normal,0.29
08/10/2005,08/12/2005,09/09/2005,07/28/2005,Normal,0.29
05/11/2005,05/13/2005,06/10/2005,04/28/2005,Normal,0.29
02/08/2005,02/10/2005,03/10/2005,01/19/2005,Normal,0.27
11/09/2004,11/12/2004,12/10/2004,10/27/2004,Normal,0.27
08/11/2004,08/13/2004,09/10/2004,07/28/2004,Normal,0.27
05/11/2004,05/13/2004,06/10/2004,04/28/2004,Normal,0.27
02/09/2004,02/11/2004,03/10/2004,01/20/2004,Normal,0.25
11/07/2003,11/12/2003,12/10/2003,10/29/2003,Normal,0.25
08/11/2003,08/13/2003,09/10/2003,07/30/2003,Normal,0.25
05/09/2003,05/13/2003,06/10/2003,04/30/2003,Normal,0.25
02/06/2003,02/10/2003,03/10/2003,01/29/2003,Normal,0.23
11/07/2002,11/12/2002,12/10/2002,10/30/2002,Normal,0.23
08/09/2002,08/13/2002,09/10/2002,07/31/2002,Normal,0.23
05/09/2002,05/13/2002,06/10/2002,04/24/2002,Normal,0.23
02/07/2002,02/11/2002,03/11/2002,01/18/2002,Normal,0.23
11/07/2001,11/09/2001,12/10/2001,10/31/2001,Normal,0.23
08/09/2001,08/13/2001,09/10/2001,07/25/2001,Normal,0.23
06/20/2001,--,--,--,Normal,0.01
06/18/2001,06/20/2001,07/11/2001,05/29/2001,Special,0.01
05/10/2001,05/14/2001,06/11/2001,04/25/2001,Normal,0.22
02/08/2001,02/10/2001,--,01/19/2001,Normal,0.22
02/07/2001,02/09/2001,03/09/2001,01/18/2001,Normal,0.22
11/09/2000,11/13/2000,12/11/2000,10/25/2000,Normal,0.22
08/10/2000,08/14/2000,09/11/2000,07/26/2000,Normal,0.22
05/11/2000,05/15/2000,06/10/2000,04/26/2000,Normal,0.22
02/09/2000,02/11/2000,03/10/2000,01/26/2000,Normal,0.22
11/09/1999,11/12/1999,12/10/1999,10/27/1999,Normal,0.22
08/11/1999,08/13/1999,09/10/1999,07/28/1999,Normal,0.205
05/10/1999,05/12/1999,06/10/1999,04/28/1999,Normal,0.205
02/08/1999,02/10/1999,03/10/1999,01/27/1999,Normal,0.205
11/09/1998,11/12/1998,12/10/1998,10/20/1998,Normal,0.205
08/11/1998,08/13/1998,09/10/1998,07/29/1998,Normal,0.205
05/11/1998,05/13/1998,06/10/1998,04/29/1998,Normal,0.205
02/06/1998,02/10/1998,03/10/1998,01/28/1998,Normal,0.205
11/07/1997,11/12/1997,12/10/1997,10/29/1997,Normal,0.205
08/11/1997,08/13/1997,09/10/1997,07/30/1997,Normal,0.205
05/09/1997,05/13/1997,06/10/1997,04/30/1997,Normal,0.205
02/06/1997,02/10/1997,03/10/1997,01/29/1997,Normal,0.1975
11/07/1996,11/12/1996,12/10/1996,10/18/1996,Normal,0.1975
08/09/1996,08/13/1996,09/10/1996,07/31/1996,Normal,0.1975
05/09/1996,05/13/1996,06/10/1996,04/24/1996,Normal,0.1975
02/08/1996,02/12/1996,03/11/1996,01/31/1996,Normal,0.1875
11/09/1995,11/13/1995,12/11/1995,10/25/1995,Normal,0.1875
08/10/1995,08/14/1995,09/11/1995,07/26/1995,Normal,0.1875
05/09/1995,05/15/1995,06/10/1995,04/26/1995,Normal,0.1875
02/06/1995,02/10/1995,03/10/1995,01/25/1995,Normal,0.1875
11/07/1994,11/14/1994,12/10/1994,10/26/1994,Normal,0.1875
08/09/1994,08/15/1994,09/10/1994,07/27/1994,Normal,0.18
05/09/1994,05/13/1994,06/10/1994,04/27/1994,Normal,0.18
02/04/1994,02/10/1994,03/10/1994,01/26/1994,Normal,0.18
11/05/1993,11/12/1993,12/10/1993,10/27/1993,Normal,0.18
08/09/1993,08/13/1993,09/10/1993,07/28/1993,Normal,0.18
05/07/1993,05/13/1993,06/10/1993,04/28/1993,Normal,0.18
02/04/1993,02/10/1993,03/10/1993,01/27/1993,Normal,0.18
11/05/1992,11/12/1992,12/10/1992,10/28/1992,Normal,0.18
08/07/1992,08/13/1992,09/10/1992,07/29/1992,Normal,0.18
05/07/1992,05/13/1992,06/10/1992,04/29/1992,Normal,0.18
02/05/1992,02/11/1992,03/10/1992,01/29/1992,Normal,0.1675
11/05/1991,11/12/1991,12/10/1991,10/30/1991,Normal,0.1675
08/07/1991,08/13/1991,09/10/1991,07/31/1991,Normal,0.1675
05/07/1991,05/13/1991,06/10/1991,04/24/1991,Normal,0.1675
02/05/1991,02/11/1991,03/11/1991,01/30/1991,Normal,0.1675
11/05/1990,11/12/1990,12/10/1990,10/31/1990,Normal,0.1675
08/07/1990,08/13/1990,09/10/1990,07/25/1990,Normal,0.15
05/08/1990,05/14/1990,06/11/1990,04/25/1990,Normal,0.15
02/06/1990,02/12/1990,03/10/1990,01/31/1990,Normal,0.15
11/07/1989,11/13/1989,12/11/1989,10/25/1989,Normal,0.15
08/08/1989,08/14/1989,09/11/1989,07/26/1989,Normal,0.15
05/09/1989,05/15/1989,06/10/1989,04/26/1989,Normal,0.1375
02/06/1989,02/10/1989,03/10/1989,01/25/1989,Normal,0.1375
11/07/1988,11/14/1988,12/10/1988,10/26/1988,Normal,0.1375
08/09/1988,08/15/1988,09/10/1988,07/27/1988,Normal,0.1375
05/09/1988,05/13/1988,06/10/1988,04/27/1988,Normal,0.1375
02/05/1988,02/11/1988,03/10/1988,01/27/1988,Normal,0.125
11/05/1987,11/12/1987,12/10/1987,10/28/1987,Normal,0.125
08/07/1987,08/13/1987,09/10/1987,07/29/1987,Normal,0.125
05/07/1987,05/13/1987,06/10/1987,04/29/1987,Normal,0.1125
02/04/1987,02/10/1987,03/10/1987,01/28/1987,Normal,0.1125
11/05/1986,11/12/1986,12/10/1986,10/29/1986,Normal,0.1125
08/07/1986,08/13/1986,09/10/1986,07/30/1986,Normal,0.1125
05/07/1986,05/13/1986,06/10/1986,04/30/1986,Normal,0.1125
02/04/1986,02/10/1986,03/10/1986,01/29/1986,Normal,0.1125
