date,cash_operations_ttm
"Dec. 31, 2019",29.72B
"Sept. 30, 2019",31.97B
"June 30, 2019",34.00B
"March 31, 2019",35.83B
"Dec. 31, 2018",36.01B
"Sept. 30, 2018",34.82B
"June 30, 2018",31.24B
"March 31, 2018",30.41B
"Dec. 31, 2017",30.07B
"Sept. 30, 2017",30.05B
"June 30, 2017",27.87B
"March 31, 2017",25.44B
"Dec. 31, 2016",22.08B
"Sept. 30, 2016",19.07B
"June 30, 2016",22.88B
"March 31, 2016",27.16B
"Dec. 31, 2015",30.34B
"Sept. 30, 2015",33.38B
"June 30, 2015",36.60B
"March 31, 2015",38.01B
"Dec. 31, 2014",45.12B
"Sept. 30, 2014",47.91B
"June 30, 2014",48.94B
"March 31, 2014",46.42B
"Dec. 31, 2013",44.91B
"Sept. 30, 2013",47.93B
"June 30, 2013",47.94B
"March 31, 2013",50.48B
"Dec. 31, 2012",56.17B
"Sept. 30, 2012",53.70B
"June 30, 2012",55.10B
"March 31, 2012",57.78B
"Dec. 31, 2011",55.34B
"Sept. 30, 2011",57.65B
"June 30, 2011",55.88B
"March 31, 2011",52.22B
"Dec. 31, 2010",48.41B
"Sept. 30, 2010",43.86B
"June 30, 2010",39.61B
"March 31, 2010",32.57B
"Dec. 31, 2009",28.44B
"Sept. 30, 2009",30.42B
"June 30, 2009",35.99B
"March 31, 2009",47.22B
"Dec. 31, 2008",59.72B
"Sept. 30, 2008",60.58B
"June 30, 2008",61.24B
"March 31, 2008",59.14B
"Dec. 31, 2007",52.00B
"Sept. 30, 2007",49.53B
"June 30, 2007",48.96B
"March 31, 2007",48.94B
"Dec. 31, 2006",49.29B
"Sept. 30, 2006",50.81B
"June 30, 2006",52.08B
"March 31, 2006",49.80B
"Dec. 31, 2005",48.14B
"Sept. 30, 2005",50.06B
"June 30, 2005",43.74B
"March 31, 2005",43.38B
"Dec. 31, 2004",40.55B
"Sept. 30, 2004",35.04B
"June 30, 2004",31.29B
"March 31, 2004",29.99B
"Dec. 31, 2003",28.50B
"Sept. 30, 2003",26.78B
"June 30, 2003",28.52B
"March 31, 2003",25.29B
"Dec. 31, 2002",21.27B
"Sept. 30, 2002",19.58B
"June 30, 2002",17.38B
"March 31, 2002",18.78B
"Dec. 31, 2001",22.89B
"Sept. 30, 2001",25.57B
"June 30, 2001",25.73B
"March 31, 2001",26.18B
"Dec. 31, 2000",22.94B
"Sept. 30, 2000",21.11B
"June 30, 2000",19.95B
"March 31, 2000",17.44B
"Dec. 31, 1999",15.01B
"Sept. 30, 1999",17.84B
"June 30, 1999",17.11B
"March 31, 1999",16.48B
"Dec. 31, 1998",16.44B
"Sept. 30, 1998",18.78B
"June 30, 1998",19.36B
"March 31, 1998",19.94B
"Dec. 31, 1997",21.44B
"Sept. 30, 1997",14.98B
"June 30, 1997",14.03B
"March 31, 1997",13.60B
"Dec. 31, 1996",13.16B
"Sept. 30, 1996",13.77B
"June 30, 1996",14.58B
"March 31, 1996",14.64B
"Dec. 31, 1995",13.85B
"Sept. 30, 1995",13.02B
"June 30, 1995",11.76B
"March 31, 1995",10.77B
"Dec. 31, 1994",9.851B
"Sept. 30, 1994",10.13B
"June 30, 1994",10.62B
"March 31, 1994",11.25B
"Dec. 31, 1993",11.50B
"Sept. 30, 1993",11.26B
"June 30, 1993",10.68B
"March 31, 1993",9.743B
"Dec. 31, 1992",9.611B
"Sept. 30, 1992",9.627B
"June 30, 1992",9.835B
"March 31, 1992",10.67B
"Dec. 31, 1991",10.94B
"Sept. 30, 1991",12.30B
"June 30, 1991",11.47B
"March 31, 1991",11.63B
"Dec. 31, 1990",10.65B
