date,revenues_ttm
"Dec. 31, 2019",583.12M
"Sept. 30, 2019",585.36M
"June 30, 2019",586.13M
"March 31, 2019",591.89M
"Dec. 31, 2018",603.63M
"Sept. 30, 2018",481.89M
"June 30, 2018",515.42M
"March 31, 2018",503.84M
"Dec. 31, 2017",449.65M
"Sept. 30, 2017",579.05M
"June 30, 2017",560.47M
"March 31, 2017",537.72M
"Dec. 31, 2016",498.86M
"Sept. 30, 2016",461.55M
"June 30, 2016",445.12M
"March 31, 2016",435.46M
"Dec. 31, 2015",459.24M
"Sept. 30, 2015",475.06M
"June 30, 2015",474.76M
"March 31, 2015",482.58M
"Dec. 31, 2014",498.83M
"Sept. 30, 2014",501.34M
"June 30, 2014",496.27M
"March 31, 2014",489.92M
"Dec. 31, 2013",444.31M
"Sept. 30, 2013",430.94M
"June 30, 2013",422.56M
"March 31, 2013",412.32M
"Dec. 31, 2012",392.50M
"Sept. 30, 2012",386.97M
"June 30, 2012",389.41M
"March 31, 2012",392.34M
"Dec. 31, 2011",418.03M
"Sept. 30, 2011",431.80M
"June 30, 2011",427.65M
"March 31, 2011",420.88M
"Dec. 31, 2010",427.55M
"Sept. 30, 2010",401.50M
"June 30, 2010",356.79M
"March 31, 2010",317.57M
"Dec. 31, 2009",268.78M
"Sept. 30, 2009",249.49M
"June 30, 2009",267.43M
"March 31, 2009",295.65M
"Dec. 31, 2008",291.44M
"Sept. 30, 2008",289.87M
"June 30, 2008",281.59M
"March 31, 2008",265.03M
"Dec. 31, 2007",258.29M
"Sept. 30, 2007",248.25M
"June 30, 2007",241.98M
"March 31, 2007",233.78M
"Dec. 31, 2006",231.20M
"Sept. 30, 2006",244.66M
"June 30, 2006",244.67M
"March 31, 2006",242.59M
"Dec. 31, 2005",229.49M
"Sept. 30, 2005",208.51M
"June 30, 2005",199.97M
"March 31, 2005",192.04M
"Dec. 31, 2004",177.96M
"Sept. 30, 2004",171.04M
"June 30, 2004",167.88M
"March 31, 2004",164.37M
"Dec. 31, 2003",163.57M
"Sept. 30, 2003",153.14M
"June 30, 2003",151.70M
"March 31, 2003",174.15M
"Dec. 31, 2002",159.83M
"Sept. 30, 2002",153.66M
"June 30, 2002",156.45M
"March 31, 2002",174.26M
"Dec. 31, 2001",259.66M
"Sept. 30, 2001",156.19M
"June 30, 2001",190.84M
"March 31, 2001",185.96M
"Dec. 31, 2000",150.43M
"Sept. 30, 2000",296.03M
"June 30, 2000",293.08M
"March 31, 2000",273.75M
"Dec. 31, 1999",230.84M
"Sept. 30, 1999",202.54M
"June 30, 1999",182.24M
"March 31, 1999",179.00M
"Dec. 31, 1998",183.60M
"Sept. 30, 1998",199.60M
"June 30, 1998",205.10M
"March 31, 1998",206.40M
"Dec. 31, 1997",189.80M
"Sept. 30, 1997",296.40M
"June 30, 1997",274.30M
"March 31, 1997",254.60M
"Dec. 31, 1996",260.00M
"Sept. 30, 1996",132.10M
"June 30, 1996",133.10M
"March 31, 1996",130.00M
"Dec. 31, 1995",111.90M
"Sept. 30, 1995",97.50M
"June 30, 1995",95.70M
"March 31, 1995",93.50M
"Dec. 31, 1994",98.60M
"Sept. 30, 1994",99.40M
"June 30, 1994",94.50M
"March 31, 1994",91.90M
"Dec. 31, 1993",85.90M
"Sept. 30, 1993",84.90M
"June 30, 1993",83.50M
"March 31, 1993",81.50M
"Dec. 31, 1992",75.90M
"Sept. 30, 1992",69.10M
"June 30, 1992",68.50M
"March 31, 1992",68.20M
"Dec. 31, 1991",69.80M
"Sept. 30, 1991",77.10M
"June 30, 1991",79.90M
"March 31, 1991",81.60M
"Dec. 31, 1990",87.00M
"Sept. 30, 1990",85.50M
"June 30, 1990",84.30M
"March 31, 1990",86.40M
"Dec. 31, 1989",80.30M
"Sept. 30, 1989",74.40M
"June 30, 1989",71.40M
"March 31, 1989",64.50M
"Dec. 31, 1988",58.60M
"Sept. 30, 1988",56.20M
"June 30, 1988",56.40M
"March 31, 1988",57.40M
"Dec. 31, 1987",55.70M
"Sept. 30, 1987",53.10M
"June 30, 1987",49.80M
"March 31, 1987",48.30M
"Dec. 31, 1986",49.70M
"Sept. 30, 1986",50.30M
"June 30, 1986",51.90M
"March 31, 1986",48.70M
"Dec. 31, 1985",45.90M
"Sept. 30, 1985",52.80M
"June 30, 1985",63.30M
"March 31, 1985",70.10M
"Dec. 31, 1984",68.80M
