date,asset_utilization
"Dec. 31, 2019",0.3408
"Sept. 30, 2019",0.3536
"June 30, 2019",0.3651
"March 31, 2019",0.3808
"Dec. 31, 2018",0.4022
"Sept. 30, 2018",0.3366
"June 30, 2018",0.373
"March 31, 2018",0.3769
"Dec. 31, 2017",0.3466
"Sept. 30, 2017",0.4661
"June 30, 2017",0.47
"March 31, 2017",0.4646
"Dec. 31, 2016",0.4441
"Sept. 30, 2016",0.4277
"June 30, 2016",0.4259
"March 31, 2016",0.4318
"Dec. 31, 2015",0.472
"Sept. 30, 2015",0.5114
"June 30, 2015",0.5325
"March 31, 2015",0.5573
"Dec. 31, 2014",0.5864
"Sept. 30, 2014",0.6046
"June 30, 2014",0.6084
"March 31, 2014",0.613
"Dec. 31, 2013",0.5715
"Sept. 30, 2013",0.5747
"June 30, 2013",0.5818
"March 31, 2013",0.5815
"Dec. 31, 2012",0.5582
"Sept. 30, 2012",0.5626
"June 30, 2012",0.5727
"March 31, 2012",0.581
"Dec. 31, 2011",0.6231
"Sept. 30, 2011",0.6628
"June 30, 2011",0.6704
"March 31, 2011",0.6732
"Dec. 31, 2010",0.6929
"Sept. 30, 2010",0.7235
"June 30, 2010",0.71
"March 31, 2010",0.6954
"Dec. 31, 2009",0.6485
"Sept. 30, 2009",0.6718
"June 30, 2009",0.7047
"March 31, 2009",0.7719
"Dec. 31, 2008",0.7525
"Sept. 30, 2008",0.7615
"June 30, 2008",0.7701
"March 31, 2008",0.7569
"Dec. 31, 2007",0.7562
"Sept. 30, 2007",0.7623
"June 30, 2007",0.7785
"March 31, 2007",0.777
"Dec. 31, 2006",0.7828
"Sept. 30, 2006",0.8694
"June 30, 2006",0.913
"March 31, 2006",0.9321
"Dec. 31, 2005",0.9051
"Sept. 30, 2005",0.8691
"June 30, 2005",0.86
"March 31, 2005",0.8336
"Dec. 31, 2004",0.7846
"Sept. 30, 2004",0.7722
"June 30, 2004",0.7684
"March 31, 2004",0.7497
"Dec. 31, 2003",0.7462
"Sept. 30, 2003",0.7149
"June 30, 2003",0.7221
"March 31, 2003",0.8396
"Dec. 31, 2002",0.7795
"Sept. 30, 2002",0.7651
"June 30, 2002",0.7825
"March 31, 2002",0.8695
"Dec. 31, 2001",1.281
"Sept. 30, 2001",0.7926
"June 30, 2001",1.003
"March 31, 2001",1.007
"Dec. 31, 2000",0.8421
"Sept. 30, 2000",1.764
"June 30, 2000",1.824
"March 31, 2000",1.756
"Dec. 31, 1999",1.517
"Sept. 30, 1999",1.382
"June 30, 1999",1.277
"March 31, 1999",1.278
"Dec. 31, 1998",1.309
"Sept. 30, 1998",1.451
"June 30, 1998",1.518
"March 31, 1998",1.543
"Dec. 31, 1997",1.414
"Sept. 30, 1997",2.304
"June 30, 1997",2.192
"March 31, 1997",2.061
"Dec. 31, 1996",2.146
"Sept. 30, 1996",1.139
"June 30, 1996",1.168
"March 31, 1996",1.157
"Dec. 31, 1995",1.015
"Sept. 30, 1995",0.9107
"June 30, 1995",0.9193
"March 31, 1995",0.9172
"Dec. 31, 1994",0.9774
"Sept. 30, 1994",1.010
