date,eps_ttm
"Dec. 31, 2019",3.95
"Sept. 30, 2019",3.66
"June 30, 2019",3.66
"March 31, 2019",3.55
"Dec. 31, 2018",3.45
"Sept. 30, 2018",3.96
"June 30, 2018",4.04
"March 31, 2018",4.02
"Dec. 31, 2017",3.55
"Sept. 30, 2017",2.69
"June 30, 2017",2.56
"March 31, 2017",2.71
"Dec. 31, 2016",2.87
"Sept. 30, 2016",2.70
"June 30, 2016",2.74
"March 31, 2016",2.63
"Dec. 31, 2015",2.74
"Sept. 30, 2015",2.87
"June 30, 2015",2.76
"March 31, 2015",2.70
"Dec. 31, 2014",2.48
"Sept. 30, 2014",2.46
"June 30, 2014",2.51
"March 31, 2014",2.46
"Dec. 31, 2013",2.267
"Sept. 30, 2013",2.273
"June 30, 2013",2.223
"March 31, 2013",2.27
"Dec. 31, 2012",1.983
"Sept. 30, 2012",1.86
"June 30, 2012",1.807
"March 31, 2012",1.707
"Dec. 31, 2011",1.92
"Sept. 30, 2011",1.867
"June 30, 2011",1.813
"March 31, 2011",1.80
"Dec. 31, 2010",1.827
"Sept. 30, 2010",1.827
"June 30, 2010",1.74
"March 31, 2010",1.587
"Dec. 31, 2009",1.433
"Sept. 30, 2009",1.36
"June 30, 2009",1.313
"March 31, 2009",1.413
"Dec. 31, 2008",1.32
"Sept. 30, 2008",1.293
"June 30, 2008",1.28
"March 31, 2008",1.247
"Dec. 31, 2007",1.30
"Sept. 30, 2007",1.313
"June 30, 2007",1.273
"March 31, 2007",1.253
"Dec. 31, 2006",1.14
"Sept. 30, 2006",1.193
"June 30, 2006",1.187
"March 31, 2006",1.153
"Dec. 31, 2005",1.18
"Sept. 30, 2005",1.147
"June 30, 2005",1.153
"March 31, 2005",1.133
"Dec. 31, 2004",1.087
"Sept. 30, 2004",0.9733
"June 30, 2004",0.9467
"March 31, 2004",0.9867
"Dec. 31, 2003",1.087
"Sept. 30, 2003",1.367
"June 30, 2003",1.353
"March 31, 2003",1.307
"Dec. 31, 2002",0.9067
"Sept. 30, 2002",0.4667
"June 30, 2002",0.4933
"March 31, 2002",0.5067
"Dec. 31, 2001",0.8067
"Sept. 30, 2001",0.96
"June 30, 2001",0.9133
"March 31, 2001",0.8733
"Dec. 31, 2000",0.92
"Sept. 30, 2000",1.02
"June 30, 2000",1.053
"March 31, 2000",1.113
"Dec. 31, 1999",1.04
"Sept. 30, 1999",0.9267
"June 30, 1999",0.86
"March 31, 1999",0.7933
"Dec. 31, 1998",0.68
"Sept. 30, 1998",0.7067
"June 30, 1998",0.7667
"March 31, 1998",0.8333
"Dec. 31, 1997",0.80
"Sept. 30, 1997",0.66
"June 30, 1997",0.6533
"March 31, 1997",0.6267
"Dec. 31, 1996",1.013
"Sept. 30, 1996",1.013
"June 30, 1996",1.30
"March 31, 1996",1.367
"Dec. 31, 1995",1.133
"Sept. 30, 1995",1.14
"June 30, 1995",0.92
"March 31, 1995",0.76
"Dec. 31, 1994",0.78
"Sept. 30, 1994",0.8933
"June 30, 1994",0.8133
"March 31, 1994",
"Dec. 31, 1993",
"Sept. 30, 1993",
"June 30, 1993",
"March 31, 1993",0.7267
"Dec. 31, 1992",0.6867
"Sept. 30, 1992",0.50
"June 30, 1992",0.5267
"March 31, 1992",0.46
"Dec. 31, 1991",0.4533
"Sept. 30, 1991",0.5333
"June 30, 1991",0.5533
"March 31, 1991",0.58
"Dec. 31, 1990",0.58
"Sept. 30, 1990",0.7867
"June 30, 1990",0.7467
"March 31, 1990",0.82
"Dec. 31, 1989",0.7867
