date,springate_score
"Dec. 31, 2019",0.3275
"Sept. 30, 2019",0.3041
"June 30, 2019",0.275
"March 31, 2019",0.3019
"Dec. 31, 2018",0.3219
"Sept. 30, 2018",0.31
"June 30, 2018",0.3642
"March 31, 2018",0.4005
"Dec. 31, 2017",0.3718
"Sept. 30, 2017",0.4523
"June 30, 2017",0.4545
"March 31, 2017",0.4412
"Dec. 31, 2016",0.4615
"Sept. 30, 2016",0.4698
"June 30, 2016",0.4515
"March 31, 2016",0.4845
"Dec. 31, 2015",0.5381
"Sept. 30, 2015",0.6233
"June 30, 2015",0.6771
"March 31, 2015",0.7202
"Dec. 31, 2014",0.6814
"Sept. 30, 2014",0.67
"June 30, 2014",0.7016
"March 31, 2014",0.6526
"Dec. 31, 2013",0.6178
"Sept. 30, 2013",0.6516
"June 30, 2013",0.6951
"March 31, 2013",0.7693
"Dec. 31, 2012",0.6983
"Sept. 30, 2012",0.7139
"June 30, 2012",0.7222
"March 31, 2012",0.6901
"Dec. 31, 2011",0.7212
"Sept. 30, 2011",0.7404
"June 30, 2011",0.7466
"March 31, 2011",0.7111
"Dec. 31, 2010",0.7024
"Sept. 30, 2010",0.79
"June 30, 2010",0.8329
"March 31, 2010",0.8324
"Dec. 31, 2009",0.7048
"Sept. 30, 2009",0.7392
"June 30, 2009",0.7039
"March 31, 2009",0.7268
