date,ebitda_ttm
"Dec. 31, 2019",158.27M
"Sept. 30, 2019",156.64M
"June 30, 2019",154.76M
"March 31, 2019",148.82M
"Dec. 31, 2018",144.11M
"Sept. 30, 2018",140.03M
"June 30, 2018",140.37M
"March 31, 2018",139.55M
"Dec. 31, 2017",132.25M
"Sept. 30, 2017",127.28M
"June 30, 2017",121.65M
"March 31, 2017",122.80M
"Dec. 31, 2016",123.15M
"Sept. 30, 2016",117.04M
"June 30, 2016",117.16M
"March 31, 2016",114.19M
"Dec. 31, 2015",115.00M
"Sept. 30, 2015",115.88M
"June 30, 2015",111.75M
"March 31, 2015",108.67M
"Dec. 31, 2014",102.41M
"Sept. 30, 2014",101.33M
"June 30, 2014",101.66M
"March 31, 2014",99.11M
"Dec. 31, 2013",93.20M
"Sept. 30, 2013",92.58M
"June 30, 2013",90.60M
"March 31, 2013",91.67M
"Dec. 31, 2012",84.96M
"Sept. 30, 2012",82.08M
"June 30, 2012",79.99M
"March 31, 2012",76.37M
"Dec. 31, 2011",79.88M
"Sept. 30, 2011",77.35M
"June 30, 2011",75.27M
"March 31, 2011",74.46M
"Dec. 31, 2010",75.03M
"Sept. 30, 2010",73.23M
"June 30, 2010",68.15M
"March 31, 2010",60.73M
"Dec. 31, 2009",48.28M
"Sept. 30, 2009",42.27M
"June 30, 2009",41.11M
"March 31, 2009",42.25M
"Dec. 31, 2008",39.83M
"Sept. 30, 2008",39.72M
"June 30, 2008",39.53M
"March 31, 2008",39.35M
"Dec. 31, 2007",40.47M
"Sept. 30, 2007",39.79M
"June 30, 2007",38.96M
"March 31, 2007",38.06M
"Dec. 31, 2006",34.48M
"Sept. 30, 2006",34.07M
"June 30, 2006",33.39M
"March 31, 2006",32.29M
"Dec. 31, 2005",32.19M
"Sept. 30, 2005",188.74M
"June 30, 2005",189.07M
"March 31, 2005",188.77M
"Dec. 31, 2004",187.85M
"Sept. 30, 2004",29.50M
"June 30, 2004",29.41M
"March 31, 2004",30.29M
"Dec. 31, 2003",32.08M
"Sept. 30, 2003",32.34M
"June 30, 2003",31.59M
"March 31, 2003",30.44M
"Dec. 31, 2002",27.23M
"Sept. 30, 2002",24.93M
"June 30, 2002",25.11M
"March 31, 2002",25.31M
"Dec. 31, 2001",26.18M
"Sept. 30, 2001",25.82M
"June 30, 2001",26.14M
"March 31, 2001",25.22M
"Dec. 31, 2000",24.98M
"Sept. 30, 2000",25.14M
"June 30, 2000",23.86M
"March 31, 2000",23.99M
"Dec. 31, 1999",22.34M
"Sept. 30, 1999",22.04M
"June 30, 1999",21.34M
"March 31, 1999",20.20M
"Dec. 31, 1998",18.30M
"Sept. 30, 1998",18.00M
"June 30, 1998",18.50M
"March 31, 1998",19.20M
"Dec. 31, 1997",18.20M
"Sept. 30, 1997",16.90M
"June 30, 1997",17.60M
"March 31, 1997",17.10M
"Dec. 31, 1996",20.10M
"Sept. 30, 1996",21.20M
"June 30, 1996",23.00M
"March 31, 1996",23.50M
"Dec. 31, 1995",20.40M
"Sept. 30, 1995",18.90M
"June 30, 1995",16.80M
"March 31, 1995",15.10M
"Dec. 31, 1994",15.50M
"Sept. 30, 1994",35.80M
"June 30, 1994",48.30M
"March 31, 1994",64.00M
"Dec. 31, 1993",85.90M
"Sept. 30, 1993",84.90M
"June 30, 1993",83.50M
"March 31, 1993",81.50M
"Dec. 31, 1992",75.90M
"Sept. 30, 1992",69.10M
"June 30, 1992",68.50M
"March 31, 1992",68.20M
"Dec. 31, 1991",69.80M
"Sept. 30, 1991",77.10M
"June 30, 1991",79.90M
"March 31, 1991",81.60M
"Dec. 31, 1990",87.00M
"Sept. 30, 1990",85.50M
"June 30, 1990",84.30M
"March 31, 1990",86.40M
"Dec. 31, 1989",80.30M
"Sept. 30, 1989",74.40M
"June 30, 1989",71.40M
"March 31, 1989",64.50M
"Dec. 31, 1988",58.60M
"Sept. 30, 1988",56.20M
"June 30, 1988",56.40M
"March 31, 1988",57.40M
"Dec. 31, 1987",55.70M
"Sept. 30, 1987",53.10M
"June 30, 1987",49.80M
"March 31, 1987",48.30M
"Dec. 31, 1986",49.70M
"Sept. 30, 1986",50.30M
"June 30, 1986",51.90M
"March 31, 1986",48.70M
"Dec. 31, 1985",45.90M
"Sept. 30, 1985",52.80M
"June 30, 1985",63.30M
"March 31, 1985",70.10M
"Dec. 31, 1984",68.80M
