date,market_cap
"March 19, 2020",1.473B
"March 18, 2020",1.477B
"March 17, 2020",1.561B
"March 16, 2020",1.333B
"March 13, 2020",1.545B
"March 12, 2020",1.415B
"March 11, 2020",1.533B
"March 10, 2020",1.545B
"March 9, 2020",1.515B
"March 6, 2020",1.574B
"March 5, 2020",1.554B
"March 4, 2020",1.571B
"March 3, 2020",1.514B
"March 2, 2020",1.499B
"Feb. 28, 2020",1.403B
"Feb. 27, 2020",1.476B
"Feb. 26, 2020",1.558B
"Feb. 25, 2020",1.553B
"Feb. 24, 2020",1.580B
"Feb. 21, 2020",1.612B
"Feb. 20, 2020",1.615B
"Feb. 19, 2020",1.608B
"Feb. 18, 2020",1.632B
"Feb. 14, 2020",1.631B
"Feb. 13, 2020",1.647B
"Feb. 12, 2020",1.609B
"Feb. 11, 2020",1.602B
"Feb. 10, 2020",1.611B
"Feb. 7, 2020",1.605B
"Feb. 6, 2020",1.605B
"Feb. 5, 2020",1.610B
"Feb. 4, 2020",1.609B
"Feb. 3, 2020",1.605B
"Jan. 31, 2020",1.578B
"Jan. 30, 2020",1.592B
"Jan. 29, 2020",1.574B
"Jan. 28, 2020",1.572B
"Jan. 27, 2020",1.574B
"Jan. 24, 2020",1.570B
"Jan. 23, 2020",1.560B
"Jan. 22, 2020",1.552B
"Jan. 21, 2020",1.547B
"Jan. 17, 2020",1.561B
"Jan. 16, 2020",1.567B
"Jan. 15, 2020",1.545B
"Jan. 14, 2020",1.527B
"Jan. 13, 2020",1.523B
"Jan. 10, 2020",1.505B
"Jan. 9, 2020",1.500B
"Jan. 8, 2020",1.497B
"Jan. 7, 2020",1.519B
"Jan. 6, 2020",1.532B
"Jan. 3, 2020",1.550B
"Jan. 2, 2020",1.550B
"Dec. 31, 2019",1.572B
"Dec. 30, 2019",1.561B
"Dec. 27, 2019",1.560B
"Dec. 26, 2019",1.561B
"Dec. 24, 2019",1.574B
"Dec. 23, 2019",1.582B
"Dec. 20, 2019",1.599B
"Dec. 19, 2019",1.587B
"Dec. 18, 2019",1.592B
"Dec. 17, 2019",1.571B
"Dec. 16, 2019",1.557B
"Dec. 13, 2019",1.542B
"Dec. 12, 2019",1.551B
"Dec. 11, 2019",1.568B
"Dec. 10, 2019",1.554B
"Dec. 9, 2019",1.517B
"Dec. 6, 2019",1.526B
"Dec. 5, 2019",1.526B
"Dec. 4, 2019",1.519B
"Dec. 3, 2019",1.501B
"Dec. 2, 2019",1.494B
"Nov. 29, 2019",1.495B
"Nov. 27, 2019",1.509B
"Nov. 26, 2019",1.492B
"Nov. 25, 2019",1.495B
"Nov. 22, 2019",1.484B
"Nov. 21, 2019",1.466B
"Nov. 20, 2019",1.476B
"Nov. 19, 2019",1.482B
"Nov. 18, 2019",1.471B
"Nov. 15, 2019",1.469B
"Nov. 14, 2019",1.471B
"Nov. 13, 2019",1.462B
"Nov. 12, 2019",1.440B
"Nov. 11, 2019",1.428B
"Nov. 8, 2019",1.444B
"Nov. 7, 2019",1.463B
"Nov. 6, 2019",1.490B
"Nov. 5, 2019",1.479B
"Nov. 4, 2019",1.495B
"Nov. 1, 2019",1.550B
"Oct. 31, 2019",1.555B
"Oct. 30, 2019",1.560B
"Oct. 29, 2019",1.535B
"Oct. 28, 2019",1.534B
"Oct. 25, 2019",1.549B
"Oct. 24, 2019",1.551B
"Oct. 23, 2019",1.530B
"Oct. 22, 2019",1.530B
"Oct. 21, 2019",1.534B
"Oct. 18, 2019",1.531B
"Oct. 17, 2019",1.534B
"Oct. 16, 2019",1.509B
"Oct. 15, 2019",1.509B
"Oct. 14, 2019",1.530B
"Oct. 11, 2019",1.541B
"Oct. 10, 2019",1.534B
"Oct. 9, 2019",1.542B
"Oct. 8, 2019",1.532B
"Oct. 7, 2019",1.555B
"Oct. 4, 2019",1.556B
"Oct. 3, 2019",1.545B
"Oct. 2, 2019",1.542B
"Oct. 1, 2019",1.555B
"Sept. 30, 2019",1.564B
"Sept. 27, 2019",1.566B
"Sept. 26, 2019",1.560B
"Sept. 25, 2019",1.572B
"Sept. 24, 2019",1.543B
"Sept. 23, 2019",1.533B
"Sept. 20, 2019",1.543B
"Sept. 19, 2019",1.548B
"Sept. 18, 2019",1.540B
"Sept. 17, 2019",1.538B
"Sept. 16, 2019",1.536B
