date,liabilities
"Dec. 31, 2019",1.222B
"Sept. 30, 2019",1.170B
"June 30, 2019",1.137B
"March 31, 2019",1.139B
"Dec. 31, 2018",1.175B
"Sept. 30, 2018",997.26M
"June 30, 2018",954.96M
"March 31, 2018",922.21M
"Dec. 31, 2017",928.64M
"Sept. 30, 2017",882.93M
"June 30, 2017",795.31M
"March 31, 2017",777.48M
"Dec. 31, 2016",783.13M
"Sept. 30, 2016",702.21M
"June 30, 2016",717.49M
"March 31, 2016",707.73M
"Dec. 31, 2015",709.28M
"Sept. 30, 2015",655.13M
"June 30, 2015",619.46M
"March 31, 2015",595.96M
"Dec. 31, 2014",604.15M
"Sept. 30, 2014",551.33M
"June 30, 2014",524.86M
"March 31, 2014",549.31M
"Dec. 31, 2013",558.75M
"Sept. 30, 2013",527.77M
"June 30, 2013",510.35M
"March 31, 2013",470.68M
"Dec. 31, 2012",477.15M
"Sept. 30, 2012",449.47M
"June 30, 2012",429.29M
"March 31, 2012",444.98M
"Dec. 31, 2011",468.29M
"Sept. 30, 2011",419.97M
"June 30, 2011",422.49M
"March 31, 2011",419.29M
"Dec. 31, 2010",444.75M
"Sept. 30, 2010",390.18M
"June 30, 2010",366.65M
"March 31, 2010",375.76M
"Dec. 31, 2009",406.03M
"Sept. 30, 2009",231.23M
"June 30, 2009",220.26M
"March 31, 2009",230.00M
"Dec. 31, 2008",262.72M
"Sept. 30, 2008",276.93M
"June 30, 2008",275.44M
"March 31, 2008",242.72M
"Dec. 31, 2007",261.98M
"Sept. 30, 2007",235.15M
"June 30, 2007",206.48M
"March 31, 2007",205.01M
"Dec. 31, 2006",213.84M
"Sept. 30, 2006",213.43M
"June 30, 2006",187.74M
"March 31, 2006",184.85M
"Dec. 31, 2005",211.22M
"Sept. 30, 2005",173.69M
"June 30, 2005",151.44M
"March 31, 2005",156.49M
"Dec. 31, 2004",163.98M
"Sept. 30, 2004",152.28M
"June 30, 2004",140.73M
"March 31, 2004",145.76M
"Dec. 31, 2003",149.12M
"Sept. 30, 2003",144.47M
"June 30, 2003",139.88M
"March 31, 2003",149.67M
"Dec. 31, 2002",156.37M
"Sept. 30, 2002",130.55M
"June 30, 2002",126.21M
"March 31, 2002",130.47M
"Dec. 31, 2001",143.49M
"Sept. 30, 2001",136.21M
"June 30, 2001",124.30M
"March 31, 2001",128.81M
"Dec. 31, 2000",146.73M
"Sept. 30, 2000",119.90M
"June 30, 2000",104.56M
"March 31, 2000",99.17M
"Dec. 31, 1999",106.80M
"Sept. 30, 1999",98.00M
"June 30, 1999",86.50M
"March 31, 1999",84.90M
"Dec. 31, 1998",88.80M
"Sept. 30, 1998",84.20M
"June 30, 1998",79.30M
"March 31, 1998",79.30M
"Dec. 31, 1997",92.00M
"Sept. 30, 1997",83.40M
"June 30, 1997",77.10M
"March 31, 1997",80.60M
"Dec. 31, 1996",88.50M
"Sept. 30, 1996",71.90M
"June 30, 1996",67.60M
"March 31, 1996",72.30M
"Dec. 31, 1995",76.50M
"Sept. 30, 1995",69.10M
"June 30, 1995",67.40M
"March 31, 1995",65.80M
"Dec. 31, 1994",71.20M
"Sept. 30, 1994",66.30M
"June 30, 1994",58.00M
"March 31, 1994",59.10M
