date,max_drawdown_all
"Feb. 29, 2020",52.45%
"Jan. 31, 2020",52.45%
"Dec. 31, 2019",52.45%
"Nov. 30, 2019",52.45%
"Oct. 31, 2019",52.45%
"Sept. 30, 2019",52.45%
"Aug. 31, 2019",52.45%
"July 31, 2019",52.45%
"June 30, 2019",52.45%
"May 31, 2019",52.45%
"April 30, 2019",52.45%
"March 31, 2019",52.45%
"Feb. 28, 2019",52.45%
"Jan. 31, 2019",52.45%
"Dec. 31, 2018",52.45%
"Nov. 30, 2018",52.45%
"Oct. 31, 2018",52.45%
"Sept. 30, 2018",52.45%
"Aug. 31, 2018",52.45%
"July 31, 2018",52.45%
"June 30, 2018",52.45%
"May 31, 2018",52.45%
"April 30, 2018",52.45%
"March 31, 2018",52.45%
"Feb. 28, 2018",52.45%
"Jan. 31, 2018",52.45%
"Dec. 31, 2017",52.45%
"Nov. 30, 2017",52.45%
"Oct. 31, 2017",52.45%
"Sept. 30, 2017",52.45%
"Aug. 31, 2017",52.45%
"July 31, 2017",52.45%
"June 30, 2017",52.45%
"May 31, 2017",52.45%
"April 30, 2017",52.45%
"March 31, 2017",52.45%
"Feb. 28, 2017",52.45%
"Jan. 31, 2017",52.45%
"Dec. 31, 2016",52.45%
"Nov. 30, 2016",52.45%
"Oct. 31, 2016",52.45%
"Sept. 30, 2016",52.45%
"Aug. 31, 2016",52.45%
"July 31, 2016",52.45%
"June 30, 2016",52.45%
"May 31, 2016",52.45%
"April 30, 2016",52.45%
"March 31, 2016",52.45%
"Feb. 29, 2016",52.45%
"Jan. 31, 2016",52.45%
"Dec. 31, 2015",52.45%
"Nov. 30, 2015",52.45%
"Oct. 31, 2015",52.45%
"Sept. 30, 2015",52.45%
"Aug. 31, 2015",52.45%
"July 31, 2015",52.45%
"June 30, 2015",52.45%
"May 31, 2015",52.45%
"April 30, 2015",52.45%
"March 31, 2015",52.45%
"Feb. 28, 2015",52.45%
"Jan. 31, 2015",52.45%
"Dec. 31, 2014",52.45%
"Nov. 30, 2014",52.45%
"Oct. 31, 2014",52.45%
"Sept. 30, 2014",52.45%
"Aug. 31, 2014",52.45%
"July 31, 2014",52.45%
"June 30, 2014",52.45%
"May 31, 2014",52.45%
"April 30, 2014",52.45%
"March 31, 2014",52.45%
"Feb. 28, 2014",52.45%
"Jan. 31, 2014",52.45%
"Dec. 31, 2013",52.45%
"Nov. 30, 2013",52.45%
"Oct. 31, 2013",52.45%
"Sept. 30, 2013",52.45%
"Aug. 31, 2013",52.45%
"July 31, 2013",52.45%
"June 30, 2013",52.45%
"May 31, 2013",52.45%
"April 30, 2013",52.45%
"March 31, 2013",52.45%
"Feb. 28, 2013",52.45%
"Jan. 31, 2013",52.45%
"Dec. 31, 2012",52.45%
"Nov. 30, 2012",52.45%
"Oct. 31, 2012",52.45%
"Sept. 30, 2012",52.45%
"Aug. 31, 2012",52.45%
"July 31, 2012",52.45%
"June 30, 2012",52.45%
"May 31, 2012",52.45%
"April 30, 2012",52.45%
"March 31, 2012",52.45%
"Feb. 29, 2012",52.45%
"Jan. 31, 2012",52.45%
"Dec. 31, 2011",52.45%
"Nov. 30, 2011",52.45%
"Oct. 31, 2011",52.45%
"Sept. 30, 2011",52.45%
"Aug. 31, 2011",52.45%
"July 31, 2011",52.45%
"June 30, 2011",52.45%
"May 31, 2011",52.45%
"April 30, 2011",52.45%
"March 31, 2011",52.45%
"Feb. 28, 2011",52.45%
"Jan. 31, 2011",52.45%
"Dec. 31, 2010",52.45%
"Nov. 30, 2010",52.45%
"Oct. 31, 2010",52.45%
"Sept. 30, 2010",52.45%
"Aug. 31, 2010",52.45%
"July 31, 2010",52.45%
"June 30, 2010",52.45%
"May 31, 2010",52.45%
"April 30, 2010",52.45%
"March 31, 2010",52.45%
"Feb. 28, 2010",52.45%
"Jan. 31, 2010",52.45%
"Dec. 31, 2009",52.45%
"Nov. 30, 2009",52.45%
"Oct. 31, 2009",52.45%
"Sept. 30, 2009",52.45%
"Aug. 31, 2009",52.45%
"July 31, 2009",52.45%
"June 30, 2009",52.45%
"May 31, 2009",52.45%
"April 30, 2009",52.45%
"March 31, 2009",52.45%
"Feb. 28, 2009",52.45%
"Jan. 31, 2009",52.45%
"Dec. 31, 2008",52.45%
"Nov. 30, 2008",52.45%
"Oct. 31, 2008",52.45%
"Sept. 30, 2008",52.45%
"Aug. 31, 2008",52.45%
"July 31, 2008",52.45%
"June 30, 2008",52.45%
"May 31, 2008",52.45%
"April 30, 2008",52.45%
"March 31, 2008",52.45%
"Feb. 29, 2008",52.45%
"Jan. 31, 2008",52.45%
"Dec. 31, 2007",52.45%
"Nov. 30, 2007",52.45%
"Oct. 31, 2007",52.45%
"Sept. 30, 2007",52.45%
"Aug. 31, 2007",52.45%
"July 31, 2007",52.45%
"June 30, 2007",52.45%
"May 31, 2007",52.45%
"April 30, 2007",52.45%
"March 31, 2007",52.45%
"Feb. 28, 2007",52.45%
"Jan. 31, 2007",52.45%
"Dec. 31, 2006",52.45%
"Nov. 30, 2006",52.45%
"Oct. 31, 2006",52.45%
"Sept. 30, 2006",52.45%
"Aug. 31, 2006",52.45%
"July 31, 2006",52.45%
"June 30, 2006",52.45%
"May 31, 2006",52.45%
"April 30, 2006",52.45%
"March 31, 2006",52.45%
"Feb. 28, 2006",52.45%
"Jan. 31, 2006",52.45%
