date,price_target_upside
"March 19, 2020",15.69%
"March 18, 2020",15.37%
"March 17, 2020",9.11%
"March 16, 2020",27.79%
"March 13, 2020",10.30%
"March 12, 2020",20.37%
"March 11, 2020",11.10%
"March 10, 2020",10.06%
"March 9, 2020",12.30%
"March 6, 2020",8.04%
"March 5, 2020",9.47%
"March 4, 2020",8.28%
"March 3, 2020",12.38%
"March 2, 2020",13.50%
"Feb. 28, 2020",22.03%
"Feb. 27, 2020",15.58%
"Feb. 26, 2020",8.13%
"Feb. 25, 2020",8.48%
"Feb. 24, 2020",6.63%
"Feb. 21, 2020",4.52%
"Feb. 20, 2020",4.31%
"Feb. 19, 2020",4.75%
"Feb. 18, 2020",3.17%
"Feb. 14, 2020",3.29%
"Feb. 13, 2020",2.25%
"Feb. 12, 2020",4.68%
"Feb. 11, 2020",5.12%
"Feb. 10, 2020",4.55%
"Feb. 7, 2020",4.91%
"Feb. 6, 2020",4.92%
"Feb. 5, 2020",4.63%
"Feb. 4, 2020",4.69%
"Feb. 3, 2020",4.90%
"Jan. 31, 2020",6.36%
"Jan. 30, 2020",5.45%
"Jan. 29, 2020",6.63%
"Jan. 28, 2020",6.75%
"Jan. 27, 2020",6.68%
"Jan. 24, 2020",6.95%
"Jan. 23, 2020",7.62%
"Jan. 22, 2020",8.16%
"Jan. 21, 2020",8.51%
"Jan. 17, 2020",7.50%
"Jan. 16, 2020",7.11%
"Jan. 15, 2020",8.65%
"Jan. 14, 2020",9.94%
"Jan. 13, 2020",10.21%
"Jan. 10, 2020",11.54%
"Jan. 9, 2020",11.89%
"Jan. 8, 2020",11.21%
"Jan. 7, 2020",9.63%
"Jan. 6, 2020",10.69%
"Jan. 3, 2020",9.46%
"Jan. 2, 2020",9.43%
"Dec. 31, 2019",7.90%
"Dec. 30, 2019",8.65%
"Dec. 27, 2019",8.75%
"Dec. 26, 2019",8.68%
"Dec. 24, 2019",7.74%
"Dec. 23, 2019",7.22%
"Dec. 20, 2019",6.05%
"Dec. 19, 2019",4.39%
"Dec. 18, 2019",4.06%
"Dec. 17, 2019",5.46%
"Dec. 16, 2019",6.43%
"Dec. 13, 2019",7.41%
"Dec. 12, 2019",6.83%
"Dec. 11, 2019",5.64%
"Dec. 10, 2019",6.63%
"Dec. 9, 2019",9.24%
"Dec. 6, 2019",8.54%
"Dec. 5, 2019",8.57%
"Dec. 4, 2019",9.07%
"Dec. 3, 2019",10.41%
"Dec. 2, 2019",10.92%
"Nov. 29, 2019",10.82%
"Nov. 27, 2019",9.76%
"Nov. 26, 2019",11.03%
"Nov. 25, 2019",10.82%
"Nov. 22, 2019",11.66%
"Nov. 21, 2019",13.04%
"Nov. 20, 2019",12.25%
"Nov. 19, 2019",11.78%
"Nov. 18, 2019",12.64%
"Nov. 15, 2019",12.81%
"Nov. 14, 2019",12.60%
"Nov. 13, 2019",13.30%
"Nov. 12, 2019",15.03%
"Nov. 11, 2019",15.99%
