Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/12/2020,03/13/2020,04/06/2020,02/26/2020,Normal,0.405
12/13/2019,12/16/2019,01/06/2020,11/06/2019,Normal,0.405
09/12/2019,09/13/2019,10/07/2019,08/07/2019,Normal,0.405
06/13/2019,06/14/2019,07/05/2019,05/08/2019,Normal,0.405
03/14/2019,03/15/2019,04/05/2019,02/26/2019,Normal,0.37
12/13/2018,12/14/2018,01/07/2019,11/08/2018,Normal,0.37
09/13/2018,09/14/2018,10/05/2018,08/08/2018,Normal,0.37
06/14/2018,06/15/2018,07/05/2018,05/10/2018,Normal,0.37
03/14/2018,03/15/2018,04/05/2018,02/27/2018,Normal,0.325
12/14/2017,12/15/2017,01/05/2018,11/08/2017,Normal,0.325
09/14/2017,09/15/2017,10/05/2017,08/02/2017,Normal,0.325
06/13/2017,06/15/2017,07/05/2017,05/05/2017,Normal,0.325
03/13/2017,03/15/2017,04/05/2017,02/24/2017,Normal,0.305
12/13/2016,12/15/2016,01/05/2017,11/02/2016,Normal,0.305
09/13/2016,09/15/2016,10/05/2016,08/03/2016,Normal,0.305
06/13/2016,06/15/2016,07/05/2016,05/04/2016,Normal,0.305
03/11/2016,03/15/2016,04/05/2016,02/23/2016,Normal,0.2875
12/11/2015,12/15/2015,01/05/2016,11/04/2015,Normal,0.2875
09/11/2015,09/15/2015,10/05/2015,08/05/2015,Normal,0.2875
06/11/2015,06/15/2015,07/06/2015,05/06/2015,Normal,0.2875
03/13/2015,03/17/2015,04/06/2015,03/04/2015,Normal,0.27
12/11/2014,12/15/2014,01/05/2014,11/06/2014,Normal,0.27
09/11/2014,09/15/2014,10/06/2014,08/06/2014,Normal,0.27
06/12/2014,06/16/2014,07/07/2014,05/06/2014,Normal,0.27
03/13/2014,03/17/2014,04/07/2014,03/05/2014,Normal,0.2567
12/12/2013,12/16/2013,01/06/2014,11/06/2013,Normal,0.2567
09/11/2013,09/13/2013,10/07/2013,08/07/2013,Normal,0.2567
06/13/2013,06/17/2013,07/05/2013,05/02/2013,Normal,0.2567
03/18/2013,03/20/2013,04/05/2013,03/06/2013,Normal,0.2433
12/12/2012,12/14/2012,01/07/2013,11/06/2012,Normal,0.2433
09/12/2012,09/14/2012,10/05/2012,08/08/2012,Normal,0.2433
06/13/2012,06/15/2012,07/05/2012,05/04/2012,Normal,0.2433
03/13/2012,03/15/2012,04/05/2012,03/01/2012,Normal,0.23
12/13/2011,12/15/2011,01/05/2012,11/03/2011,Normal,0.23
09/13/2011,09/15/2011,10/05/2011,08/04/2011,Normal,0.23
