date,zmijewski_score
"Dec. 31, 2019",-0.616
"Sept. 30, 2019",-0.6251
"June 30, 2019",-0.6647
"March 31, 2019",-0.66
"Dec. 31, 2018",-0.564
"Sept. 30, 2018",-0.7776
"June 30, 2018",-0.8439
"March 31, 2018",-0.8878
"Dec. 31, 2017",-0.8093
"Sept. 30, 2017",-0.7705
"June 30, 2017",-0.8983
"March 31, 2017",-0.9383
"Dec. 31, 2016",-0.8957
"Sept. 30, 2016",-1.011
"June 30, 2016",-0.8025
"March 31, 2016",-0.8007
"Dec. 31, 2015",-0.7516
"Sept. 30, 2015",-0.8522
"June 30, 2015",-0.916
"March 31, 2015",-0.8354
"Dec. 31, 2014",-0.7316
"Sept. 30, 2014",-0.8339
"June 30, 2014",-0.9048
"March 31, 2014",-0.8323
"Dec. 31, 2013",-0.7353
"Sept. 30, 2013",-0.7744
"June 30, 2013",-0.8172
"March 31, 2013",-0.9239
"Dec. 31, 2012",-0.8258
"Sept. 30, 2012",-0.8635
"June 30, 2012",-0.9199
"March 31, 2012",-0.8514
"Dec. 31, 2011",-0.768
"Sept. 30, 2011",-0.8909
"June 30, 2011",-0.8839
"March 31, 2011",-0.8914
"Dec. 31, 2010",-0.7596
"Sept. 30, 2010",-0.9188
"June 30, 2010",-1.014
"March 31, 2010",-0.9687
"Dec. 31, 2009",-0.762
"Sept. 30, 2009",-0.859
"June 30, 2009",-0.9232
"March 31, 2009",-0.8779
"Dec. 31, 2008",-0.6236
"Sept. 30, 2008",-0.5613
"June 30, 2008",-0.5931
"March 31, 2008",-0.7518
"Dec. 31, 2007",-0.608
"Sept. 30, 2007",-0.7255
"June 30, 2007",-0.914
"March 31, 2007",-0.9188
"Dec. 31, 2006",-0.7564
"Sept. 30, 2006",-0.4911
"June 30, 2006",-0.6837
"March 31, 2006",-0.7003
"Dec. 31, 2005",-0.4661
"Sept. 30, 2005",-0.6573
"June 30, 2005",-0.8637
"March 31, 2005",-0.8196
"Dec. 31, 2004",-0.6699
"Sept. 30, 2004",-0.7057
"June 30, 2004",-0.8411
"March 31, 2004",-0.8107
"Dec. 31, 2003",-0.7089
"Sept. 30, 2003",-0.684
"June 30, 2003",-0.7597
"March 31, 2003",-0.6631
"Dec. 31, 2002",-0.4446
"Sept. 30, 2002",-0.658
"June 30, 2002",-0.7467
"March 31, 2002",-0.7148
"Dec. 31, 2001",-0.6086
"Sept. 30, 2001",-0.6978
"June 30, 2001",-0.8437
"March 31, 2001",-0.7979
"Dec. 31, 2000",-0.567
"Sept. 30, 2000",-0.82
"June 30, 2000",-1.058
"March 31, 2000",-1.163
"Dec. 31, 1999",-0.9446
"Sept. 30, 1999",-1.001
"June 30, 1999",-1.198
"March 31, 1999",-1.209
"Dec. 31, 1998",-1.030
"Sept. 30, 1998",-1.075
"June 30, 1998",-1.259
"March 31, 1998",-1.177
"Dec. 31, 1997",-0.941
"Sept. 30, 1997",-0.9295
"June 30, 1997",-1.084
"March 31, 1997",-1.022
"Dec. 31, 1996",-0.9317
"Sept. 30, 1996",-1.178
"June 30, 1996",-1.360
"March 31, 1996",-1.277
"Dec. 31, 1995",-0.9905
"Sept. 30, 1995",-1.047
"June 30, 1995",-1.015
"March 31, 1995",-1.008
"Dec. 31, 1994",-0.7959
"Sept. 30, 1994",-0.8992
