date,assets
"Dec. 31, 2019",1.783B
"Sept. 30, 2019",1.714B
"June 30, 2019",1.681B
"March 31, 2019",1.683B
"Dec. 31, 2018",1.694B
"Sept. 30, 2018",1.506B
"June 30, 2018",1.463B
"March 31, 2018",1.427B
"Dec. 31, 2017",1.415B
"Sept. 30, 2017",1.347B
"June 30, 2017",1.257B
"March 31, 2017",1.238B
"Dec. 31, 2016",1.229B
"Sept. 30, 2016",1.141B
"June 30, 2016",1.097B
"March 31, 2016",1.082B
"Dec. 31, 2015",1.067B
"Sept. 30, 2015",1.008B
"June 30, 2015",970.64M
"March 31, 2015",913.71M
"Dec. 31, 2014",904.47M
"Sept. 30, 2014",847.55M
"June 30, 2014",821.08M
"March 31, 2014",842.56M
"Dec. 31, 2013",837.52M
"Sept. 30, 2013",797.56M
"June 30, 2013",779.66M
"March 31, 2013",738.46M
"Dec. 31, 2012",733.75M
"Sept. 30, 2012",699.95M
"June 30, 2012",679.70M
"March 31, 2012",693.13M
"Dec. 31, 2011",709.07M
"Sept. 30, 2011",657.52M
"June 30, 2011",660.49M
"March 31, 2011",656.30M
"Dec. 31, 2010",670.99M
"Sept. 30, 2010",612.28M
"June 30, 2010",589.34M
"March 31, 2010",596.94M
"Dec. 31, 2009",615.81M
"Sept. 30, 2009",360.23M
"June 30, 2009",350.29M
"March 31, 2009",360.17M
"Dec. 31, 2008",385.80M
"Sept. 30, 2008",400.27M
"June 30, 2008",400.91M
"March 31, 2008",367.99M
"Dec. 31, 2007",381.56M
"Sept. 30, 2007",352.53M
"June 30, 2007",325.36M
"March 31, 2007",323.42M
"Dec. 31, 2006",324.99M
"Sept. 30, 2006",301.96M
"June 30, 2006",278.46M
"March 31, 2006",275.42M
"Dec. 31, 2005",295.98M
"Sept. 30, 2005",255.28M
"June 30, 2005",234.74M
"March 31, 2005",239.82M
"Dec. 31, 2004",241.94M
"Sept. 30, 2004",227.72M
"June 30, 2004",218.37M
"March 31, 2004",223.96M
"Dec. 31, 2003",222.06M
"Sept. 30, 2003",215.37M
"June 30, 2003",212.67M
"March 31, 2003",222.18M
"Dec. 31, 2002",223.72M
"Sept. 30, 2002",197.09M
"June 30, 2002",194.70M
"March 31, 2002",199.41M
"Dec. 31, 2001",210.34M
"Sept. 30, 2001",202.69M
"June 30, 2001",192.46M
"March 31, 2001",197.16M
"Dec. 31, 2000",210.70M
"Sept. 30, 2000",182.30M
"June 30, 2000",169.00M
"March 31, 2000",164.19M
"Dec. 31, 1999",167.00M
"Sept. 30, 1999",156.60M
"June 30, 1999",146.80M
"March 31, 1999",145.10M
"Dec. 31, 1998",145.20M
"Sept. 30, 1998",139.10M
"June 30, 1998",137.60M
"March 31, 1998",133.60M
"Dec. 31, 1997",145.70M
"Sept. 30, 1997",131.80M
"June 30, 1997",127.00M
"March 31, 1997",130.60M
"Dec. 31, 1996",136.00M
"Sept. 30, 1996",117.80M
"June 30, 1996",114.40M
"March 31, 1996",118.80M
"Dec. 31, 1995",118.80M
"Sept. 30, 1995",110.10M
"June 30, 1995",107.90M
"March 31, 1995",106.20M
"Dec. 31, 1994",108.30M
"Sept. 30, 1994",102.80M
"June 30, 1994",95.30M
"March 31, 1994",97.10M
