date,forward_ps_ratio_1y
"March 19, 2020",2.249
"March 18, 2020",2.255
"March 17, 2020",2.385
"March 16, 2020",2.036
"March 13, 2020",2.359
"March 12, 2020",2.162
"March 11, 2020",2.342
"March 10, 2020",2.360
"March 9, 2020",2.313
"March 6, 2020",2.404
"March 5, 2020",2.373
"March 4, 2020",2.399
"March 3, 2020",2.312
"March 2, 2020",2.289
"Feb. 28, 2020",2.143
"Feb. 27, 2020",2.255
"Feb. 26, 2020",2.380
"Feb. 25, 2020",2.372
"Feb. 24, 2020",2.413
"Feb. 21, 2020",2.462
"Feb. 20, 2020",2.466
"Feb. 19, 2020",2.456
"Feb. 18, 2020",2.493
"Feb. 14, 2020",2.490
"Feb. 13, 2020",2.516
"Feb. 12, 2020",2.457
"Feb. 11, 2020",2.447
"Feb. 10, 2020",2.460
"Feb. 7, 2020",2.452
"Feb. 6, 2020",2.452
"Feb. 5, 2020",2.458
"Feb. 4, 2020",2.457
"Feb. 3, 2020",2.452
"Jan. 31, 2020",2.411
"Jan. 30, 2020",2.431
"Jan. 29, 2020",2.405
"Jan. 28, 2020",2.402
"Jan. 27, 2020",2.404
"Jan. 24, 2020",2.397
"Jan. 23, 2020",2.382
"Jan. 22, 2020",2.370
"Jan. 21, 2020",2.363
"Jan. 17, 2020",2.385
"Jan. 16, 2020",2.394
"Jan. 15, 2020",2.36
"Jan. 14, 2020",2.332
"Jan. 13, 2020",2.326
"Jan. 10, 2020",2.299
"Jan. 9, 2020",2.292
"Jan. 8, 2020",2.287
"Jan. 7, 2020",2.320
"Jan. 6, 2020",2.340
"Jan. 3, 2020",2.367
"Jan. 2, 2020",2.368
"Dec. 31, 2019",2.401
"Dec. 30, 2019",2.394
"Dec. 27, 2019",2.392
"Dec. 26, 2019",2.393
"Dec. 24, 2019",2.414
"Dec. 23, 2019",2.426
"Dec. 20, 2019",2.453
"Dec. 19, 2019",2.434
"Dec. 18, 2019",2.442
"Dec. 17, 2019",2.409
"Dec. 16, 2019",2.387
"Dec. 13, 2019",2.366
"Dec. 12, 2019",2.378
"Dec. 11, 2019",2.405
"Dec. 10, 2019",2.383
"Dec. 9, 2019",2.326
"Dec. 6, 2019",2.341
"Dec. 5, 2019",2.340
"Dec. 4, 2019",2.330
"Dec. 3, 2019",2.301
"Dec. 2, 2019",2.291
"Nov. 29, 2019",2.293
"Nov. 27, 2019",2.315
"Nov. 26, 2019",2.288
"Nov. 25, 2019",2.293
"Nov. 22, 2019",2.275
"Nov. 21, 2019",2.248
"Nov. 20, 2019",2.264
"Nov. 19, 2019",2.273
"Nov. 18, 2019",2.256
"Nov. 15, 2019",2.252
"Nov. 14, 2019",2.257
"Nov. 13, 2019",2.242
"Nov. 12, 2019",2.209
"Nov. 11, 2019",2.191
"Nov. 8, 2019",2.214
"Nov. 7, 2019",2.243
"Nov. 6, 2019",2.285
"Nov. 5, 2019",2.268
"Nov. 4, 2019",2.293
"Nov. 1, 2019",2.378
"Oct. 31, 2019",2.385
"Oct. 30, 2019",2.392
"Oct. 29, 2019",2.353
"Oct. 28, 2019",2.352
"Oct. 25, 2019",2.376
"Oct. 24, 2019",2.379
"Oct. 23, 2019",2.347
"Oct. 22, 2019",2.347
"Oct. 21, 2019",2.353
"Oct. 18, 2019",2.347
"Oct. 17, 2019",2.352
"Oct. 16, 2019",2.315
"Oct. 15, 2019",2.314
"Oct. 14, 2019",2.346
"Oct. 11, 2019",2.363
"Oct. 10, 2019",2.353
"Oct. 9, 2019",2.365
"Oct. 8, 2019",2.350
"Oct. 7, 2019",2.385
"Oct. 4, 2019",2.386
"Oct. 3, 2019",2.37
"Oct. 2, 2019",2.366
"Oct. 1, 2019",2.384
"Sept. 30, 2019",2.398
"Sept. 27, 2019",2.402
"Sept. 26, 2019",2.393
"Sept. 25, 2019",2.411
"Sept. 24, 2019",2.366
"Sept. 23, 2019",2.352
"Sept. 20, 2019",2.367
"Sept. 19, 2019",2.374
"Sept. 18, 2019",2.362
"Sept. 17, 2019",2.359
"Sept. 16, 2019",2.355
"Sept. 13, 2019",2.351
"Sept. 12, 2019",2.355
"Sept. 11, 2019",2.367
"Sept. 10, 2019",2.330
"Sept. 9, 2019",2.341
"Sept. 6, 2019",2.37
"Sept. 5, 2019",2.403
"Sept. 4, 2019",2.402
"Sept. 3, 2019",2.389
"Aug. 30, 2019",2.379
"Aug. 29, 2019",2.372
"Aug. 28, 2019",2.345
"Aug. 27, 2019",2.340
"Aug. 26, 2019",2.368
"Aug. 23, 2019",2.334
"Aug. 22, 2019",2.380
"Aug. 21, 2019",2.380
"Aug. 20, 2019",2.372
"Aug. 19, 2019",2.391
"Aug. 16, 2019",2.395
"Aug. 15, 2019",2.345
"Aug. 14, 2019",2.314
"Aug. 13, 2019",2.332
"Aug. 12, 2019",2.322
"Aug. 9, 2019",2.300
"Aug. 8, 2019",2.337
"Aug. 7, 2019",2.292
"Aug. 6, 2019",2.292
"Aug. 5, 2019",2.284
"Aug. 2, 2019",2.363
"Aug. 1, 2019",2.366
"July 31, 2019",2.351
"July 30, 2019",2.370
"July 29, 2019",2.345
"July 26, 2019",2.335
"July 25, 2019",2.282
"July 24, 2019",2.307
"July 23, 2019",2.297
"July 22, 2019",2.274
"July 19, 2019",2.291
"July 18, 2019",2.320
"July 17, 2019",2.324
"July 16, 2019",2.308
"July 15, 2019",2.332
"July 12, 2019",2.338
"July 11, 2019",2.358
"July 10, 2019",2.370
"July 9, 2019",2.408
"July 8, 2019",2.393
"July 5, 2019",2.386
"July 3, 2019",2.385
"July 2, 2019",2.378
"July 1, 2019",2.340
"June 30, 2019",
"June 28, 2019",2.389
"June 27, 2019",2.336
"June 26, 2019",2.309
"June 25, 2019",2.381
"June 24, 2019",2.377
"June 21, 2019",2.376
"June 20, 2019",2.401
"June 19, 2019",2.382
"June 18, 2019",2.337
"June 17, 2019",2.354
"June 14, 2019",2.355
"June 13, 2019",2.357
"June 12, 2019",2.381
"June 11, 2019",2.309
"June 10, 2019",2.329
"June 7, 2019",2.358
"June 6, 2019",2.354
"June 5, 2019",2.365
"June 4, 2019",2.333
"June 3, 2019",2.331
"May 31, 2019",2.283
"May 30, 2019",2.250
"May 29, 2019",2.275
"May 28, 2019",2.332
"May 24, 2019",2.364
"May 23, 2019",2.37
"May 22, 2019",2.363
"May 21, 2019",2.347
"May 20, 2019",2.335
"May 17, 2019",2.362
"May 16, 2019",2.369
"May 15, 2019",2.348
"May 14, 2019",2.36
"May 13, 2019",2.395
"May 10, 2019",2.363
"May 9, 2019",2.316
"May 8, 2019",2.342
"May 7, 2019",2.319
"May 6, 2019",2.379
"May 3, 2019",2.369
"May 2, 2019",2.299
"May 1, 2019",2.313
"April 30, 2019",2.330
"April 29, 2019",2.314
"April 26, 2019",2.318
"April 25, 2019",2.325
"April 24, 2019",2.324
"April 23, 2019",2.291
"April 22, 2019",2.272
"April 18, 2019",2.273
"April 17, 2019",2.268
"April 16, 2019",2.301
"April 15, 2019",2.331
"April 12, 2019",2.324
"April 11, 2019",2.318
"April 10, 2019",2.311
"April 9, 2019",2.289
"April 8, 2019",2.286
"April 5, 2019",2.328
"April 4, 2019",2.273
"April 3, 2019",2.285
"April 2, 2019",2.245
"April 1, 2019",2.272
"March 31, 2019",
"March 29, 2019",2.294
"March 28, 2019",2.292
"March 27, 2019",2.33
"March 26, 2019",2.334
"March 25, 2019",2.326
"March 22, 2019",2.318
"March 21, 2019",2.344
"March 20, 2019",2.309
"March 19, 2019",2.303
"March 18, 2019",2.335
"March 15, 2019",2.322
"March 14, 2019",2.336
"March 13, 2019",2.350
"March 12, 2019",2.359
"March 11, 2019",2.356
"March 8, 2019",2.314
"March 7, 2019",2.289
"March 6, 2019",2.282
"March 5, 2019",2.314
"March 4, 2019",2.327
"March 1, 2019",2.281
"Feb. 28, 2019",2.261
"Feb. 27, 2019",2.269
"Feb. 26, 2019",2.278
"Feb. 25, 2019",2.290
"Feb. 22, 2019",2.313
"Feb. 21, 2019",2.292
"Feb. 20, 2019",2.285
"Feb. 19, 2019",2.289
"Feb. 15, 2019",2.244
"Feb. 14, 2019",2.208
"Feb. 13, 2019",2.214
"Feb. 12, 2019",2.221
"Feb. 11, 2019",2.211
"Feb. 8, 2019",2.213
"Feb. 7, 2019",2.183
"Feb. 6, 2019",2.202
"Feb. 5, 2019",2.226
"Feb. 4, 2019",2.226
"Feb. 1, 2019",2.224
"Jan. 31, 2019",2.275
"Jan. 30, 2019",2.254
"Jan. 29, 2019",2.248
"Jan. 28, 2019",2.220
"Jan. 25, 2019",2.241
"Jan. 24, 2019",2.239
"Jan. 23, 2019",2.205
"Jan. 22, 2019",2.222
"Jan. 18, 2019",2.182
"Jan. 17, 2019",2.157
"Jan. 16, 2019",2.120
"Jan. 15, 2019",2.089
"Jan. 14, 2019",2.048
"Jan. 11, 2019",2.094
"Jan. 10, 2019",2.105
"Jan. 9, 2019",2.074
"Jan. 8, 2019",2.097
"Jan. 7, 2019",2.051
"Jan. 4, 2019",2.065
"Jan. 3, 2019",2.011
"Jan. 2, 2019",1.999
"Dec. 31, 2018",2.042
