date,revenues_per_share
"Dec. 31, 2019",8.017
"Sept. 30, 2019",5.629
"June 30, 2019",7.960
"March 31, 2019",13.85
"Dec. 31, 2018",8.168
"Sept. 30, 2018",5.685
"June 30, 2018",8.324
"March 31, 2018",14.59
"Dec. 31, 2017",0.7602
"Sept. 30, 2017",7.745
"June 30, 2017",7.635
"March 31, 2017",11.32
"Dec. 31, 2016",8.675
"Sept. 30, 2016",7.030
"June 30, 2016",6.666
"March 31, 2016",9.542
"Dec. 31, 2015",6.824
"Sept. 30, 2015",6.005
"June 30, 2015",6.065
"March 31, 2015",11.60
"Dec. 31, 2014",8.214
"Sept. 30, 2014",6.268
"June 30, 2014",6.880
"March 31, 2014",12.82
"Dec. 31, 2013",8.441
"Sept. 30, 2013",5.947
"June 30, 2013",6.474
"March 31, 2013",9.693
"Dec. 31, 2012",7.554
"Sept. 30, 2012",5.386
"June 30, 2012",5.777
"March 31, 2012",8.339
"Dec. 31, 2011",7.176
"Sept. 30, 2011",5.564
"June 30, 2011",5.998
"March 31, 2011",10.14
"Dec. 31, 2010",8.164
"Sept. 30, 2010",5.367
"June 30, 2010",5.585
"March 31, 2010",10.73
"Dec. 31, 2009",6.934
"Sept. 30, 2009",3.074
"June 30, 2009",3.963
"March 31, 2009",10.03
"Dec. 31, 2008",6.953
"Sept. 30, 2008",4.860
"June 30, 2008",6.653
"March 31, 2008",9.678
"Dec. 31, 2007",6.863
"Sept. 30, 2007",4.088
"June 30, 2007",5.110
"March 31, 2007",9.142
"Dec. 31, 2006",6.049
"Sept. 30, 2006",3.922
"June 30, 2006",4.953
"March 31, 2006",10.03
"Dec. 31, 2005",8.360
"Sept. 30, 2005",4.005
"June 30, 2005",4.951
"March 31, 2005",8.743
"Dec. 31, 2004",6.251
"Sept. 30, 2004",2.974
"June 30, 2004",3.988
"March 31, 2004",7.258
"Dec. 31, 2003",5.407
"Sept. 30, 2003",2.727
"June 30, 2003",3.735
"March 31, 2003",7.325
"Dec. 31, 2002",4.485
"Sept. 30, 2002",2.666
"June 30, 2002",6.700
"March 31, 2002",5.746
"Dec. 31, 2001",3.548
"Sept. 30, 2001",3.067
"June 30, 2001",8.525
"March 31, 2001",16.32
"Dec. 31, 2000",-9.018
"Sept. 30, 2000",7.587
"June 30, 2000",8.283
"March 31, 2000",12.09
"Dec. 31, 1999",8.948
"Sept. 30, 1999",7.062
"June 30, 1999",5.855
"March 31, 1999",7.111
"Dec. 31, 1998",5.666
"Sept. 30, 1998",4.641
"June 30, 1998",4.844
"March 31, 1998",7.726
"Dec. 31, 1997",7.684
"Sept. 30, 1997",5.56
"June 30, 1997",6.414
"March 31, 1997",6.155
"Dec. 31, 1996",16.81
"Sept. 30, 1996",3.173
"June 30, 1996",3.696
"March 31, 1996",7.078
"Dec. 31, 1995",3.994
"Sept. 30, 1995",3.571
"June 30, 1995",3.868
"March 31, 1995",5.289
"Dec. 31, 1994",4.203
"Sept. 30, 1994",2.924
"June 30, 1994",3.98
"March 31, 1994",6.357
"Dec. 31, 1993",4.374
"Sept. 30, 1993",2.515
"June 30, 1993",3.076
"March 31, 1993",5.333
"Dec. 31, 1992",4.188
"Sept. 30, 1992",2.262
"June 30, 1992",4.08
"March 31, 1992",4.815
"Dec. 31, 1991",3.046
"Sept. 30, 1991",2.38
"June 30, 1991",2.704
"March 31, 1991",4.686
"Dec. 31, 1990",4.449
"Sept. 30, 1990",2.94
"June 30, 1990",3.126
"March 31, 1990",5.877
"Dec. 31, 1989",4.896
"Sept. 30, 1989",2.70
"June 30, 1989",3.76
"March 31, 1989",5.735
"Dec. 31, 1988",4.348
"Sept. 30, 1988",4.324
"June 30, 1988",4.903
"March 31, 1988",8.013
"Dec. 31, 1987",4.051
"Sept. 30, 1987",3.014
"June 30, 1987",3.633
"March 31, 1987",4.985
"Dec. 31, 1986",3.324
"Sept. 30, 1986",2.088
"June 30, 1986",3.216
"March 31, 1986",5.396
"Dec. 31, 1985",3.503
"Sept. 30, 1985",2.544
"June 30, 1985",2.318
"March 31, 1985",4.608
"Dec. 31, 1984",5.457
"Sept. 30, 1984",5.530
"June 30, 1984",4.257
"March 31, 1984",4.303
