date,ca_score
"Dec. 31, 2019",-0.8986
"Sept. 30, 2019",-0.8654
"June 30, 2019",-0.83
"March 31, 2019",-0.8006
"Dec. 31, 2018",-0.7731
"Sept. 30, 2018",-0.7542
"June 30, 2018",-0.6982
"March 31, 2018",-0.6644
"Dec. 31, 2017",-0.6797
"Sept. 30, 2017",-0.5972
"June 30, 2017",-0.5941
"March 31, 2017",-0.5952
"Dec. 31, 2016",-0.619
"Sept. 30, 2016",-0.6447
"June 30, 2016",-0.6551
"March 31, 2016",-0.6508
"Dec. 31, 2015",-0.6279
"Sept. 30, 2015",-0.5678
"June 30, 2015",-0.5507
"March 31, 2015",-0.5543
"Dec. 31, 2014",-0.5811
"Sept. 30, 2014",-0.5629
"June 30, 2014",-0.5532
"March 31, 2014",-0.5529
"Dec. 31, 2013",-0.5852
"Sept. 30, 2013",-0.545
"June 30, 2013",-0.5108
"March 31, 2013",-0.4798
"Dec. 31, 2012",-0.5492
"Sept. 30, 2012",-0.5478
"June 30, 2012",-0.5454
"March 31, 2012",-0.5653
"Dec. 31, 2011",-0.5348
"Sept. 30, 2011",-0.4972
"June 30, 2011",-0.4838
"March 31, 2011",-0.4668
"Dec. 31, 2010",-0.4682
"Sept. 30, 2010",-0.4019
"June 30, 2010",-0.3811
"March 31, 2010",-0.4102
"Dec. 31, 2009",-0.5378
"Sept. 30, 2009",-0.5596
"June 30, 2009",-0.6093
"March 31, 2009",-0.5944
"Dec. 31, 2008",-0.6705
"Sept. 30, 2008",-0.652
"June 30, 2008",-0.588
"March 31, 2008",-0.5372
"Dec. 31, 2007",-0.5197
"Sept. 30, 2007",-0.5187
"June 30, 2007",-0.5082
"March 31, 2007",-0.5377
"Dec. 31, 2006",-0.6525
"Sept. 30, 2006",-0.6253
"June 30, 2006",-0.5431
"March 31, 2006",-0.5217
"Dec. 31, 2005",-0.5273
"Sept. 30, 2005",2.473
"June 30, 2005",2.616
"March 31, 2005",2.630
"Dec. 31, 2004",2.632
"Sept. 30, 2004",-0.5077
"June 30, 2004",-0.4961
"March 31, 2004",-0.5174
"Dec. 31, 2003",-0.5307
"Sept. 30, 2003",-0.5359
"June 30, 2003",-0.5146
"March 31, 2003",-0.4802
"Dec. 31, 2002",-0.5807
"Sept. 30, 2002",-0.5907
"June 30, 2002",-0.5602
"March 31, 2002",-0.5268
"Dec. 31, 2001",-0.3841
"Sept. 30, 2001",-0.5133
"June 30, 2001",-0.3909
"March 31, 2001",-0.3628
"Dec. 31, 2000",-0.4012
"Sept. 30, 2000",0.0464
"June 30, 2000",0.1553
"March 31, 2000",0.19
"Dec. 31, 1999",0.0601
"Sept. 30, 1999",0.0584
"June 30, 1999",0.0534
"March 31, 1999",0.0245
"Dec. 31, 1998",-0.059
"Sept. 30, 1998",-0.0238
"June 30, 1998",0.0306
"March 31, 1998",0.0337
"Dec. 31, 1997",-0.0984
"Sept. 30, 1997",0.2561
"June 30, 1997",0.2587
"March 31, 1997",0.1998
"Dec. 31, 1996",0.3321
"Sept. 30, 1996",0.0042
"June 30, 1996",0.115
"March 31, 1996",0.1098
"Dec. 31, 1995",-0.1051
"Sept. 30, 1995",-0.1831
"June 30, 1995",-0.2316
"March 31, 1995",-0.2841
"Dec. 31, 1994",-0.2491
"Sept. 30, 1994",0.8271
