date,altman_z_score
"Dec. 31, 2019",1.333
"Sept. 30, 2019",1.344
"June 30, 2019",1.333
"March 31, 2019",1.315
"Dec. 31, 2018",1.198
"Sept. 30, 2018",1.343
"June 30, 2018",1.402
"March 31, 2018",1.365
"Dec. 31, 2017",1.379
"Sept. 30, 2017",1.550
"June 30, 2017",1.646
"March 31, 2017",1.562
"Dec. 31, 2016",1.497
"Sept. 30, 2016",1.541
"June 30, 2016",1.514
"March 31, 2016",1.496
"Dec. 31, 2015",1.434
"Sept. 30, 2015",1.525
"June 30, 2015",1.631
"March 31, 2015",1.695
"Dec. 31, 2014",1.650
"Sept. 30, 2014",1.630
"June 30, 2014",1.826
"March 31, 2014",1.612
"Dec. 31, 2013",1.471
"Sept. 30, 2013",1.439
"June 30, 2013",1.467
"March 31, 2013",1.569
"Dec. 31, 2012",1.441
"Sept. 30, 2012",1.538
"June 30, 2012",1.563
"March 31, 2012",1.489
"Dec. 31, 2011",1.505
"Sept. 30, 2011",1.613
"June 30, 2011",1.604
"March 31, 2011",1.577
"Dec. 31, 2010",1.479
"Sept. 30, 2010",1.528
"June 30, 2010",1.448
"March 31, 2010",1.311
"Dec. 31, 2009",1.100
"Sept. 30, 2009",1.718
"June 30, 2009",1.880
"March 31, 2009",1.886
"Dec. 31, 2008",1.667
"Sept. 30, 2008",1.529
"June 30, 2008",1.416
"March 31, 2008",1.600
"Dec. 31, 2007",1.512
"Sept. 30, 2007",1.671
"June 30, 2007",1.848
"March 31, 2007",1.781
"Dec. 31, 2006",1.673
"Sept. 30, 2006",1.633
"June 30, 2006",1.868
"March 31, 2006",1.929
"Dec. 31, 2005",1.682
"Sept. 30, 2005",4.044
"June 30, 2005",4.351
"March 31, 2005",4.170
"Dec. 31, 2004",3.996
"Sept. 30, 2004",1.872
"June 30, 2004",1.930
"March 31, 2004",1.951
"Dec. 31, 2003",1.922
"Sept. 30, 2003",1.847
"June 30, 2003",1.867
"March 31, 2003",1.763
"Dec. 31, 2002",1.547
"Sept. 30, 2002",1.730
"June 30, 2002",1.637
"March 31, 2002",1.692
"Dec. 31, 2001",2.002
"Sept. 30, 2001",1.618
"June 30, 2001",1.957
"March 31, 2001",1.878
"Dec. 31, 2000",1.536
"Sept. 30, 2000",2.493
"June 30, 2000",2.758
"March 31, 2000",2.746
"Dec. 31, 1999",2.372
"Sept. 30, 1999",2.333
"June 30, 1999",2.489
"March 31, 1999",2.419
"Dec. 31, 1998",2.411
"Sept. 30, 1998",2.609
"June 30, 1998",2.788
"March 31, 1998",2.822
"Dec. 31, 1997",2.454
"Sept. 30, 1997",3.286
"June 30, 1997",3.266
"March 31, 1997",3.034
"Dec. 31, 1996",2.885
"Sept. 30, 1996",2.356
"June 30, 1996",2.520
"March 31, 1996",2.432
"Dec. 31, 1995",2.023
"Sept. 30, 1995",1.968
"June 30, 1995",1.902
"March 31, 1995",1.890
"Dec. 31, 1994",1.815
"Sept. 30, 1994",2.666
"June 30, 1994",3.366
"March 31, 1994",3.893
