date,current_ratio
"Dec. 31, 2019",0.3185
"Sept. 30, 2019",0.2574
"June 30, 2019",0.2425
"March 31, 2019",0.3021
"Dec. 31, 2018",0.3626
"Sept. 30, 2018",0.3019
"June 30, 2018",0.2987
"March 31, 2018",0.3682
"Dec. 31, 2017",0.4324
"Sept. 30, 2017",0.4392
"June 30, 2017",0.3765
"March 31, 2017",0.3704
"Dec. 31, 2016",0.4225
"Sept. 30, 2016",0.3883
"June 30, 2016",0.3061
"March 31, 2016",0.3657
"Dec. 31, 2015",0.3995
"Sept. 30, 2015",0.3702
"June 30, 2015",0.3934
"March 31, 2015",0.608
"Dec. 31, 2014",0.63
"Sept. 30, 2014",0.5225
"June 30, 2014",0.5743
"March 31, 2014",0.5626
"Dec. 31, 2013",0.5696
"Sept. 30, 2013",0.5024
"June 30, 2013",0.5264
"March 31, 2013",0.6111
"Dec. 31, 2012",0.6203
"Sept. 30, 2012",0.6622
"June 30, 2012",0.7011
"March 31, 2012",0.7958
"Dec. 31, 2011",0.8112
"Sept. 30, 2011",0.8259
"June 30, 2011",0.8786
"March 31, 2011",0.7391
"Dec. 31, 2010",0.6946
"Sept. 30, 2010",0.6629
"June 30, 2010",0.6543
"March 31, 2010",0.6958
"Dec. 31, 2009",0.6758
"Sept. 30, 2009",0.8359
"June 30, 2009",0.9322
"March 31, 2009",0.9819
"Dec. 31, 2008",0.9093
"Sept. 30, 2008",0.7571
"June 30, 2008",0.7835
"March 31, 2008",0.7889
"Dec. 31, 2007",0.7901
"Sept. 30, 2007",0.8051
"June 30, 2007",0.7964
"March 31, 2007",0.8505
"Dec. 31, 2006",0.8565
"Sept. 30, 2006",0.6647
"June 30, 2006",0.7466
"March 31, 2006",0.8292
"Dec. 31, 2005",0.8661
"Sept. 30, 2005",0.9545
"June 30, 2005",1.103
"March 31, 2005",1.285
"Dec. 31, 2004",1.167
"Sept. 30, 2004",1.231
"June 30, 2004",1.384
"March 31, 2004",1.354
"Dec. 31, 2003",1.209
"Sept. 30, 2003",1.296
"June 30, 2003",1.287
"March 31, 2003",1.149
"Dec. 31, 2002",0.985
"Sept. 30, 2002",0.9837
"June 30, 2002",0.5125
"March 31, 2002",0.5435
"Dec. 31, 2001",0.5916
"Sept. 30, 2001",0.6902
"June 30, 2001",0.7477
"March 31, 2001",0.8438
"Dec. 31, 2000",0.8657
"Sept. 30, 2000",0.6755
"June 30, 2000",0.6904
"March 31, 2000",0.7142
"Dec. 31, 1999",0.7028
"Sept. 30, 1999",0.7348
"June 30, 1999",0.8441
"March 31, 1999",0.9662
"Dec. 31, 1998",0.9017
"Sept. 30, 1998",0.8936
"June 30, 1998",1.114
"March 31, 1998",1.021
"Dec. 31, 1997",1.022
"Sept. 30, 1997",0.5937
"June 30, 1997",0.6353
"March 31, 1997",0.7092
"Dec. 31, 1996",0.766
"Sept. 30, 1996",0.8656
"June 30, 1996",1.014
"March 31, 1996",1.074
"Dec. 31, 1995",0.9292
"Sept. 30, 1995",0.8011
"June 30, 1995",0.7967
"March 31, 1995",0.9068
"Dec. 31, 1994",0.8381
"Sept. 30, 1994",0.8614
"June 30, 1994",0.8639
"March 31, 1994",1.020
