date,ncavps
"Dec. 31, 2019",-66.25
"Sept. 30, 2019",-64.29
"June 30, 2019",-61.72
"March 31, 2019",-60.10
"Dec. 31, 2018",-60.06
"Sept. 30, 2018",-53.01
"June 30, 2018",-51.22
"March 31, 2018",-47.93
"Dec. 31, 2017",-45.89
"Sept. 30, 2017",-44.90
"June 30, 2017",-42.39
"March 31, 2017",-40.33
"Dec. 31, 2016",-39.38
"Sept. 30, 2016",-36.82
"June 30, 2016",-41.16
"March 31, 2016",-39.68
"Dec. 31, 2015",-39.13
"Sept. 30, 2015",-37.18
"June 30, 2015",-35.49
"March 31, 2015",-33.00
"Dec. 31, 2014",-33.02
"Sept. 30, 2014",-31.76
"June 30, 2014",-30.51
"March 31, 2014",-29.55
"Dec. 31, 2013",-29.90
"Sept. 30, 2013",-29.77
"June 30, 2013",-28.73
"March 31, 2013",-26.13
"Dec. 31, 2012",-26.16
"Sept. 30, 2012",-25.23
"June 30, 2012",-24.38
"March 31, 2012",-23.78
"Dec. 31, 2011",-23.73
"Sept. 30, 2011",-21.51
"June 30, 2011",-21.08
"March 31, 2011",-20.77
"Dec. 31, 2010",-21.52
"Sept. 30, 2010",-20.55
"June 30, 2010",-19.81
"March 31, 2010",-19.77
"Dec. 31, 2009",-20.67
"Sept. 30, 2009",-16.79
"June 30, 2009",-16.15
"March 31, 2009",-15.67
"Dec. 31, 2008",-16.34
"Sept. 30, 2008",-15.88
"June 30, 2008",-15.24
"March 31, 2008",-14.44
"Dec. 31, 2007",-14.74
"Sept. 30, 2007",-14.49
"June 30, 2007",-13.92
"March 31, 2007",-13.38
"Dec. 31, 2006",-13.59
"Sept. 30, 2006",-15.96
"June 30, 2006",-14.34
"March 31, 2006",-13.60
"Dec. 31, 2005",-13.88
"Sept. 30, 2005",-12.88
"June 30, 2005",-12.11
"March 31, 2005",-11.47
"Dec. 31, 2004",-12.00
"Sept. 30, 2004",-12.06
"June 30, 2004",-11.44
"March 31, 2004",-11.24
"Dec. 31, 2003",-11.93
"Sept. 30, 2003",-12.29
"June 30, 2003",-12.25
"March 31, 2003",-12.74
"Dec. 31, 2002",-13.54
"Sept. 30, 2002",-12.11
"June 30, 2002",-11.87
"March 31, 2002",-11.89
"Dec. 31, 2001",-12.63
"Sept. 30, 2001",-11.59
"June 30, 2001",-10.80
"March 31, 2001",-10.37
"Dec. 31, 2000",-10.74
"Sept. 30, 2000",-9.632
"June 30, 2000",-9.032
"March 31, 2000",-8.753
"Dec. 31, 1999",-9.228
"Sept. 30, 1999",-8.755
"June 30, 1999",-7.990
"March 31, 1999",-7.714
"Dec. 31, 1998",-8.140
"Sept. 30, 1998",-8.299
"June 30, 1998",-7.617
"March 31, 1998",-8.753
"Dec. 31, 1997",-8.911
"Sept. 30, 1997",-9.626
"June 30, 1997",-9.089
"March 31, 1997",-9.072
"Dec. 31, 1996",-10.70
"Sept. 30, 1996",-9.820
"June 30, 1996",-9.347
"March 31, 1996",-9.207
"Dec. 31, 1995",-9.941
"Sept. 30, 1995",-9.739
"June 30, 1995",-9.539
"March 31, 1995",-9.301
"Dec. 31, 1994",-9.739
"Sept. 30, 1994",-9.558
"June 30, 1994",-8.326
"March 31, 1994",-8.052
