date,sales_est_0q
"Feb. 13, 2020",6.983B
"Feb. 10, 2020",6.983B
"Feb. 5, 2020",7.010B
"Feb. 3, 2020",6.955B
"Feb. 2, 2020",6.962B
"Jan. 31, 2020",6.963B
"Jan. 30, 2020",6.984B
"Dec. 31, 2019",7.997B
"Dec. 4, 2019",7.988B
"Nov. 4, 2019",7.992B
"Oct. 28, 2019",7.984B
"Oct. 27, 2019",7.995B
"Oct. 25, 2019",7.992B
"Oct. 24, 2019",8.014B
"Oct. 18, 2019",7.974B
"Oct. 15, 2019",7.964B
"Oct. 9, 2019",7.962B
"Oct. 3, 2019",7.958B
"Sept. 30, 2019",7.276B
"Sept. 9, 2019",7.269B
"Sept. 4, 2019",7.269B
"Aug. 8, 2019",7.276B
"July 30, 2019",7.284B
"July 28, 2019",7.281B
"July 26, 2019",7.283B
"July 25, 2019",7.249B
"July 22, 2019",7.240B
"July 16, 2019",7.239B
"July 9, 2019",7.242B
"June 30, 2019",7.019B
"June 24, 2019",7.022B
"June 10, 2019",7.022B
"June 3, 2019",7.022B
"May 23, 2019",7.022B
"May 20, 2019",7.022B
"May 13, 2019",7.021B
"May 5, 2019",7.017B
"April 29, 2019",7.022B
"April 26, 2019",7.029B
"April 25, 2019",7.078B
"April 18, 2019",7.086B
"April 17, 2019",7.082B
"April 8, 2019",7.081B
"April 3, 2019",7.083B
"March 31, 2019",6.577B
"Feb. 20, 2019",6.561B
"Feb. 14, 2019",6.556B
"Feb. 3, 2019",6.558B
"Feb. 1, 2019",6.558B
"Jan. 18, 2019",6.773B
"Jan. 16, 2019",6.825B
"Jan. 9, 2019",6.825B
"Dec. 31, 2018",7.455B
"Nov. 14, 2018",7.444B
"Nov. 2, 2018",7.439B
"Oct. 29, 2018",7.438B
"Oct. 27, 2018",7.439B
"Oct. 26, 2018",7.436B
"Oct. 25, 2018",7.433B
"Oct. 16, 2018",7.373B
"Sept. 30, 2018",6.690B
"Sept. 24, 2018",6.682B
"Sept. 13, 2018",6.682B
"Sept. 9, 2018",6.682B
"Aug. 25, 2018",6.682B
"Aug. 23, 2018",6.677B
"Aug. 16, 2018",6.677B
"Aug. 7, 2018",6.677B
"Aug. 6, 2018",6.682B
"July 27, 2018",6.682B
"July 26, 2018",6.715B
"July 24, 2018",6.710B
"July 17, 2018",6.714B
"July 12, 2018",6.713B
"June 30, 2018",6.505B
"May 14, 2018",6.480B
"May 7, 2018",6.504B
"May 1, 2018",6.503B
"April 30, 2018",6.522B
"April 27, 2018",6.531B
"April 26, 2018",6.582B
"April 10, 2018",6.630B
"April 9, 2018",6.629B
"April 6, 2018",6.629B
"March 31, 2018",6.205B
"March 26, 2018",6.201B
"March 2, 2018",6.210B
"Feb. 1, 2018",6.211B
"Jan. 29, 2018",6.220B
"Jan. 26, 2018",6.230B
"Jan. 25, 2018",6.294B
"Jan. 23, 2018",6.306B
"Jan. 22, 2018",6.311B
"Jan. 19, 2018",6.288B
"Jan. 8, 2018",6.288B
"Jan. 3, 2018",6.261B
"Jan. 2, 2018",6.261B
