date,ev_ebit
"March 19, 2020",8.222
"March 18, 2020",7.639
"March 17, 2020",8.731
"March 16, 2020",8.773
"March 13, 2020",10.13
"March 12, 2020",9.744
"March 11, 2020",10.59
"March 10, 2020",11.69
"March 9, 2020",11.36
"March 6, 2020",12.35
"March 5, 2020",12.44
"March 4, 2020",13.57
"March 3, 2020",12.94
"March 2, 2020",12.98
"Feb. 28, 2020",12.72
"Feb. 27, 2020",13.03
"Feb. 26, 2020",13.50
"Feb. 25, 2020",13.71
"Feb. 24, 2020",14.55
"Feb. 21, 2020",14.96
"Feb. 20, 2020",14.85
"Feb. 19, 2020",14.98
"Feb. 18, 2020",15.08
"Feb. 14, 2020",15.30
"Feb. 13, 2020",15.27
"Feb. 12, 2020",15.47
"Feb. 11, 2020",15.44
"Feb. 10, 2020",15.52
"Feb. 7, 2020",15.52
"Feb. 6, 2020",15.38
"Feb. 5, 2020",15.26
"Feb. 4, 2020",15.10
"Feb. 3, 2020",14.74
"Jan. 31, 2020",14.88
"Jan. 30, 2020",15.22
"Jan. 29, 2020",15.30
"Jan. 28, 2020",15.32
"Jan. 27, 2020",15.38
"Jan. 24, 2020",15.57
"Jan. 23, 2020",15.50
"Jan. 22, 2020",15.44
"Jan. 21, 2020",15.42
"Jan. 17, 2020",15.57
"Jan. 16, 2020",15.64
"Jan. 15, 2020",15.44
"Jan. 14, 2020",15.31
"Jan. 13, 2020",15.29
"Jan. 10, 2020",15.25
"Jan. 9, 2020",15.39
"Jan. 8, 2020",15.31
"Jan. 7, 2020",15.25
"Jan. 6, 2020",15.32
"Jan. 3, 2020",15.34
"Jan. 2, 2020",15.11
"Dec. 31, 2019",14.80
"Dec. 30, 2019",15.74
"Dec. 27, 2019",15.80
"Dec. 26, 2019",15.80
"Dec. 24, 2019",15.69
"Dec. 23, 2019",15.72
"Dec. 20, 2019",15.55
"Dec. 19, 2019",15.46
"Dec. 18, 2019",15.33
"Dec. 17, 2019",15.58
"Dec. 16, 2019",15.68
"Dec. 13, 2019",15.55
"Dec. 12, 2019",15.61
"Dec. 11, 2019",15.58
"Dec. 10, 2019",15.49
"Dec. 9, 2019",15.49
"Dec. 6, 2019",15.54
"Dec. 5, 2019",15.38
"Dec. 4, 2019",15.38
"Dec. 3, 2019",15.30
"Dec. 2, 2019",15.32
"Nov. 29, 2019",15.55
"Nov. 27, 2019",15.63
"Nov. 26, 2019",15.53
"Nov. 25, 2019",15.47
"Nov. 22, 2019",15.48
"Nov. 21, 2019",15.44
"Nov. 20, 2019",15.53
"Nov. 19, 2019",15.60
"Nov. 18, 2019",15.68
"Nov. 15, 2019",15.65
"Nov. 14, 2019",15.50
"Nov. 13, 2019",15.41
"Nov. 12, 2019",15.51
"Nov. 11, 2019",15.45
"Nov. 8, 2019",15.44
"Nov. 7, 2019",15.38
"Nov. 6, 2019",15.41
"Nov. 5, 2019",15.25
"Nov. 4, 2019",15.34
"Nov. 1, 2019",15.46
"Oct. 31, 2019",15.19
"Oct. 30, 2019",15.34
"Oct. 29, 2019",15.15
"Oct. 28, 2019",15.15
"Oct. 25, 2019",15.19
"Oct. 24, 2019",15.12
"Oct. 23, 2019",14.59
"Oct. 22, 2019",14.67
"Oct. 21, 2019",14.50
"Oct. 18, 2019",14.31
"Oct. 17, 2019",14.28
"Oct. 16, 2019",14.35
"Oct. 15, 2019",14.28
"Oct. 14, 2019",14.28
"Oct. 11, 2019",14.24
"Oct. 10, 2019",14.23
"Oct. 9, 2019",14.06
"Oct. 8, 2019",13.79
"Oct. 7, 2019",13.91
"Oct. 4, 2019",13.94
"Oct. 3, 2019",13.89
"Oct. 2, 2019",13.72
"Oct. 1, 2019",13.78
"Sept. 30, 2019",14.06
"Sept. 27, 2019",15.80
"Sept. 26, 2019",15.98
"Sept. 25, 2019",15.95
"Sept. 24, 2019",15.81
"Sept. 23, 2019",15.89
"Sept. 20, 2019",15.75
"Sept. 19, 2019",16.09
"Sept. 18, 2019",16.17
"Sept. 17, 2019",16.22
"Sept. 16, 2019",16.45
"Sept. 13, 2019",16.04
"Sept. 12, 2019",15.95
"Sept. 11, 2019",15.61
"Sept. 10, 2019",15.60
"Sept. 9, 2019",15.33
"Sept. 6, 2019",15.41
"Sept. 5, 2019",15.01
"Sept. 4, 2019",14.87
"Sept. 3, 2019",14.77
"Aug. 30, 2019",15.02
"Aug. 29, 2019",14.82
"Aug. 28, 2019",14.57
"Aug. 27, 2019",14.49
"Aug. 26, 2019",14.74
"Aug. 23, 2019",14.65
"Aug. 22, 2019",15.15
"Aug. 21, 2019",15.00
"Aug. 20, 2019",15.03
"Aug. 19, 2019",14.55
"Aug. 16, 2019",14.47
"Aug. 15, 2019",14.50
"Aug. 14, 2019",14.49
"Aug. 13, 2019",14.89
"Aug. 12, 2019",14.88
"Aug. 9, 2019",15.14
"Aug. 8, 2019",15.24
"Aug. 7, 2019",14.96
"Aug. 6, 2019",14.98
"Aug. 5, 2019",14.62
"Aug. 2, 2019",14.55
"Aug. 1, 2019",14.58
"July 31, 2019",14.79
"July 30, 2019",15.07
"July 29, 2019",15.35
"July 26, 2019",15.36
"July 25, 2019",15.58
"July 24, 2019",14.93
"July 23, 2019",14.71
"July 22, 2019",14.65
"July 19, 2019",14.47
"July 18, 2019",14.28
"July 17, 2019",14.45
"July 16, 2019",14.59
"July 15, 2019",14.44
"July 12, 2019",14.52
"July 11, 2019",14.44
"July 10, 2019",14.35
"July 9, 2019",14.20
"July 8, 2019",14.11
"July 5, 2019",14.10
"July 3, 2019",14.08
"July 2, 2019",14.03
"July 1, 2019",13.90
"June 30, 2019",14.11
"June 28, 2019",14.72
"June 27, 2019",15.05
"June 26, 2019",15.10
"June 25, 2019",15.19
"June 24, 2019",15.53
"June 21, 2019",15.46
"June 20, 2019",15.38
"June 19, 2019",15.13
"June 18, 2019",15.21
"June 17, 2019",15.19
"June 14, 2019",14.99
"June 13, 2019",14.98
"June 12, 2019",14.97
"June 11, 2019",15.02
"June 10, 2019",15.78
"June 7, 2019",15.68
"June 6, 2019",15.50
"June 5, 2019",15.39
"June 4, 2019",15.20
"June 3, 2019",14.97
"May 31, 2019",14.83
"May 30, 2019",14.99
"May 29, 2019",15.08
"May 28, 2019",15.16
"May 24, 2019",15.27
"May 23, 2019",15.25
"May 22, 2019",15.32
"May 21, 2019",15.49
"May 20, 2019",15.33
"May 17, 2019",15.04
"May 16, 2019",15.23
"May 15, 2019",15.06
"May 14, 2019",15.10
"May 13, 2019",15.16
"May 10, 2019",15.29
"May 9, 2019",15.27
"May 8, 2019",15.19
"May 7, 2019",15.15
"May 6, 2019",15.32
"May 3, 2019",15.22
"May 2, 2019",15.04
"May 1, 2019",14.98
"April 30, 2019",15.08
"April 29, 2019",14.91
"April 26, 2019",15.07
"April 25, 2019",15.06
"April 24, 2019",15.71
"April 23, 2019",15.88
"April 22, 2019",15.48
"April 18, 2019",15.49
"April 17, 2019",15.35
"April 16, 2019",15.48
"April 15, 2019",15.51
"April 12, 2019",15.65
"April 11, 2019",15.41
"April 10, 2019",15.18
"April 9, 2019",15.22
"April 8, 2019",15.42
"April 5, 2019",15.26
"April 4, 2019",15.05
"April 3, 2019",15.08
"April 2, 2019",15.76
"April 1, 2019",15.66
"March 31, 2019",15.45
"March 29, 2019",15.86
"March 28, 2019",15.77
"March 27, 2019",15.67
"March 26, 2019",15.76
"March 25, 2019",15.74
"March 22, 2019",15.69
"March 21, 2019",15.85
"March 20, 2019",15.69
"March 19, 2019",15.70
"March 18, 2019",15.71
"March 15, 2019",15.51
"March 14, 2019",15.71
"March 13, 2019",15.82
"March 12, 2019",15.68
"March 11, 2019",15.87
"March 8, 2019",15.75
"March 7, 2019",15.70
"March 6, 2019",15.82
"March 5, 2019",15.91
"March 4, 2019",16.00
"March 1, 2019",16.21
"Feb. 28, 2019",16.24
"Feb. 27, 2019",16.14
"Feb. 26, 2019",16.13
"Feb. 25, 2019",16.22
"Feb. 22, 2019",16.25
"Feb. 21, 2019",16.14
"Feb. 20, 2019",16.30
"Feb. 19, 2019",16.08
"Feb. 15, 2019",16.08
"Feb. 14, 2019",15.78
