date,forward_ps_ratio_1y
"March 19, 2020",1.023
"March 18, 2020",0.9494
"March 17, 2020",1.087
"March 16, 2020",1.092
"March 13, 2020",1.263
"March 12, 2020",1.215
"March 11, 2020",1.322
"March 10, 2020",1.460
"March 9, 2020",1.419
"March 6, 2020",1.544
"March 5, 2020",1.556
"March 4, 2020",1.698
"March 3, 2020",1.618
"March 2, 2020",1.623
"Feb. 28, 2020",1.590
"Feb. 27, 2020",1.629
"Feb. 26, 2020",1.689
"Feb. 25, 2020",1.715
"Feb. 24, 2020",1.822
"Feb. 21, 2020",1.873
"Feb. 20, 2020",1.858
"Feb. 19, 2020",1.876
"Feb. 18, 2020",1.888
"Feb. 14, 2020",1.915
"Feb. 13, 2020",1.912
"Feb. 12, 2020",1.937
"Feb. 11, 2020",1.933
"Feb. 10, 2020",1.944
"Feb. 7, 2020",1.944
"Feb. 6, 2020",1.926
"Feb. 5, 2020",1.910
"Feb. 4, 2020",1.89
"Feb. 3, 2020",1.845
"Jan. 31, 2020",1.862
"Jan. 30, 2020",1.906
"Jan. 29, 2020",1.916
"Jan. 28, 2020",1.919
"Jan. 27, 2020",1.926
"Jan. 24, 2020",1.949
"Jan. 23, 2020",1.941
"Jan. 22, 2020",1.934
"Jan. 21, 2020",1.930
"Jan. 17, 2020",1.950
"Jan. 16, 2020",1.958
"Jan. 15, 2020",1.934
"Jan. 14, 2020",1.917
"Jan. 13, 2020",1.915
"Jan. 10, 2020",1.909
"Jan. 9, 2020",1.927
"Jan. 8, 2020",1.917
"Jan. 7, 2020",1.910
"Jan. 6, 2020",1.918
"Jan. 3, 2020",1.920
"Jan. 2, 2020",1.892
"Dec. 31, 2019",1.852
"Dec. 30, 2019",1.968
"Dec. 27, 2019",1.975
"Dec. 26, 2019",1.976
"Dec. 24, 2019",1.961
"Dec. 23, 2019",1.965
"Dec. 20, 2019",1.943
"Dec. 19, 2019",1.932
"Dec. 18, 2019",1.914
"Dec. 17, 2019",1.947
"Dec. 16, 2019",1.960
"Dec. 13, 2019",1.943
"Dec. 12, 2019",1.950
"Dec. 11, 2019",1.947
"Dec. 10, 2019",1.936
"Dec. 9, 2019",1.936
"Dec. 6, 2019",1.942
"Dec. 5, 2019",1.921
"Dec. 4, 2019",1.921
"Dec. 3, 2019",1.911
"Dec. 2, 2019",1.914
"Nov. 29, 2019",1.944
"Nov. 27, 2019",1.954
"Nov. 26, 2019",1.941
"Nov. 25, 2019",1.933
"Nov. 22, 2019",1.934
"Nov. 21, 2019",1.929
"Nov. 20, 2019",1.940
"Nov. 19, 2019",1.950
"Nov. 18, 2019",1.960
"Nov. 15, 2019",1.957
"Nov. 14, 2019",1.937
"Nov. 13, 2019",1.925
"Nov. 12, 2019",1.939
"Nov. 11, 2019",1.931
"Nov. 8, 2019",1.929
"Nov. 7, 2019",1.922
"Nov. 6, 2019",1.925
"Nov. 5, 2019",1.905
"Nov. 4, 2019",1.916
"Nov. 1, 2019",1.932
"Oct. 31, 2019",1.897
"Oct. 30, 2019",1.916
"Oct. 29, 2019",1.892
"Oct. 28, 2019",1.892
"Oct. 25, 2019",1.896
"Oct. 24, 2019",1.888
"Oct. 23, 2019",1.820
"Oct. 22, 2019",1.830
"Oct. 21, 2019",1.808
"Oct. 18, 2019",1.782
"Oct. 17, 2019",1.779
"Oct. 16, 2019",1.788
"Oct. 15, 2019",1.780
"Oct. 14, 2019",1.779
"Oct. 11, 2019",1.773
"Oct. 10, 2019",1.772
"Oct. 9, 2019",1.750
"Oct. 8, 2019",1.715
"Oct. 7, 2019",1.731
"Oct. 4, 2019",1.735
