date,days_payables_outstanding
"Dec. 31, 2019",26.14
"Sept. 30, 2019",24.12
"June 30, 2019",23.69
"March 31, 2019",30.33
"Dec. 31, 2018",28.64
"Sept. 30, 2018",25.55
"June 30, 2018",24.73
"March 31, 2018",27.65
"Dec. 31, 2017",26.76
"Sept. 30, 2017",26.15
"June 30, 2017",25.94
"March 31, 2017",29.34
"Dec. 31, 2016",31.98
"Sept. 30, 2016",28.89
"June 30, 2016",28.12
"March 31, 2016",27.79
"Dec. 31, 2015",25.70
"Sept. 30, 2015",25.35
"June 30, 2015",23.24
"March 31, 2015",27.79
"Dec. 31, 2014",23.14
"Sept. 30, 2014",23.26
"June 30, 2014",22.89
"March 31, 2014",24.74
"Dec. 31, 2013",23.03
"Sept. 30, 2013",23.47
"June 30, 2013",22.84
"March 31, 2013",25.12
"Dec. 31, 2012",23.20
"Sept. 30, 2012",22.88
"June 30, 2012",23.06
"March 31, 2012",26.17
"Dec. 31, 2011",26.43
"Sept. 30, 2011",25.43
"June 30, 2011",24.50
"March 31, 2011",26.32
"Dec. 31, 2010",24.41
"Sept. 30, 2010",25.19
"June 30, 2010",23.90
"March 31, 2010",25.90
"Dec. 31, 2009",22.74
"Sept. 30, 2009",22.78
"June 30, 2009",22.52
"March 31, 2009",23.66
"Dec. 31, 2008",22.45
"Sept. 30, 2008",41.85
"June 30, 2008",58.25
"March 31, 2008",43.16
"Dec. 31, 2007",38.11
"Sept. 30, 2007",60.99
"June 30, 2007",60.03
"March 31, 2007",42.31
"Dec. 31, 2006",39.08
"Sept. 30, 2006",22.56
"June 30, 2006",23.20
"March 31, 2006",16.11
"Dec. 31, 2005",67.62
"Sept. 30, 2005",19.43
"June 30, 2005",17.61
"March 31, 2005",18.19
"Dec. 31, 2004",17.07
"Sept. 30, 2004",18.56
"June 30, 2004",17.14
"March 31, 2004",18.19
"Dec. 31, 2003",18.07
"Sept. 30, 2003",19.60
"June 30, 2003",19.02
"March 31, 2003",19.19
"Dec. 31, 2002",19.71
"Sept. 30, 2002",21.81
"June 30, 2002",21.56
"March 31, 2002",25.78
"Dec. 31, 2001",24.24
"Sept. 30, 2001",23.57
"June 30, 2001",26.04
"March 31, 2001",28.04
"Dec. 31, 2000",24.16
"Sept. 30, 2000",29.07
"June 30, 2000",30.85
"March 31, 2000",32.10
"Dec. 31, 1999",-55.30
"Sept. 30, 1999",18.15
"June 30, 1999",49.90
"March 31, 1999",58.94
"Dec. 31, 1998",117.87
"Sept. 30, 1998",43.49
"June 30, 1998",45.31
