date,market_cap
"March 19, 2020",33.79B
"March 18, 2020",31.36B
"March 17, 2020",35.90B
"March 16, 2020",36.08B
"March 13, 2020",41.72B
"March 12, 2020",40.13B
"March 11, 2020",43.65B
"March 10, 2020",48.23B
"March 9, 2020",46.87B
"March 6, 2020",51.00B
"March 5, 2020",51.38B
"March 4, 2020",56.06B
"March 3, 2020",53.44B
"March 2, 2020",53.59B
"Feb. 28, 2020",52.50B
"Feb. 27, 2020",53.81B
"Feb. 26, 2020",55.77B
"Feb. 25, 2020",56.64B
"Feb. 24, 2020",60.16B
"Feb. 21, 2020",61.86B
"Feb. 20, 2020",61.38B
"Feb. 19, 2020",61.94B
"Feb. 18, 2020",62.37B
"Feb. 14, 2020",63.26B
"Feb. 13, 2020",63.14B
"Feb. 12, 2020",63.97B
"Feb. 11, 2020",63.85B
"Feb. 10, 2020",64.20B
"Feb. 7, 2020",64.20B
"Feb. 6, 2020",63.62B
"Feb. 5, 2020",63.10B
"Feb. 4, 2020",62.42B
"Feb. 3, 2020",60.93B
"Jan. 31, 2020",61.51B
"Jan. 30, 2020",62.95B
"Jan. 29, 2020",63.29B
"Jan. 28, 2020",63.37B
"Jan. 27, 2020",63.60B
"Jan. 24, 2020",64.38B
"Jan. 23, 2020",64.10B
"Jan. 22, 2020",63.87B
"Jan. 21, 2020",63.75B
"Jan. 17, 2020",64.41B
"Jan. 16, 2020",64.68B
"Jan. 15, 2020",63.87B
"Jan. 14, 2020",63.31B
"Jan. 13, 2020",63.24B
"Jan. 10, 2020",63.05B
"Jan. 9, 2020",63.66B
"Jan. 8, 2020",63.31B
"Jan. 7, 2020",63.07B
"Jan. 6, 2020",63.34B
"Jan. 3, 2020",63.42B
"Jan. 2, 2020",62.50B
"Dec. 31, 2019",61.18B
"Dec. 30, 2019",61.32B
"Dec. 27, 2019",61.53B
"Dec. 26, 2019",61.55B
"Dec. 24, 2019",61.08B
"Dec. 23, 2019",61.23B
"Dec. 20, 2019",60.54B
"Dec. 19, 2019",60.18B
"Dec. 18, 2019",59.64B
"Dec. 17, 2019",60.65B
"Dec. 16, 2019",61.07B
"Dec. 13, 2019",60.54B
"Dec. 12, 2019",60.76B
"Dec. 11, 2019",60.66B
"Dec. 10, 2019",60.30B
"Dec. 9, 2019",60.30B
"Dec. 6, 2019",60.49B
"Dec. 5, 2019",59.84B
"Dec. 4, 2019",59.83B
"Dec. 3, 2019",59.53B
"Dec. 2, 2019",59.61B
"Nov. 29, 2019",60.55B
"Nov. 27, 2019",60.86B
