date,max_drawdown_all
"Feb. 29, 2020",76.03%
"Jan. 31, 2020",76.03%
"Dec. 31, 2019",76.03%
"Nov. 30, 2019",76.03%
"Oct. 31, 2019",76.03%
"Sept. 30, 2019",76.03%
"Aug. 31, 2019",76.03%
"July 31, 2019",76.03%
"June 30, 2019",76.03%
"May 31, 2019",76.03%
"April 30, 2019",76.03%
"March 31, 2019",76.03%
"Feb. 28, 2019",76.03%
"Jan. 31, 2019",76.03%
"Dec. 31, 2018",76.03%
"Nov. 30, 2018",76.03%
"Oct. 31, 2018",76.03%
"Sept. 30, 2018",76.03%
"Aug. 31, 2018",76.03%
"July 31, 2018",76.03%
"June 30, 2018",76.03%
"May 31, 2018",76.03%
"April 30, 2018",76.03%
"March 31, 2018",76.03%
"Feb. 28, 2018",76.03%
"Jan. 31, 2018",76.03%
"Dec. 31, 2017",76.03%
"Nov. 30, 2017",76.03%
"Oct. 31, 2017",76.03%
"Sept. 30, 2017",76.03%
"Aug. 31, 2017",76.03%
"July 31, 2017",76.03%
"June 30, 2017",76.03%
"May 31, 2017",76.03%
"April 30, 2017",76.03%
"March 31, 2017",76.03%
"Feb. 28, 2017",76.03%
"Jan. 31, 2017",76.03%
"Dec. 31, 2016",76.03%
"Nov. 30, 2016",76.03%
"Oct. 31, 2016",76.03%
"Sept. 30, 2016",76.03%
"Aug. 31, 2016",76.03%
"July 31, 2016",76.03%
"June 30, 2016",76.03%
"May 31, 2016",76.03%
"April 30, 2016",76.03%
"March 31, 2016",76.03%
"Feb. 29, 2016",76.03%
"Jan. 31, 2016",76.03%
"Dec. 31, 2015",76.03%
"Nov. 30, 2015",76.03%
"Oct. 31, 2015",76.03%
"Sept. 30, 2015",76.03%
"Aug. 31, 2015",76.03%
"July 31, 2015",76.03%
"June 30, 2015",76.03%
"May 31, 2015",76.03%
"April 30, 2015",76.03%
"March 31, 2015",76.03%
"Feb. 28, 2015",76.03%
"Jan. 31, 2015",76.03%
"Dec. 31, 2014",76.03%
"Nov. 30, 2014",76.03%
"Oct. 31, 2014",76.03%
"Sept. 30, 2014",76.03%
"Aug. 31, 2014",76.03%
"July 31, 2014",76.03%
"June 30, 2014",76.03%
"May 31, 2014",76.03%
"April 30, 2014",76.03%
"March 31, 2014",76.03%
"Feb. 28, 2014",76.03%
"Jan. 31, 2014",76.03%
"Dec. 31, 2013",76.03%
"Nov. 30, 2013",76.03%
"Oct. 31, 2013",76.03%
"Sept. 30, 2013",76.03%
"Aug. 31, 2013",76.03%
"July 31, 2013",76.03%
"June 30, 2013",76.03%
"May 31, 2013",76.03%
"April 30, 2013",76.03%
"March 31, 2013",76.03%
"Feb. 28, 2013",76.03%
"Jan. 31, 2013",76.03%
"Dec. 31, 2012",76.03%
"Nov. 30, 2012",76.03%
"Oct. 31, 2012",76.03%
"Sept. 30, 2012",76.03%
"Aug. 31, 2012",76.03%
"July 31, 2012",76.03%
"June 30, 2012",76.03%
"May 31, 2012",76.03%
"April 30, 2012",76.03%
"March 31, 2012",76.03%
"Feb. 29, 2012",76.03%
"Jan. 31, 2012",76.03%
"Dec. 31, 2011",76.03%
"Nov. 30, 2011",76.03%
"Oct. 31, 2011",76.03%
"Sept. 30, 2011",76.03%
"Aug. 31, 2011",76.03%
"July 31, 2011",76.03%
"June 30, 2011",76.03%
"May 31, 2011",76.03%
"April 30, 2011",76.03%
"March 31, 2011",76.03%
"Feb. 28, 2011",76.03%
"Jan. 31, 2011",76.03%
"Dec. 31, 2010",76.03%
"Nov. 30, 2010",76.03%
"Oct. 31, 2010",76.03%
"Sept. 30, 2010",76.03%
"Aug. 31, 2010",76.03%
"July 31, 2010",76.03%
"June 30, 2010",76.03%
"May 31, 2010",76.03%
"April 30, 2010",76.03%
"March 31, 2010",76.03%
"Feb. 28, 2010",76.03%
"Jan. 31, 2010",76.03%
"Dec. 31, 2009",76.03%
"Nov. 30, 2009",76.03%
"Oct. 31, 2009",76.03%
"Sept. 30, 2009",76.03%
"Aug. 31, 2009",76.03%
"July 31, 2009",76.03%
"June 30, 2009",76.03%
"May 31, 2009",76.03%
"April 30, 2009",76.03%
"March 31, 2009",76.03%
"Feb. 28, 2009",76.03%
"Jan. 31, 2009",76.03%
"Dec. 31, 2008",76.03%
"Nov. 30, 2008",76.03%
"Oct. 31, 2008",76.03%
"Sept. 30, 2008",76.03%
"Aug. 31, 2008",76.03%
"July 31, 2008",76.03%
"June 30, 2008",76.03%
"May 31, 2008",76.03%
"April 30, 2008",76.03%
"March 31, 2008",76.03%
"Feb. 29, 2008",76.03%
"Jan. 31, 2008",76.03%
"Dec. 31, 2007",76.03%
"Nov. 30, 2007",76.03%
"Oct. 31, 2007",76.03%
"Sept. 30, 2007",76.03%
"Aug. 31, 2007",76.03%
"July 31, 2007",76.03%
"June 30, 2007",76.03%
"May 31, 2007",76.03%
"April 30, 2007",76.03%
"March 31, 2007",76.03%
"Feb. 28, 2007",76.03%
