date,capex_ttm
"Dec. 31, 2019",1.007B
"Sept. 30, 2019",932.00M
"June 30, 2019",890.00M
"March 31, 2019",874.00M
"Dec. 31, 2018",821.00M
"Sept. 30, 2018",827.00M
"June 30, 2018",791.00M
"March 31, 2018",740.00M
"Dec. 31, 2017",611.00M
"Sept. 30, 2017",606.00M
"June 30, 2017",576.00M
"March 31, 2017",565.00M
"Dec. 31, 2016",625.00M
"Sept. 30, 2016",572.00M
"June 30, 2016",551.00M
"March 31, 2016",551.00M
"Dec. 31, 2015",457.00M
"Sept. 30, 2015",443.00M
"June 30, 2015",422.00M
"March 31, 2015",397.00M
"Dec. 31, 2014",380.00M
"Sept. 30, 2014",343.00M
"June 30, 2014",330.00M
"March 31, 2014",322.00M
"Dec. 31, 2013",329.00M
"Sept. 30, 2013",350.00M
"June 30, 2013",358.00M
"March 31, 2013",383.00M
"Dec. 31, 2012",415.00M
"Sept. 30, 2012",430.00M
"June 30, 2012",463.00M
"March 31, 2012",451.00M
"Dec. 31, 2011",437.00M
"Sept. 30, 2011",428.00M
"June 30, 2011",403.00M
"March 31, 2011",403.00M
"Dec. 31, 2010",386.00M
"Sept. 30, 2010",389.00M
"June 30, 2010",372.00M
"March 31, 2010",360.00M
"Dec. 31, 2009",347.00M
"Sept. 30, 2009",340.00M
"June 30, 2009",364.00M
"March 31, 2009",364.00M
"Dec. 31, 2008",378.00M
"Sept. 30, 2008",412.00M
"June 30, 2008",397.00M
"March 31, 2008",404.00M
"Dec. 31, 2007",398.00M
"Sept. 30, 2007",386.00M
"June 30, 2007",388.00M
"March 31, 2007",386.00M
"Dec. 31, 2006",371.00M
"Sept. 30, 2006",323.00M
"June 30, 2006",372.00M
"March 31, 2006",362.00M
"Dec. 31, 2005",371.00M
"Sept. 30, 2005",501.00M
"June 30, 2005",444.00M
"March 31, 2005",454.00M
"Dec. 31, 2004",466.00M
"Sept. 30, 2004",492.00M
"June 30, 2004",523.00M
"March 31, 2004",528.00M
"Dec. 31, 2003",526.00M
"Sept. 30, 2003",459.00M
"June 30, 2003",543.00M
"March 31, 2003",543.00M
"Dec. 31, 2002",596.00M
"Sept. 30, 2002",592.00M
"June 30, 2002",522.00M
"March 31, 2002",618.00M
"Dec. 31, 2001",610.00M
"Sept. 30, 2001",653.00M
"June 30, 2001",629.00M
"March 31, 2001",505.00M
"Dec. 31, 2000",542.00M
"Sept. 30, 2000",524.00M
"June 30, 2000",538.00M
"March 31, 2000",583.00M
"Dec. 31, 1999",524.00M
"Sept. 30, 1999",381.00M
"June 30, 1999",316.00M
"March 31, 1999",392.00M
"Dec. 31, 1998",468.00M
"Sept. 30, 1998",374.00M
"June 30, 1998",329.00M
"March 31, 1998",157.00M
