date,eps_ttm
"Dec. 31, 2019",11.93
"Sept. 30, 2019",11.70
"June 30, 2019",10.87
"March 31, 2019",10.73
"Dec. 31, 2018",10.15
"Sept. 30, 2018",8.57
"June 30, 2018",8.29
"March 31, 2018",7.40
"Dec. 31, 2017",6.95
"Sept. 30, 2017",7.44
"June 30, 2017",7.31
"March 31, 2017",7.83
"Dec. 31, 2016",7.52
"Sept. 30, 2016",7.57
"June 30, 2016",7.20
"March 31, 2016",6.44
"Dec. 31, 2015",6.80
"Sept. 30, 2015",6.79
"June 30, 2015",6.97
"March 31, 2015",7.08
"Dec. 31, 2014",7.18
"Sept. 30, 2014",6.96
"June 30, 2014",6.82
"March 31, 2014",6.56
"Dec. 31, 2013",6.16
"Sept. 30, 2013",5.92
"June 30, 2013",5.91
"March 31, 2013",5.82
"Dec. 31, 2012",5.65
"Sept. 30, 2012",5.80
"June 30, 2012",5.73
"March 31, 2012",5.55
"Dec. 31, 2011",5.29
"Sept. 30, 2011",4.97
"June 30, 2011",5.48
"March 31, 2011",4.80
"Dec. 31, 2010",4.90
"Sept. 30, 2010",4.95
"June 30, 2010",4.26
"March 31, 2010",4.94
"Dec. 31, 2009",4.90
"Sept. 30, 2009",4.61
"June 30, 2009",4.36
"March 31, 2009",4.12
"Dec. 31, 2008",3.92
"Sept. 30, 2008",4.28
"June 30, 2008",3.96
"March 31, 2008",5.94
"Dec. 31, 2007",5.78
"Sept. 30, 2007",5.22
"June 30, 2007",5.25
"March 31, 2007",2.97
"Dec. 31, 2006",2.82
"Sept. 30, 2006",2.62
"June 30, 2006",2.41
"March 31, 2006",2.16
"Dec. 31, 2005",1.91
"Sept. 30, 2005",1.85
"June 30, 2005",1.69
"March 31, 2005",1.00
"Dec. 31, 2004",0.81
"Sept. 30, 2004",0.75
"June 30, 2004",0.33
"March 31, 2004",0.82
"Dec. 31, 2003",0.88
"Sept. 30, 2003",0.23
"June 30, 2003",0.67
"March 31, 2003",0.09
"Dec. 31, 2002",-1.24
"Sept. 30, 2002",-1.49
"June 30, 2002",-2.64
"March 31, 2002",-2.84
"Dec. 31, 2001",-2.10
"Sept. 30, 2001",-1.20
"June 30, 2001",-0.10
"March 31, 2001",0.58
"Dec. 31, 2000",0.41
"Sept. 30, 2000",0.12
"June 30, 2000",-0.67
"March 31, 2000",0.04
"Dec. 31, 1999",1.17
"Sept. 30, 1999",1.98
"June 30, 1999",2.49
"March 31, 1999",2.43
"Dec. 31, 1998",2.46
