date,price_target_upside
"March 19, 2020",101.9%
"March 18, 2020",117.6%
"March 17, 2020",90.00%
"March 16, 2020",89.07%
"March 13, 2020",63.50%
"March 12, 2020",70.01%
"March 11, 2020",56.30%
"March 10, 2020",41.44%
"March 9, 2020",45.55%
"March 6, 2020",33.76%
"March 5, 2020",32.78%
"March 4, 2020",21.68%
"March 3, 2020",27.65%
"March 2, 2020",26.81%
"Feb. 28, 2020",29.44%
"Feb. 27, 2020",26.29%
"Feb. 26, 2020",21.85%
"Feb. 25, 2020",19.99%
"Feb. 24, 2020",12.97%
"Feb. 21, 2020",9.85%
"Feb. 20, 2020",10.72%
"Feb. 19, 2020",9.71%
"Feb. 18, 2020",8.96%
"Feb. 14, 2020",7.43%
"Feb. 13, 2020",7.63%
"Feb. 12, 2020",6.23%
"Feb. 11, 2020",6.44%
"Feb. 10, 2020",5.85%
"Feb. 7, 2020",5.26%
"Feb. 6, 2020",6.22%
"Feb. 5, 2020",7.10%
"Feb. 4, 2020",8.26%
"Feb. 3, 2020",10.20%
"Jan. 31, 2020",9.16%
"Jan. 30, 2020",5.15%
"Jan. 29, 2020",4.59%
"Jan. 28, 2020",4.45%
"Jan. 27, 2020",4.07%
"Jan. 24, 2020",2.39%
"Jan. 23, 2020",2.84%
"Jan. 22, 2020",3.21%
"Jan. 21, 2020",1.78%
"Jan. 17, 2020",0.74%
"Jan. 16, 2020",-0.13%
"Jan. 15, 2020",1.13%
"Jan. 14, 2020",1.51%
"Jan. 13, 2020",1.62%
"Jan. 10, 2020",1.92%
"Jan. 9, 2020",0.95%
"Jan. 8, 2020",1.51%
"Jan. 7, 2020",1.89%
"Jan. 6, 2020",0.15%
"Jan. 3, 2020",0.03%
"Jan. 2, 2020",1.52%
"Dec. 31, 2019",3.71%
"Dec. 30, 2019",3.49%
"Dec. 27, 2019",3.00%
"Dec. 26, 2019",2.97%
"Dec. 24, 2019",3.76%
"Dec. 23, 2019",3.51%
"Dec. 20, 2019",4.69%
"Dec. 19, 2019",5.31%
"Dec. 18, 2019",6.27%
"Dec. 17, 2019",4.50%
"Dec. 16, 2019",3.78%
"Dec. 13, 2019",4.69%
"Dec. 12, 2019",4.31%
"Dec. 11, 2019",4.48%
"Dec. 10, 2019",5.11%
"Dec. 9, 2019",5.11%
"Dec. 6, 2019",4.78%
"Dec. 5, 2019",5.91%
"Dec. 4, 2019",5.92%
"Dec. 3, 2019",6.46%
"Dec. 2, 2019",6.32%
"Nov. 29, 2019",4.68%
"Nov. 27, 2019",4.14%
"Nov. 26, 2019",4.69%
"Nov. 25, 2019",5.09%
"Nov. 22, 2019",5.03%
"Nov. 21, 2019",5.32%
"Nov. 20, 2019",4.71%
"Nov. 19, 2019",4.22%
"Nov. 18, 2019",3.65%
"Nov. 15, 2019",3.84%
"Nov. 14, 2019",4.89%
"Nov. 13, 2019",5.54%
"Nov. 12, 2019",4.80%
"Nov. 11, 2019",5.23%
"Nov. 8, 2019",5.31%
"Nov. 7, 2019",5.72%
"Nov. 6, 2019",5.56%
"Nov. 5, 2019",6.67%
"Nov. 4, 2019",6.04%
"Nov. 1, 2019",5.18%
"Oct. 31, 2019",7.11%
"Oct. 30, 2019",6.05%
"Oct. 29, 2019",7.39%
"Oct. 28, 2019",6.86%
"Oct. 25, 2019",6.08%
"Oct. 24, 2019",4.08%
"Oct. 23, 2019",7.99%
"Oct. 22, 2019",7.38%
"Oct. 21, 2019",8.69%
"Oct. 18, 2019",10.05%
"Oct. 17, 2019",10.27%
"Oct. 16, 2019",9.70%
"Oct. 15, 2019",10.23%
"Oct. 14, 2019",10.25%
"Oct. 11, 2019",10.44%
"Oct. 10, 2019",10.50%
"Oct. 9, 2019",11.91%
"Oct. 8, 2019",14.18%
"Oct. 7, 2019",12.84%
"Oct. 4, 2019",12.56%
"Oct. 3, 2019",12.98%
"Oct. 2, 2019",13.14%
"Oct. 1, 2019",12.64%
"Sept. 30, 2019",10.31%
"Sept. 27, 2019",10.69%
"Sept. 26, 2019",9.34%
"Sept. 25, 2019",9.60%
"Sept. 24, 2019",10.62%
"Sept. 23, 2019",10.00%
"Sept. 20, 2019",11.02%
"Sept. 19, 2019",8.57%
"Sept. 18, 2019",8.04%
"Sept. 17, 2019",7.66%
"Sept. 16, 2019",6.05%
"Sept. 13, 2019",8.96%
"Sept. 12, 2019",9.36%
"Sept. 11, 2019",11.45%
"Sept. 10, 2019",11.54%
"Sept. 9, 2019",13.63%
"Sept. 6, 2019",13.01%
"Sept. 5, 2019",16.17%
"Sept. 4, 2019",17.36%
"Sept. 3, 2019",18.46%
"Aug. 30, 2019",16.40%
"Aug. 29, 2019",18.05%
"Aug. 28, 2019",20.22%
"Aug. 27, 2019",20.92%
"Aug. 26, 2019",19.49%
"Aug. 23, 2019",20.27%
"Aug. 22, 2019",16.12%
"Aug. 21, 2019",17.32%
"Aug. 20, 2019",17.13%
"Aug. 19, 2019",21.21%
