date,times_interest_earned
"Dec. 31, 2019",30.19
"Sept. 30, 2019",28.78
"June 30, 2019",25.20
"March 31, 2019",24.25
"Dec. 31, 2018",21.77
"Sept. 30, 2018",20.51
"June 30, 2018",21.00
"March 31, 2018",19.70
"Dec. 31, 2017",18.03
"Sept. 30, 2017",16.85
"June 30, 2017",15.91
"March 31, 2017",16.05
"Dec. 31, 2016",15.36
"Sept. 30, 2016",15.23
"June 30, 2016",14.49
"March 31, 2016",12.82
"Dec. 31, 2015",13.85
"Sept. 30, 2015",13.98
"June 30, 2015",14.65
"March 31, 2015",15.56
"Dec. 31, 2014",15.74
"Sept. 30, 2014",15.37
"June 30, 2014",15.37
"March 31, 2014",15.52
"Dec. 31, 2013",14.98
"Sept. 30, 2013",14.96
"June 30, 2013",15.42
"March 31, 2013",15.36
"Dec. 31, 2012",15.52
"Sept. 30, 2012",16.69
"June 30, 2012",17.18
"March 31, 2012",17.69
"Dec. 31, 2011",17.92
"Sept. 30, 2011",19.31
"June 30, 2011",20.51
"March 31, 2011",19.68
"Dec. 31, 2010",22.46
"Sept. 30, 2010",22.98
"June 30, 2010",23.58
"March 31, 2010",27.77
"Dec. 31, 2009",28.01
"Sept. 30, 2009",27.04
"June 30, 2009",30.42
"March 31, 2009",33.35
"Dec. 31, 2008",40.78
"Sept. 30, 2008",58.30
"June 30, 2008",81.22
"March 31, 2008",166.73
"Dec. 31, 2007",598.75
