date,current_ratio
"Dec. 31, 2019",1.336
"Sept. 30, 2019",1.539
"June 30, 2019",1.464
"March 31, 2019",1.427
"Dec. 31, 2018",1.434
"Sept. 30, 2018",1.486
"June 30, 2018",1.612
"March 31, 2018",1.617
"Dec. 31, 2017",1.541
"Sept. 30, 2017",1.660
"June 30, 2017",1.660
"March 31, 2017",1.667
"Dec. 31, 2016",1.665
"Sept. 30, 2016",1.692
"June 30, 2016",1.638
"March 31, 2016",1.628
"Dec. 31, 2015",1.602
"Sept. 30, 2015",1.506
"June 30, 2015",1.543
"March 31, 2015",1.817
"Dec. 31, 2014",1.787
"Sept. 30, 2014",1.727
"June 30, 2014",1.747
"March 31, 2014",1.746
"Dec. 31, 2013",1.690
"Sept. 30, 2013",1.670
"June 30, 2013",1.701
"March 31, 2013",1.662
"Dec. 31, 2012",1.567
"Sept. 30, 2012",1.634
"June 30, 2012",1.616
"March 31, 2012",1.603
"Dec. 31, 2011",1.519
"Sept. 30, 2011",1.412
"June 30, 2011",1.512
"March 31, 2011",1.483
"Dec. 31, 2010",1.480
"Sept. 30, 2010",1.416
"June 30, 2010",1.360
"March 31, 2010",1.526
"Dec. 31, 2009",1.425
"Sept. 30, 2009",1.460
"June 30, 2009",1.493
"March 31, 2009",1.572
"Dec. 31, 2008",1.440
"Sept. 30, 2008",1.614
"June 30, 2008",1.659
"March 31, 2008",1.676
"Dec. 31, 2007",1.591
"Sept. 30, 2007",1.569
"June 30, 2007",1.454
"March 31, 2007",1.414
"Dec. 31, 2006",1.417
"Sept. 30, 2006",1.361
"June 30, 2006",1.517
"March 31, 2006",1.331
"Dec. 31, 2005",1.343
"Sept. 30, 2005",1.241
"June 30, 2005",1.235
"March 31, 2005",1.264
"Dec. 31, 2004",1.262
"Sept. 30, 2004",1.458
"June 30, 2004",1.579
"March 31, 2004",1.802
"Dec. 31, 2003",1.648
"Sept. 30, 2003",1.560
"June 30, 2003",1.563
"March 31, 2003",1.491
"Dec. 31, 2002",1.408
"Sept. 30, 2002",1.606
"June 30, 2002",1.429
"March 31, 2002",1.452
"Dec. 31, 2001",1.659
"Sept. 30, 2001",1.470
"June 30, 2001",1.782
"March 31, 2001",1.573
"Dec. 31, 2000",1.647
"Sept. 30, 2000",1.598
"June 30, 2000",1.491
"March 31, 2000",1.524
"Dec. 31, 1999",1.206
"Sept. 30, 1999",1.169
"June 30, 1999",1.266
"March 31, 1999",1.294
"Dec. 31, 1998",1.275
"Sept. 30, 1998",0.9409
"June 30, 1998",0.9223
"March 31, 1998",0.9065
