date,ohlson_score
"Dec. 31, 2019",0.4379
"Sept. 30, 2019",0.0756
"June 30, 2019",0.2374
"March 31, 2019",0.3803
"Dec. 31, 2018",0.3208
"Sept. 30, 2018",0.4594
"June 30, 2018",0.3291
"March 31, 2018",0.3191
"Dec. 31, 2017",0.8684
"Sept. 30, 2017",0.348
"June 30, 2017",0.3253
"March 31, 2017",0.4802
"Dec. 31, 2016",0.4844
"Sept. 30, 2016",0.5507
"June 30, 2016",0.2182
"March 31, 2016",0.6541
"Dec. 31, 2015",0.3211
"Sept. 30, 2015",0.5723
"June 30, 2015",0.5098
"March 31, 2015",0.3694
"Dec. 31, 2014",0.3193
"Sept. 30, 2014",-0.1615
"June 30, 2014",-0.1404
"March 31, 2014",-0.1515
"Dec. 31, 2013",-0.0527
"Sept. 30, 2013",0.5588
"June 30, 2013",0.5917
"March 31, 2013",0.6676
"Dec. 31, 2012",0.8369
"Sept. 30, 2012",0.4354
"June 30, 2012",0.5129
"March 31, 2012",0.7573
"Dec. 31, 2011",0.7033
"Sept. 30, 2011",0.1384
"June 30, 2011",0.078
"March 31, 2011",0.3807
"Dec. 31, 2010",0.6061
"Sept. 30, 2010",-0.2424
"June 30, 2010",0.8775
"March 31, 2010",0.2222
"Dec. 31, 2009",0.2582
"Sept. 30, 2009",0.2705
"June 30, 2009",0.2586
"March 31, 2009",0.2751
"Dec. 31, 2008",0.4419
"Sept. 30, 2008",-0.5691
"June 30, 2008",-0.6307
"March 31, 2008",-0.4283
"Dec. 31, 2007",-0.866
"Sept. 30, 2007",1.405
"June 30, 2007",-0.6992
"March 31, 2007",0.1186
"Dec. 31, 2006",0.0915
"Sept. 30, 2006",0.0625
"June 30, 2006",-0.0739
"March 31, 2006",0.2131
"Dec. 31, 2005",0.1612
"Sept. 30, 2005",0.3208
"June 30, 2005",0.2724
"March 31, 2005",0.6371
"Dec. 31, 2004",0.1884
"Sept. 30, 2004",-0.5275
"June 30, 2004",-0.5537
"March 31, 2004",1.134
"Dec. 31, 2003",-0.0701
"Sept. 30, 2003",-1.389
"June 30, 2003",0.5989
"March 31, 2003",-0.1722
"Dec. 31, 2002",-0.842
"Sept. 30, 2002",-0.7339
"June 30, 2002",1.647
"March 31, 2002",0.122
"Dec. 31, 2001",0.6977
"Sept. 30, 2001",0.3748
"June 30, 2001",0.1755
"March 31, 2001",-0.782
"Dec. 31, 2000",0.2097
"Sept. 30, 2000",0.1684
"June 30, 2000",-1.891
"March 31, 2000",-0.219
"Dec. 31, 1999",-1.035
"Sept. 30, 1999",-0.6818
