date,receivables_turnover
"Dec. 31, 2019",1.015
"Sept. 30, 2019",0.9481
"June 30, 2019",0.9462
"March 31, 2019",0.9195
"Dec. 31, 2018",1.016
"Sept. 30, 2018",0.9585
"June 30, 2018",0.9436
"March 31, 2018",0.918
"Dec. 31, 2017",0.9791
"Sept. 30, 2017",0.8624
"June 30, 2017",0.887
"March 31, 2017",0.9176
"Dec. 31, 2016",0.9909
"Sept. 30, 2016",0.9457
"June 30, 2016",0.994
"March 31, 2016",1.014
"Dec. 31, 2015",1.142
"Sept. 30, 2015",1.036
"June 30, 2015",1.089
"March 31, 2015",1.036
"Dec. 31, 2014",1.190
"Sept. 30, 2014",1.023
"June 30, 2014",1.078
"March 31, 2014",1.093
"Dec. 31, 2013",1.160
"Sept. 30, 2013",1.123
"June 30, 2013",1.227
"March 31, 2013",1.257
"Dec. 31, 2012",1.38
"Sept. 30, 2012",1.228
"June 30, 2012",1.212
"March 31, 2012",1.268
"Dec. 31, 2011",1.350
"Sept. 30, 2011",1.229
"June 30, 2011",1.253
"March 31, 2011",1.295
"Dec. 31, 2010",1.519
"Sept. 30, 2010",1.364
"June 30, 2010",1.264
"March 31, 2010",1.295
"Dec. 31, 2009",1.514
"Sept. 30, 2009",1.389
"June 30, 2009",1.362
"March 31, 2009",1.350
"Dec. 31, 2008",1.379
"Sept. 30, 2008",2.550
"June 30, 2008",2.724
"March 31, 2008",1.299
"Dec. 31, 2007",1.483
"Sept. 30, 2007",1.281
"June 30, 2007",1.293
"March 31, 2007",1.230
"Dec. 31, 2006",1.300
"Sept. 30, 2006",1.186
"June 30, 2006",1.210
"March 31, 2006",1.205
"Dec. 31, 2005",0.8604
"Sept. 30, 2005",1.296
"June 30, 2005",1.282
"March 31, 2005",1.187
"Dec. 31, 2004",1.560
"Sept. 30, 2004",1.451
"June 30, 2004",1.338
"March 31, 2004",1.219
"Dec. 31, 2003",1.345
"Sept. 30, 2003",1.114
"June 30, 2003",1.077
"March 31, 2003",1.069
"Dec. 31, 2002",1.225
"Sept. 30, 2002",1.030
"June 30, 2002",1.023
"March 31, 2002",1.020
"Dec. 31, 2001",2.092
"Sept. 30, 2001",1.487
"June 30, 2001",0.9642
"March 31, 2001",0.8853
"Dec. 31, 2000",0.905
"Sept. 30, 2000",0.8147
"June 30, 2000",0.7946
"March 31, 2000",0.8098
"Dec. 31, 1999",1.404
"Sept. 30, 1999",4.855
"June 30, 1999",5.078
"March 31, 1999",1.363
"Dec. 31, 1998",1.022
"Sept. 30, 1998",4.872
"June 30, 1998",5.073
