date,forward_ps_ratio
"March 19, 2020",1.084
"March 18, 2020",1.006
"March 17, 2020",1.152
"March 16, 2020",1.158
"March 13, 2020",1.339
"March 12, 2020",1.288
"March 11, 2020",1.401
"March 10, 2020",1.548
"March 9, 2020",1.504
"March 6, 2020",1.637
"March 5, 2020",1.649
"March 4, 2020",1.800
"March 3, 2020",1.715
"March 2, 2020",1.720
"Feb. 28, 2020",1.685
"Feb. 27, 2020",1.727
"Feb. 26, 2020",1.790
"Feb. 25, 2020",1.818
"Feb. 24, 2020",1.931
"Feb. 21, 2020",1.986
"Feb. 20, 2020",1.970
"Feb. 19, 2020",1.988
"Feb. 18, 2020",2.002
"Feb. 14, 2020",2.030
"Feb. 13, 2020",2.027
"Feb. 12, 2020",2.054
"Feb. 11, 2020",2.050
"Feb. 10, 2020",2.061
"Feb. 7, 2020",2.061
"Feb. 6, 2020",2.042
"Feb. 5, 2020",2.025
"Feb. 4, 2020",2.004
"Feb. 3, 2020",1.956
"Jan. 31, 2020",1.974
"Jan. 30, 2020",2.020
"Jan. 29, 2020",2.031
"Jan. 28, 2020",2.034
"Jan. 27, 2020",2.042
"Jan. 24, 2020",2.066
"Jan. 23, 2020",2.057
"Jan. 22, 2020",2.050
"Jan. 21, 2020",2.046
"Jan. 17, 2020",2.067
"Jan. 16, 2020",2.076
"Jan. 15, 2020",2.050
"Jan. 14, 2020",2.032
"Jan. 13, 2020",2.030
"Jan. 10, 2020",2.024
"Jan. 9, 2020",2.043
"Jan. 8, 2020",2.032
"Jan. 7, 2020",2.024
"Jan. 6, 2020",2.033
"Jan. 3, 2020",2.036
"Jan. 2, 2020",2.006
"Dec. 31, 2019",1.964
"Dec. 30, 2019",2.092
"Dec. 27, 2019",2.099
"Dec. 26, 2019",2.100
"Dec. 24, 2019",2.084
"Dec. 23, 2019",2.089
"Dec. 20, 2019",2.066
"Dec. 19, 2019",2.053
"Dec. 18, 2019",2.035
"Dec. 17, 2019",2.069
"Dec. 16, 2019",2.084
"Dec. 13, 2019",2.066
"Dec. 12, 2019",2.073
"Dec. 11, 2019",2.070
"Dec. 10, 2019",2.057
"Dec. 9, 2019",2.057
"Dec. 6, 2019",2.064
"Dec. 5, 2019",2.042
"Dec. 4, 2019",2.041
"Dec. 3, 2019",2.031
"Dec. 2, 2019",2.034
"Nov. 29, 2019",2.066
"Nov. 27, 2019",2.076
"Nov. 26, 2019",2.063
"Nov. 25, 2019",2.055
"Nov. 22, 2019",2.056
"Nov. 21, 2019",2.050
"Nov. 20, 2019",2.062
"Nov. 19, 2019",2.072
"Nov. 18, 2019",2.084
"Nov. 15, 2019",2.080
"Nov. 14, 2019",2.059
"Nov. 13, 2019",2.046
"Nov. 12, 2019",2.061
"Nov. 11, 2019",2.052
"Nov. 8, 2019",2.051
"Nov. 7, 2019",2.043
"Nov. 6, 2019",2.046
"Nov. 5, 2019",2.025
"Nov. 4, 2019",2.036
"Nov. 1, 2019",2.053
"Oct. 31, 2019",2.016
"Oct. 30, 2019",2.036
"Oct. 29, 2019",2.011
"Oct. 28, 2019",2.010
"Oct. 25, 2019",2.016
"Oct. 24, 2019",2.007
"Oct. 23, 2019",1.934
"Oct. 22, 2019",1.945
"Oct. 21, 2019",1.922
"Oct. 18, 2019",1.895
"Oct. 17, 2019",1.891
"Oct. 16, 2019",1.900
"Oct. 15, 2019",1.892
"Oct. 14, 2019",1.891
"Oct. 11, 2019",1.885
"Oct. 10, 2019",1.884
"Oct. 9, 2019",1.860
"Oct. 8, 2019",1.823
"Oct. 7, 2019",1.840
"Oct. 4, 2019",1.844
"Oct. 3, 2019",1.838
"Oct. 2, 2019",1.814
"Oct. 1, 2019",1.822
"Sept. 30, 2019",1.861
"Sept. 27, 2019",1.858
"Sept. 26, 2019",1.881
"Sept. 25, 2019",1.876
"Sept. 24, 2019",1.859
"Sept. 23, 2019",1.869
"Sept. 20, 2019",1.852
"Sept. 19, 2019",1.894
"Sept. 18, 2019",1.903
"Sept. 17, 2019",1.910
"Sept. 16, 2019",1.939
