date,market_beta_60_month
"Feb. 29, 2020",0.9299
"Jan. 31, 2020",0.8485
"Dec. 31, 2019",0.8782
"Nov. 30, 2019",0.8833
"Oct. 31, 2019",0.888
"Sept. 30, 2019",0.8758
"Aug. 31, 2019",0.849
"July 31, 2019",0.8661
"June 30, 2019",0.867
"May 31, 2019",0.9188
"April 30, 2019",0.9593
"March 31, 2019",0.9926
"Feb. 28, 2019",1.001
"Jan. 31, 2019",0.9534
"Dec. 31, 2018",0.9053
"Nov. 30, 2018",0.8168
"Oct. 31, 2018",0.8405
"Sept. 30, 2018",0.6805
"Aug. 31, 2018",0.6816
"July 31, 2018",0.6443
"June 30, 2018",0.6904
"May 31, 2018",0.6875
"April 30, 2018",0.7048
"March 31, 2018",0.6995
"Feb. 28, 2018",0.7119
"Jan. 31, 2018",0.7667
"Dec. 31, 2017",0.5852
"Nov. 30, 2017",0.5843
"Oct. 31, 2017",0.5745
"Sept. 30, 2017",0.5945
"Aug. 31, 2017",0.5888
"July 31, 2017",0.5945
"June 30, 2017",0.5858
"May 31, 2017",0.6364
"April 30, 2017",0.7013
"March 31, 2017",0.6924
"Feb. 28, 2017",0.6908
"Jan. 31, 2017",0.681
"Dec. 31, 2016",0.6497
"Nov. 30, 2016",0.6593
"Oct. 31, 2016",0.628
"Sept. 30, 2016",0.6444
"Aug. 31, 2016",0.6668
"July 31, 2016",0.6768
"June 30, 2016",0.7207
"May 31, 2016",0.7284
"April 30, 2016",0.7189
"March 31, 2016",0.7011
"Feb. 29, 2016",0.7617
"Jan. 31, 2016",0.75
"Dec. 31, 2015",0.8147
"Nov. 30, 2015",0.7657
"Oct. 31, 2015",0.7724
"Sept. 30, 2015",0.7567
"Aug. 31, 2015",0.756
"July 31, 2015",0.753
"June 30, 2015",0.6645
"May 31, 2015",0.6805
"April 30, 2015",0.7391
"March 31, 2015",0.7379
"Feb. 28, 2015",0.7239
"Jan. 31, 2015",0.712
"Dec. 31, 2014",0.6621
"Nov. 30, 2014",0.6624
"Oct. 31, 2014",0.7118
"Sept. 30, 2014",0.7286
"Aug. 31, 2014",0.7446
"July 31, 2014",0.7294
"June 30, 2014",0.7285
"May 31, 2014",0.7347
"April 30, 2014",0.7078
"March 31, 2014",0.7833
"Feb. 28, 2014",0.7141
"Jan. 31, 2014",0.8652
"Dec. 31, 2013",0.8451
"Nov. 30, 2013",0.8432
"Oct. 31, 2013",0.8282
"Sept. 30, 2013",0.7144
"Aug. 31, 2013",0.7416
"July 31, 2013",0.7581
"June 30, 2013",0.7419
"May 31, 2013",0.772
"April 30, 2013",0.7647
"March 31, 2013",0.7504
"Feb. 28, 2013",0.7408
"Jan. 31, 2013",0.7348
"Dec. 31, 2012",0.7256
"Nov. 30, 2012",0.7259
"Oct. 31, 2012",0.7254
"Sept. 30, 2012",0.7255
"Aug. 31, 2012",0.7297
"July 31, 2012",0.7363
"June 30, 2012",0.7293
"May 31, 2012",0.7107
"April 30, 2012",0.7023
"March 31, 2012",0.7012
"Feb. 29, 2012",0.6966
"Jan. 31, 2012",0.6863
"Dec. 31, 2011",0.6941
"Nov. 30, 2011",0.6929
"Oct. 31, 2011",0.6943
"Sept. 30, 2011",0.6879
"Aug. 31, 2011",0.6844
"July 31, 2011",0.6893
"June 30, 2011",0.6768
"May 31, 2011",0.6771
"April 30, 2011",0.6703
"March 31, 2011",0.6777
"Feb. 28, 2011",0.68
"Jan. 31, 2011",0.6804
"Dec. 31, 2010",0.6713
"Nov. 30, 2010",0.6906
"Oct. 31, 2010",0.6925
"Sept. 30, 2010",0.6988
"Aug. 31, 2010",0.7134
"July 31, 2010",0.7058
"June 30, 2010",0.7445
"May 31, 2010",0.727
"April 30, 2010",0.6974
"March 31, 2010",0.7005
"Feb. 28, 2010",0.7131
"Jan. 31, 2010",0.7031
"Dec. 31, 2009",0.7191
"Nov. 30, 2009",0.7049
"Oct. 31, 2009",0.6853
