date,ps_ratio
"March 19, 2020",1.165
"March 18, 2020",1.082
"March 17, 2020",1.238
"March 16, 2020",1.245
"March 13, 2020",1.439
"March 12, 2020",1.384
"March 11, 2020",1.506
"March 10, 2020",1.664
"March 9, 2020",1.617
"March 6, 2020",1.759
"March 5, 2020",1.772
"March 4, 2020",1.934
"March 3, 2020",1.843
"March 2, 2020",1.848
"Feb. 28, 2020",1.811
"Feb. 27, 2020",1.856
"Feb. 26, 2020",1.924
"Feb. 25, 2020",1.954
"Feb. 24, 2020",2.075
"Feb. 21, 2020",2.134
"Feb. 20, 2020",2.117
"Feb. 19, 2020",2.137
"Feb. 18, 2020",2.151
"Feb. 14, 2020",2.182
"Feb. 13, 2020",2.178
"Feb. 12, 2020",2.207
"Feb. 11, 2020",2.202
"Feb. 10, 2020",2.214
"Feb. 7, 2020",2.215
"Feb. 6, 2020",2.195
"Feb. 5, 2020",2.177
"Feb. 4, 2020",2.154
"Feb. 3, 2020",2.102
"Jan. 31, 2020",2.122
"Jan. 30, 2020",2.172
"Jan. 29, 2020",2.183
"Jan. 28, 2020",2.186
"Jan. 27, 2020",2.194
"Jan. 24, 2020",2.221
"Jan. 23, 2020",2.211
"Jan. 22, 2020",2.203
"Jan. 21, 2020",2.199
"Jan. 17, 2020",2.222
"Jan. 16, 2020",2.231
"Jan. 15, 2020",2.203
"Jan. 14, 2020",2.184
"Jan. 13, 2020",2.182
"Jan. 10, 2020",2.175
"Jan. 9, 2020",2.196
"Jan. 8, 2020",2.184
"Jan. 7, 2020",2.176
"Jan. 6, 2020",2.185
"Jan. 3, 2020",2.188
"Jan. 2, 2020",2.156
"Dec. 31, 2019",2.110
"Dec. 30, 2019",2.160
"Dec. 27, 2019",2.168
"Dec. 26, 2019",2.169
"Dec. 24, 2019",2.152
"Dec. 23, 2019",2.157
"Dec. 20, 2019",2.133
"Dec. 19, 2019",2.120
"Dec. 18, 2019",2.101
"Dec. 17, 2019",2.137
"Dec. 16, 2019",2.152
"Dec. 13, 2019",2.133
"Dec. 12, 2019",2.141
"Dec. 11, 2019",2.137
"Dec. 10, 2019",2.125
"Dec. 9, 2019",2.125
"Dec. 6, 2019",2.131
"Dec. 5, 2019",2.108
"Dec. 4, 2019",2.108
"Dec. 3, 2019",2.098
"Dec. 2, 2019",2.100
"Nov. 29, 2019",2.133
"Nov. 27, 2019",2.144
"Nov. 26, 2019",2.130
"Nov. 25, 2019",2.122
"Nov. 22, 2019",2.123
"Nov. 21, 2019",2.118
"Nov. 20, 2019",2.130
"Nov. 19, 2019",2.140
"Nov. 18, 2019",2.152
"Nov. 15, 2019",2.148
"Nov. 14, 2019",2.126
"Nov. 13, 2019",2.113
"Nov. 12, 2019",2.128
"Nov. 11, 2019",2.119
"Nov. 8, 2019",2.118
"Nov. 7, 2019",2.110
"Nov. 6, 2019",2.113
"Nov. 5, 2019",2.091
"Nov. 4, 2019",2.103
"Nov. 1, 2019",2.120
"Oct. 31, 2019",2.082
"Oct. 30, 2019",2.103
"Oct. 29, 2019",2.077
"Oct. 28, 2019",2.076
"Oct. 25, 2019",2.082
"Oct. 24, 2019",2.072
"Oct. 23, 2019",1.997
"Oct. 22, 2019",2.009
"Oct. 21, 2019",1.984
"Oct. 18, 2019",1.96
"Oct. 17, 2019",1.956
"Oct. 16, 2019",1.966
"Oct. 15, 2019",1.957
"Oct. 14, 2019",1.956
"Oct. 11, 2019",1.950
"Oct. 10, 2019",1.949
"Oct. 9, 2019",1.924
"Oct. 8, 2019",1.886
"Oct. 7, 2019",1.903
"Oct. 4, 2019",1.908
"Oct. 3, 2019",1.901
