date,enterprise_value
"March 19, 2020",34.25B
"March 18, 2020",31.82B
"March 17, 2020",36.37B
"March 16, 2020",36.55B
"March 13, 2020",42.19B
"March 12, 2020",40.59B
"March 11, 2020",44.11B
"March 10, 2020",48.70B
"March 9, 2020",47.34B
"March 6, 2020",51.47B
"March 5, 2020",51.85B
"March 4, 2020",56.53B
"March 3, 2020",53.91B
"March 2, 2020",54.06B
"Feb. 28, 2020",52.97B
"Feb. 27, 2020",54.28B
"Feb. 26, 2020",56.24B
"Feb. 25, 2020",57.11B
"Feb. 24, 2020",60.63B
"Feb. 21, 2020",62.33B
"Feb. 20, 2020",61.85B
"Feb. 19, 2020",62.41B
"Feb. 18, 2020",62.84B
"Feb. 14, 2020",63.72B
"Feb. 13, 2020",63.61B
"Feb. 12, 2020",64.44B
"Feb. 11, 2020",64.32B
"Feb. 10, 2020",64.67B
"Feb. 7, 2020",64.67B
"Feb. 6, 2020",64.09B
"Feb. 5, 2020",63.56B
"Feb. 4, 2020",62.89B
"Feb. 3, 2020",61.40B
"Jan. 31, 2020",61.98B
"Jan. 30, 2020",63.41B
"Jan. 29, 2020",63.75B
"Jan. 28, 2020",63.84B
"Jan. 27, 2020",64.07B
"Jan. 24, 2020",64.85B
"Jan. 23, 2020",64.56B
"Jan. 22, 2020",64.34B
"Jan. 21, 2020",64.22B
"Jan. 17, 2020",64.87B
"Jan. 16, 2020",65.14B
"Jan. 15, 2020",64.34B
"Jan. 14, 2020",63.78B
"Jan. 13, 2020",63.71B
"Jan. 10, 2020",63.52B
"Jan. 9, 2020",64.12B
"Jan. 8, 2020",63.78B
"Jan. 7, 2020",63.54B
"Jan. 6, 2020",63.81B
"Jan. 3, 2020",63.89B
"Jan. 2, 2020",62.96B
"Dec. 31, 2019",61.64B
"Dec. 30, 2019",63.43B
"Dec. 27, 2019",63.64B
"Dec. 26, 2019",63.66B
"Dec. 24, 2019",63.20B
"Dec. 23, 2019",63.34B
"Dec. 20, 2019",62.65B
"Dec. 19, 2019",62.29B
"Dec. 18, 2019",61.75B
"Dec. 17, 2019",62.76B
"Dec. 16, 2019",63.18B
"Dec. 13, 2019",62.65B
"Dec. 12, 2019",62.87B
"Dec. 11, 2019",62.77B
"Dec. 10, 2019",62.41B
"Dec. 9, 2019",62.41B
"Dec. 6, 2019",62.60B
"Dec. 5, 2019",61.95B
"Dec. 4, 2019",61.95B
"Dec. 3, 2019",61.64B
"Dec. 2, 2019",61.72B
"Nov. 29, 2019",62.66B
"Nov. 27, 2019",62.97B
"Nov. 26, 2019",62.57B
"Nov. 25, 2019",62.34B
"Nov. 22, 2019",62.37B
"Nov. 21, 2019",62.21B
"Nov. 20, 2019",62.56B
"Nov. 19, 2019",62.85B
"Nov. 18, 2019",63.18B
"Nov. 15, 2019",63.07B
"Nov. 14, 2019",62.46B
"Nov. 13, 2019",62.09B
"Nov. 12, 2019",62.51B
"Nov. 11, 2019",62.26B
"Nov. 8, 2019",62.22B
"Nov. 7, 2019",61.98B
"Nov. 6, 2019",62.08B
"Nov. 5, 2019",61.45B
"Nov. 4, 2019",61.80B
"Nov. 1, 2019",62.29B
"Oct. 31, 2019",61.21B
"Oct. 30, 2019",61.80B
"Oct. 29, 2019",61.05B
"Oct. 28, 2019",61.04B
"Oct. 25, 2019",61.19B
"Oct. 24, 2019",60.93B
"Oct. 23, 2019",58.80B
"Oct. 22, 2019",59.12B
"Oct. 21, 2019",58.43B
"Oct. 18, 2019",57.64B
"Oct. 17, 2019",57.53B
"Oct. 16, 2019",57.82B
"Oct. 15, 2019",57.55B
"Oct. 14, 2019",57.54B
"Oct. 11, 2019",57.36B
"Oct. 10, 2019",57.33B
"Oct. 9, 2019",56.63B
"Oct. 8, 2019",55.55B
"Oct. 7, 2019",56.04B
"Oct. 4, 2019",56.17B
"Oct. 3, 2019",55.97B
"Oct. 2, 2019",55.29B
"Oct. 1, 2019",55.52B
"Sept. 30, 2019",56.65B
"Sept. 27, 2019",57.33B
"Sept. 26, 2019",58.00B
"Sept. 25, 2019",57.87B
"Sept. 24, 2019",57.37B
"Sept. 23, 2019",57.67B
"Sept. 20, 2019",57.17B
"Sept. 19, 2019",58.39B
"Sept. 18, 2019",58.67B
"Sept. 17, 2019",58.86B
"Sept. 16, 2019",59.71B
"Sept. 13, 2019",58.22B
"Sept. 12, 2019",57.87B
"Sept. 11, 2019",56.67B
"Sept. 10, 2019",56.62B
"Sept. 9, 2019",55.63B
"Sept. 6, 2019",55.93B
"Sept. 5, 2019",54.48B
"Sept. 4, 2019",53.96B
"Sept. 3, 2019",53.59B
"Aug. 30, 2019",54.49B
"Aug. 29, 2019",53.77B
"Aug. 28, 2019",52.86B
"Aug. 27, 2019",52.57B
"Aug. 26, 2019",53.50B
"Aug. 23, 2019",53.17B
"Aug. 22, 2019",54.96B
"Aug. 21, 2019",54.43B
"Aug. 20, 2019",54.54B
"Aug. 19, 2019",52.79B
"Aug. 16, 2019",52.52B
"Aug. 15, 2019",52.61B
"Aug. 14, 2019",52.59B
"Aug. 13, 2019",54.02B
"Aug. 12, 2019",54.01B
"Aug. 9, 2019",54.93B
"Aug. 8, 2019",55.32B
"Aug. 7, 2019",54.28B
