date,operating_earning_yield
"March 19, 2020",14.04%
"March 18, 2020",15.13%
"March 17, 2020",13.21%
"March 16, 2020",13.15%
"March 13, 2020",11.37%
"March 12, 2020",11.82%
"March 11, 2020",10.87%
"March 10, 2020",9.84%
"March 9, 2020",10.12%
"March 6, 2020",9.30%
"March 5, 2020",9.23%
"March 4, 2020",8.46%
"March 3, 2020",8.88%
"March 2, 2020",8.85%
"Feb. 28, 2020",9.04%
"Feb. 27, 2020",8.82%
"Feb. 26, 2020",8.51%
"Feb. 25, 2020",8.38%
"Feb. 24, 2020",7.89%
"Feb. 21, 2020",7.67%
"Feb. 20, 2020",7.73%
"Feb. 19, 2020",7.66%
"Feb. 18, 2020",7.61%
"Feb. 14, 2020",7.50%
"Feb. 13, 2020",7.51%
"Feb. 12, 2020",7.41%
"Feb. 11, 2020",7.43%
"Feb. 10, 2020",7.39%
"Feb. 7, 2020",7.39%
"Feb. 6, 2020",7.45%
"Feb. 5, 2020",7.52%
"Feb. 4, 2020",7.60%
"Feb. 3, 2020",7.78%
"Jan. 31, 2020",7.71%
"Jan. 30, 2020",7.53%
"Jan. 29, 2020",7.49%
"Jan. 28, 2020",7.48%
"Jan. 27, 2020",7.46%
"Jan. 24, 2020",7.37%
"Jan. 23, 2020",7.40%
"Jan. 22, 2020",7.43%
"Jan. 21, 2020",7.44%
"Jan. 17, 2020",7.36%
"Jan. 16, 2020",7.33%
"Jan. 15, 2020",7.43%
"Jan. 14, 2020",7.49%
"Jan. 13, 2020",7.50%
"Jan. 10, 2020",7.52%
"Jan. 9, 2020",7.45%
"Jan. 8, 2020",7.49%
"Jan. 7, 2020",7.52%
"Jan. 6, 2020",7.49%
"Jan. 3, 2020",7.48%
"Jan. 2, 2020",7.59%
"Dec. 31, 2019",7.75%
"Dec. 30, 2019",7.60%
"Dec. 27, 2019",7.57%
"Dec. 26, 2019",7.57%
"Dec. 24, 2019",7.62%
"Dec. 23, 2019",7.61%
"Dec. 20, 2019",7.69%
"Dec. 19, 2019",7.74%
"Dec. 18, 2019",7.81%
"Dec. 17, 2019",7.68%
"Dec. 16, 2019",7.63%
"Dec. 13, 2019",7.69%
"Dec. 12, 2019",7.67%
"Dec. 11, 2019",7.68%
"Dec. 10, 2019",7.72%
"Dec. 9, 2019",7.72%
"Dec. 6, 2019",7.70%
"Dec. 5, 2019",7.78%
