date,tobin_q
"Dec. 31, 2019",1.769
"Sept. 30, 2019",1.663
"June 30, 2019",1.521
"March 31, 2019",1.646
"Dec. 31, 2018",1.357
"Sept. 30, 2018",1.997
"June 30, 2018",1.820
"March 31, 2018",2.060
"Dec. 31, 2017",1.778
"Sept. 30, 2017",1.804
"June 30, 2017",1.568
"March 31, 2017",1.525
"Dec. 31, 2016",1.409
"Sept. 30, 2016",1.404
"June 30, 2016",1.439
"March 31, 2016",1.332
"Dec. 31, 2015",1.328
"Sept. 30, 2015",1.197
"June 30, 2015",1.103
"March 31, 2015",1.229
"Dec. 31, 2014",1.227
"Sept. 30, 2014",1.205
"June 30, 2014",1.100
"March 31, 2014",1.175
"Dec. 31, 2013",1.128
"Sept. 30, 2013",0.9487
"June 30, 2013",0.8417
"March 31, 2013",0.7498
"Dec. 31, 2012",0.7594
"Sept. 30, 2012",0.7736
"June 30, 2012",0.8025
"March 31, 2012",0.7449
"Dec. 31, 2011",0.6895
"Sept. 30, 2011",0.6508
"June 30, 2011",0.7745
"March 31, 2011",0.7782
"Dec. 31, 2010",0.7118
"Sept. 30, 2010",0.7331
"June 30, 2010",0.7895
"March 31, 2010",0.8865
"Dec. 31, 2009",0.8243
"Sept. 30, 2009",0.7992
"June 30, 2009",0.7405
"March 31, 2009",0.6647
"Dec. 31, 2008",0.9153
"Sept. 30, 2008",0.9035
"June 30, 2008",0.9632
"March 31, 2008",1.150
"Dec. 31, 2007",1.088
"Sept. 30, 2007",1.142
"June 30, 2007",0.957
"March 31, 2007",0.9527
"Dec. 31, 2006",0.9422
"Sept. 30, 2006",0.9113
"June 30, 2006",0.8719
"March 31, 2006",0.917
"Dec. 31, 2005",0.8107
"Sept. 30, 2005",0.8087
"June 30, 2005",0.8544
"March 31, 2005",0.8446
"Dec. 31, 2004",0.8591
"Sept. 30, 2004",0.8539
"June 30, 2004",0.8146
"March 31, 2004",0.7367
"Dec. 31, 2003",0.7078
"Sept. 30, 2003",0.6693
"June 30, 2003",0.7287
"March 31, 2003",0.6553
"Dec. 31, 2002",0.6995
"Sept. 30, 2002",0.6181
"June 30, 2002",0.7731
"March 31, 2002",0.7689
"Dec. 31, 2001",0.5932
"Sept. 30, 2001",0.649
"June 30, 2001",0.5435
"March 31, 2001",0.6068
"Dec. 31, 2000",0.6157
"Sept. 30, 2000",0.5923
"June 30, 2000",0.4726
"March 31, 2000",0.454
"Dec. 31, 1999",0.5434
"Sept. 30, 1999",0.7974
"June 30, 1999",1.031
"March 31, 1999",0.9149
"Dec. 31, 1998",0.8559
"Sept. 30, 1998",0.8624
"June 30, 1998",0.9204
"March 31, 1998",0.9169
