date,revenues_per_share
"Dec. 31, 2019",28.07
"Sept. 30, 2019",26.65
"June 30, 2019",25.58
"March 31, 2019",23.84
"Dec. 31, 2018",25.85
"Sept. 30, 2018",23.80
"June 30, 2018",23.04
"March 31, 2018",21.70
"Dec. 31, 2017",23.40
"Sept. 30, 2017",21.59
"June 30, 2017",21.51
"March 31, 2017",20.49
"Dec. 31, 2016",21.31
"Sept. 30, 2016",20.35
"June 30, 2016",20.26
"March 31, 2016",19.37
"Dec. 31, 2015",21.18
"Sept. 30, 2015",19.00
"June 30, 2015",19.13
"March 31, 2015",17.14
"Dec. 31, 2014",19.84
"Sept. 30, 2014",17.58
"June 30, 2014",18.18
"March 31, 2014",17.44
"Dec. 31, 2013",18.36
"Sept. 30, 2013",18.07
"June 30, 2013",18.78
"March 31, 2013",17.91
"Dec. 31, 2012",19.48
"Sept. 30, 2012",18.15
"June 30, 2012",17.92
"March 31, 2012",17.53
"Dec. 31, 2011",18.60
"Sept. 30, 2011",17.40
"June 30, 2011",17.36
"March 31, 2011",16.77
"Dec. 31, 2010",18.73
"Sept. 30, 2010",16.75
"June 30, 2010",15.57
"March 31, 2010",15.75
"Dec. 31, 2009",17.17
"Sept. 30, 2009",15.77
"June 30, 2009",15.42
"March 31, 2009",14.56
"Dec. 31, 2008",14.61
"Sept. 30, 2008",13.80
"June 30, 2008",13.65
"March 31, 2008",12.32
"Dec. 31, 2007",13.69
"Sept. 30, 2007",11.78
"June 30, 2007",11.69
"March 31, 2007",10.59
"Dec. 31, 2006",11.33
"Sept. 30, 2006",10.92
"June 30, 2006",11.07
"March 31, 2006",10.38
"Dec. 31, 2005",7.443
"Sept. 30, 2005",11.69
"June 30, 2005",11.84
"March 31, 2005",10.83
"Dec. 31, 2004",12.33
"Sept. 30, 2004",11.04
"June 30, 2004",11.41
"March 31, 2004",11.10
"Dec. 31, 2003",12.19
"Sept. 30, 2003",10.48
"June 30, 2003",10.68
"March 31, 2003",10.22
"Dec. 31, 2002",11.47
"Sept. 30, 2002",10.01
"June 30, 2002",9.919
"March 31, 2002",9.659
"Dec. 31, 2001",11.09
"Sept. 30, 2001",10.45
"June 30, 2001",12.16
"March 31, 2001",11.50
"Dec. 31, 2000",12.71
"Sept. 30, 2000",12.18
"June 30, 2000",12.13
"March 31, 2000",12.49
"Dec. 31, 1999",12.43
"Sept. 30, 1999",12.19
"June 30, 1999",13.28
"March 31, 1999",12.74
"Dec. 31, 1998",9.542
"Sept. 30, 1998",12.10
"June 30, 1998",14.86
"March 31, 1998",13.40
