date,operating_pe_ratio
"March 19, 2020",7.122
"March 18, 2020",6.61
"March 17, 2020",7.569
"March 16, 2020",7.606
"March 13, 2020",8.796
"March 12, 2020",8.459
"March 11, 2020",9.201
"March 10, 2020",10.17
"March 9, 2020",9.881
"March 6, 2020",10.75
"March 5, 2020",10.83
"March 4, 2020",11.82
"March 3, 2020",11.27
"March 2, 2020",11.30
"Feb. 28, 2020",11.07
"Feb. 27, 2020",11.34
"Feb. 26, 2020",11.76
"Feb. 25, 2020",11.94
"Feb. 24, 2020",12.68
"Feb. 21, 2020",13.04
"Feb. 20, 2020",12.94
"Feb. 19, 2020",13.06
"Feb. 18, 2020",13.15
"Feb. 14, 2020",13.34
"Feb. 13, 2020",13.31
"Feb. 12, 2020",13.49
"Feb. 11, 2020",13.46
"Feb. 10, 2020",13.53
"Feb. 7, 2020",13.54
"Feb. 6, 2020",13.41
"Feb. 5, 2020",13.30
"Feb. 4, 2020",13.16
"Feb. 3, 2020",12.85
"Jan. 31, 2020",12.97
"Jan. 30, 2020",13.27
"Jan. 29, 2020",13.34
"Jan. 28, 2020",13.36
"Jan. 27, 2020",13.41
"Jan. 24, 2020",13.57
"Jan. 23, 2020",13.51
"Jan. 22, 2020",13.47
"Jan. 21, 2020",13.44
"Jan. 17, 2020",13.58
"Jan. 16, 2020",13.64
"Jan. 15, 2020",13.47
"Jan. 14, 2020",13.35
"Jan. 13, 2020",13.33
"Jan. 10, 2020",13.29
"Jan. 9, 2020",13.42
"Jan. 8, 2020",13.35
"Jan. 7, 2020",13.30
"Jan. 6, 2020",13.36
"Jan. 3, 2020",13.37
"Jan. 2, 2020",13.18
"Dec. 31, 2019",12.90
"Dec. 30, 2019",13.17
"Dec. 27, 2019",13.21
"Dec. 26, 2019",13.21
"Dec. 24, 2019",13.11
"Dec. 23, 2019",13.15
"Dec. 20, 2019",13.00
"Dec. 19, 2019",12.92
"Dec. 18, 2019",12.80
"Dec. 17, 2019",13.02
"Dec. 16, 2019",13.11
"Dec. 13, 2019",13.00
"Dec. 12, 2019",13.05
"Dec. 11, 2019",13.02
"Dec. 10, 2019",12.95
"Dec. 9, 2019",12.95
"Dec. 6, 2019",12.99
"Dec. 5, 2019",12.85
"Dec. 4, 2019",12.85
"Dec. 3, 2019",12.78
"Dec. 2, 2019",12.80
"Nov. 29, 2019",13.00
"Nov. 27, 2019",13.07
"Nov. 26, 2019",12.98
"Nov. 25, 2019",12.93
"Nov. 22, 2019",12.94
"Nov. 21, 2019",12.90
"Nov. 20, 2019",12.98
"Nov. 19, 2019",13.04
"Nov. 18, 2019",13.11
"Nov. 15, 2019",13.09
"Nov. 14, 2019",12.96
"Nov. 13, 2019",12.88
"Nov. 12, 2019",12.97
"Nov. 11, 2019",12.91
"Nov. 8, 2019",12.90
"Nov. 7, 2019",12.85
"Nov. 6, 2019",12.87
"Nov. 5, 2019",12.74
"Nov. 4, 2019",12.82
"Nov. 1, 2019",12.92
"Oct. 31, 2019",12.69
"Oct. 30, 2019",12.81
"Oct. 29, 2019",12.65
"Oct. 28, 2019",12.65
"Oct. 25, 2019",12.68
"Oct. 24, 2019",12.63
"Oct. 23, 2019",12.17
"Oct. 22, 2019",12.24
"Oct. 21, 2019",12.09
"Oct. 18, 2019",11.94
"Oct. 17, 2019",11.92
"Oct. 16, 2019",11.98
"Oct. 15, 2019",11.92
"Oct. 14, 2019",11.92
"Oct. 11, 2019",11.88
"Oct. 10, 2019",11.87
"Oct. 9, 2019",11.73
"Oct. 8, 2019",11.49
"Oct. 7, 2019",11.60
"Oct. 4, 2019",11.63
"Oct. 3, 2019",11.58
"Oct. 2, 2019",11.44
"Oct. 1, 2019",11.49
"Sept. 30, 2019",11.73
"Sept. 27, 2019",11.82
"Sept. 26, 2019",11.96
"Sept. 25, 2019",11.93
"Sept. 24, 2019",11.82
"Sept. 23, 2019",11.89
"Sept. 20, 2019",11.78
"Sept. 19, 2019",12.05
"Sept. 18, 2019",12.11
"Sept. 17, 2019",12.15
"Sept. 16, 2019",12.33
"Sept. 13, 2019",12.01
"Sept. 12, 2019",11.93
"Sept. 11, 2019",11.67
"Sept. 10, 2019",11.66
"Sept. 9, 2019",11.45
"Sept. 6, 2019",11.51
"Sept. 5, 2019",11.20
"Sept. 4, 2019",11.08
"Sept. 3, 2019",11.00
"Aug. 30, 2019",11.20
"Aug. 29, 2019",11.04
"Aug. 28, 2019",10.84
"Aug. 27, 2019",10.78
"Aug. 26, 2019",10.98
"Aug. 23, 2019",10.91
"Aug. 22, 2019",11.30
"Aug. 21, 2019",11.18
"Aug. 20, 2019",11.21
"Aug. 19, 2019",10.83
"Aug. 16, 2019",10.77
"Aug. 15, 2019",10.79
"Aug. 14, 2019",10.79
"Aug. 13, 2019",11.10
"Aug. 12, 2019",11.09
"Aug. 9, 2019",11.29
"Aug. 8, 2019",11.38
"Aug. 7, 2019",11.15
"Aug. 6, 2019",11.17
"Aug. 5, 2019",10.89
"Aug. 2, 2019",10.83
"Aug. 1, 2019",10.85
"July 31, 2019",11.02
"July 30, 2019",11.24
"July 29, 2019",11.46
"July 26, 2019",11.47
"July 25, 2019",11.64
"July 24, 2019",11.13
"July 23, 2019",10.96
"July 22, 2019",10.91
"July 19, 2019",10.79
"July 18, 2019",10.64
"July 17, 2019",10.77
"July 16, 2019",10.88
"July 15, 2019",10.77
"July 12, 2019",10.83
"July 11, 2019",10.76
"July 10, 2019",10.70
"July 9, 2019",10.57
"July 8, 2019",10.50
"July 5, 2019",10.49
"July 3, 2019",10.48
"July 2, 2019",10.44
"July 1, 2019",10.34
"June 30, 2019",
"June 28, 2019",10.75
"June 27, 2019",11.01
"June 26, 2019",11.05
"June 25, 2019",11.12
"June 24, 2019",11.38
"June 21, 2019",11.33
"June 20, 2019",11.27
"June 19, 2019",11.08
"June 18, 2019",11.13
"June 17, 2019",11.12
"June 14, 2019",10.97
"June 13, 2019",10.95
"June 12, 2019",10.95
"June 11, 2019",10.99
"June 10, 2019",11.58
"June 7, 2019",11.50
"June 6, 2019",11.36
"June 5, 2019",11.28
"June 4, 2019",11.07
"June 3, 2019",10.90
"May 31, 2019",10.79
"May 30, 2019",10.91
"May 29, 2019",10.98
"May 28, 2019",11.04
"May 24, 2019",11.13
"May 23, 2019",11.11
"May 22, 2019",11.17
"May 21, 2019",11.30
"May 20, 2019",11.17
"May 17, 2019",10.95
"May 16, 2019",11.10
"May 15, 2019",10.96
"May 14, 2019",11.00
"May 13, 2019",11.05
"May 10, 2019",11.15
"May 9, 2019",11.13
"May 8, 2019",11.07
"May 7, 2019",11.04
"May 6, 2019",11.17
"May 3, 2019",11.09
"May 2, 2019",10.95
"May 1, 2019",10.91
"April 30, 2019",10.98
"April 29, 2019",10.85
"April 26, 2019",10.97
"April 25, 2019",10.97
"April 24, 2019",11.47
"April 23, 2019",11.60
"April 22, 2019",11.29
"April 18, 2019",11.29
"April 17, 2019",11.17
"April 16, 2019",11.28
