date,days_sales_outstanding
"Dec. 31, 2019",89.93
"Sept. 30, 2019",96.25
"June 30, 2019",96.44
"March 31, 2019",99.24
"Dec. 31, 2018",89.79
"Sept. 30, 2018",95.20
"June 30, 2018",96.70
"March 31, 2018",99.40
"Dec. 31, 2017",93.20
"Sept. 30, 2017",105.81
"June 30, 2017",102.87
"March 31, 2017",99.45
"Dec. 31, 2016",92.09
"Sept. 30, 2016",96.48
"June 30, 2016",91.80
"March 31, 2016",90.01
"Dec. 31, 2015",79.91
"Sept. 30, 2015",88.07
"June 30, 2015",83.77
"March 31, 2015",88.07
"Dec. 31, 2014",76.69
"Sept. 30, 2014",89.23
"June 30, 2014",84.65
"March 31, 2014",83.50
"Dec. 31, 2013",78.64
"Sept. 30, 2013",81.25
"June 30, 2013",74.34
"March 31, 2013",72.57
"Dec. 31, 2012",66.12
"Sept. 30, 2012",74.29
"June 30, 2012",75.32
"March 31, 2012",71.95
"Dec. 31, 2011",67.58
"Sept. 30, 2011",74.23
"June 30, 2011",72.82
"March 31, 2011",70.47
"Dec. 31, 2010",60.06
"Sept. 30, 2010",66.91
"June 30, 2010",72.16
"March 31, 2010",70.46
"Dec. 31, 2009",60.26
"Sept. 30, 2009",65.68
"June 30, 2009",67.02
"March 31, 2009",67.58
"Dec. 31, 2008",66.16
"Sept. 30, 2008",35.78
"June 30, 2008",33.49
"March 31, 2008",70.23
"Dec. 31, 2007",61.55
"Sept. 30, 2007",71.21
"June 30, 2007",70.59
"March 31, 2007",74.17
"Dec. 31, 2006",70.21
"Sept. 30, 2006",76.93
"June 30, 2006",75.43
"March 31, 2006",75.71
"Dec. 31, 2005",106.05
"Sept. 30, 2005",70.41
"June 30, 2005",71.17
"March 31, 2005",76.88
"Dec. 31, 2004",58.51
"Sept. 30, 2004",62.90
"June 30, 2004",68.21
"March 31, 2004",74.88
"Dec. 31, 2003",67.84
"Sept. 30, 2003",81.90
"June 30, 2003",84.75
"March 31, 2003",85.33
"Dec. 31, 2002",74.47
"Sept. 30, 2002",88.55
"June 30, 2002",89.22
"March 31, 2002",89.45
"Dec. 31, 2001",43.61
"Sept. 30, 2001",61.37
"June 30, 2001",94.64
"March 31, 2001",103.07
"Dec. 31, 2000",100.83
"Sept. 30, 2000",112.00
"June 30, 2000",114.84
"March 31, 2000",112.68
"Dec. 31, 1999",65.00
"Sept. 30, 1999",18.79
"June 30, 1999",17.97
"March 31, 1999",66.94
"Dec. 31, 1998",89.30
"Sept. 30, 1998",18.73
"June 30, 1998",17.99
