date,eps_est_0y
"March 2, 2020",12.64
"Feb. 13, 2020",12.67
"Feb. 10, 2020",12.67
"Feb. 5, 2020",12.75
"Feb. 4, 2020",12.74
"Feb. 3, 2020",12.76
"Feb. 2, 2020",12.82
"Jan. 31, 2020",12.85
"Jan. 30, 2020",12.93
"Jan. 23, 2020",13.01
"Jan. 15, 2020",13.03
"Dec. 31, 2019",11.87
"Nov. 4, 2019",11.85
"Oct. 29, 2019",11.85
"Oct. 28, 2019",11.84
"Oct. 27, 2019",11.84
"Oct. 25, 2019",11.85
"Oct. 24, 2019",11.80
"Oct. 18, 2019",11.75
"Oct. 15, 2019",11.65
"Oct. 14, 2019",11.65
"Oct. 3, 2019",11.65
"Aug. 21, 2019",11.65
"Aug. 8, 2019",11.64
"July 30, 2019",11.74
"July 29, 2019",11.72
"July 28, 2019",11.71
"July 26, 2019",11.71
"July 25, 2019",11.67
"July 24, 2019",11.62
"July 22, 2019",11.59
"July 16, 2019",11.48
"July 15, 2019",11.48
"July 10, 2019",11.48
"June 10, 2019",11.48
"June 4, 2019",11.52
"June 3, 2019",11.54
"May 20, 2019",11.66
"May 5, 2019",11.66
"April 30, 2019",11.66
"April 29, 2019",11.66
"April 26, 2019",11.66
"April 25, 2019",11.63
"April 23, 2019",11.63
"April 17, 2019",11.60
"April 16, 2019",11.60
"April 15, 2019",11.60
"April 8, 2019",11.60
"April 3, 2019",11.60
"Feb. 20, 2019",11.61
"Feb. 14, 2019",11.61
"Feb. 12, 2019",11.61
"Feb. 11, 2019",11.63
"Feb. 3, 2019",11.63
"Feb. 2, 2019",11.63
"Feb. 1, 2019",11.64
"Jan. 31, 2019",11.63
"Jan. 23, 2019",11.85
"Jan. 22, 2019",11.87
"Jan. 18, 2019",11.86
"Jan. 14, 2019",11.76
"Jan. 12, 2019",11.76
"Jan. 9, 2019",11.76
"Dec. 31, 2018",10.12
"Nov. 14, 2018",10.09
"Nov. 2, 2018",10.09
"Oct. 29, 2018",10.11
"Oct. 26, 2018",10.11
"Oct. 25, 2018",10.10
"Oct. 19, 2018",9.947
"Oct. 16, 2018",9.944
"Oct. 13, 2018",9.947
"Sept. 24, 2018",9.95
"Sept. 13, 2018",9.945
"Aug. 25, 2018",9.951
"Aug. 23, 2018",9.946
"Aug. 13, 2018",9.951
"Aug. 10, 2018",9.939
"Aug. 7, 2018",9.939
"Aug. 3, 2018",9.864
"July 30, 2018",9.854
"July 27, 2018",9.863
"July 26, 2018",9.739
"July 24, 2018",9.804
"July 11, 2018",9.818
"June 11, 2018",9.817
"June 5, 2018",9.819
"May 22, 2018",9.828
"May 14, 2018",9.818
"May 11, 2018",9.828
"May 7, 2018",9.820
"April 30, 2018",9.910
"April 27, 2018",9.905
"April 26, 2018",9.805
"April 16, 2018",9.688
"April 11, 2018",9.682
"April 10, 2018",9.672
"April 9, 2018",9.672
"April 6, 2018",9.666
"March 28, 2018",9.664
"March 26, 2018",9.661
"March 2, 2018",9.667
"March 1, 2018",9.660
"Feb. 23, 2018",9.706
"Feb. 5, 2018",9.712
"Feb. 1, 2018",9.713
"Jan. 30, 2018",9.706
"Jan. 29, 2018",9.704
"Jan. 26, 2018",9.692
"Jan. 25, 2018",9.624
"Jan. 23, 2018",8.713
"Jan. 22, 2018",8.628
"Jan. 19, 2018",8.591
"Jan. 16, 2018",8.568
"Jan. 12, 2018",8.359
"Jan. 8, 2018",8.252
"Jan. 5, 2018",8.282
