date,three_year_return
"March 19, 2020",-22.70%
"March 18, 2020",-28.26%
"March 17, 2020",-17.85%
"March 16, 2020",-15.67%
"March 13, 2020",-3.08%
"March 12, 2020",-6.65%
"March 11, 2020",1.54%
"March 10, 2020",12.20%
"March 9, 2020",9.21%
"March 6, 2020",19.46%
"March 5, 2020",20.01%
"March 4, 2020",30.95%
"March 3, 2020",24.83%
"March 2, 2020",24.73%
"Feb. 28, 2020",22.32%
"Feb. 27, 2020",24.82%
"Feb. 26, 2020",30.51%
"Feb. 25, 2020",32.53%
"Feb. 24, 2020",40.77%
"Feb. 21, 2020",44.25%
"Feb. 20, 2020",44.21%
"Feb. 19, 2020",45.54%
"Feb. 18, 2020",46.54%
"Feb. 14, 2020",50.10%
"Feb. 13, 2020",49.33%
"Feb. 12, 2020",53.14%
"Feb. 11, 2020",52.84%
"Feb. 10, 2020",53.68%
"Feb. 7, 2020",55.69%
"Feb. 6, 2020",54.88%
"Feb. 5, 2020",54.29%
"Feb. 4, 2020",52.64%
"Feb. 3, 2020",49.00%
"Jan. 31, 2020",53.26%
"Jan. 30, 2020",55.34%
"Jan. 29, 2020",55.83%
"Jan. 28, 2020",56.03%
"Jan. 27, 2020",56.61%
"Jan. 24, 2020",56.26%
"Jan. 23, 2020",56.57%
"Jan. 22, 2020",56.16%
"Jan. 21, 2020",55.87%
"Jan. 17, 2020",59.43%
"Jan. 16, 2020",59.13%
"Jan. 15, 2020",57.14%
"Jan. 14, 2020",55.76%
"Jan. 13, 2020",55.59%
"Jan. 10, 2020",54.48%
"Jan. 9, 2020",54.30%
"Jan. 8, 2020",53.42%
"Jan. 7, 2020",52.84%
"Jan. 6, 2020",53.51%
"Jan. 3, 2020",56.87%
"Jan. 2, 2020",58.08%
"Dec. 31, 2019",54.75%
"Dec. 30, 2019",55.06%
"Dec. 27, 2019",54.43%
"Dec. 26, 2019",54.24%
"Dec. 24, 2019",53.07%
"Dec. 23, 2019",53.43%
"Dec. 20, 2019",51.16%
"Dec. 19, 2019",51.15%
"Dec. 18, 2019",51.01%
"Dec. 17, 2019",53.57%
"Dec. 16, 2019",54.63%
"Dec. 13, 2019",52.66%
"Dec. 12, 2019",51.72%
"Dec. 11, 2019",48.89%
"Dec. 10, 2019",48.00%
"Dec. 9, 2019",48.00%
"Dec. 6, 2019",45.66%
"Dec. 5, 2019",44.15%
"Dec. 4, 2019",43.32%
"Dec. 3, 2019",42.59%
"Dec. 2, 2019",42.78%
"Nov. 29, 2019",44.43%
"Nov. 27, 2019",47.12%
"Nov. 26, 2019",46.15%
"Nov. 25, 2019",45.60%
"Nov. 22, 2019",46.45%
"Nov. 21, 2019",47.71%
"Nov. 20, 2019",48.64%
"Nov. 19, 2019",49.34%
"Nov. 18, 2019",50.16%
"Nov. 15, 2019",48.60%
"Nov. 14, 2019",44.73%
"Nov. 13, 2019",45.27%
"Nov. 12, 2019",46.28%
"Nov. 11, 2019",45.69%
"Nov. 8, 2019",58.11%
"Nov. 7, 2019",58.19%
"Nov. 6, 2019",61.94%
"Nov. 5, 2019",60.25%
"Nov. 4, 2019",61.19%
"Nov. 1, 2019",59.97%
"Oct. 31, 2019",55.34%
"Oct. 30, 2019",56.22%
"Oct. 29, 2019",54.28%
"Oct. 28, 2019",54.25%
"Oct. 25, 2019",51.81%
"Oct. 24, 2019",53.43%
"Oct. 23, 2019",48.87%
"Oct. 22, 2019",49.72%
"Oct. 21, 2019",47.91%
"Oct. 18, 2019",45.14%
"Oct. 17, 2019",45.21%
"Oct. 16, 2019",45.90%
"Oct. 15, 2019",45.21%
"Oct. 14, 2019",45.17%
"Oct. 11, 2019",45.80%
"Oct. 10, 2019",44.65%
"Oct. 9, 2019",43.38%
"Oct. 8, 2019",40.53%
"Oct. 7, 2019",41.82%
"Oct. 4, 2019",41.76%
"Oct. 3, 2019",41.24%
"Oct. 2, 2019",40.51%
"Oct. 1, 2019",41.14%
"Sept. 30, 2019",44.12%
"Sept. 27, 2019",40.55%
"Sept. 26, 2019",42.87%
"Sept. 25, 2019",42.49%
"Sept. 24, 2019",41.17%
"Sept. 23, 2019",41.97%
"Sept. 20, 2019",41.60%
"Sept. 19, 2019",44.96%
"Sept. 18, 2019",46.47%
"Sept. 17, 2019",46.98%
"Sept. 16, 2019",49.21%
"Sept. 13, 2019",44.90%
"Sept. 12, 2019",44.21%
"Sept. 11, 2019",41.92%
"Sept. 10, 2019",41.81%
"Sept. 9, 2019",39.19%
"Sept. 6, 2019",34.92%
"Sept. 5, 2019",32.21%
"Sept. 4, 2019",30.88%
"Sept. 3, 2019",29.94%
"Aug. 30, 2019",32.04%
"Aug. 29, 2019",29.23%
"Aug. 28, 2019",27.32%
"Aug. 27, 2019",26.59%
"Aug. 26, 2019",28.95%
"Aug. 23, 2019",27.87%
"Aug. 22, 2019",31.08%
"Aug. 21, 2019",29.87%
"Aug. 20, 2019",30.13%
"Aug. 19, 2019",25.75%
"Aug. 16, 2019",26.19%
"Aug. 15, 2019",25.26%
"Aug. 14, 2019",25.46%
"Aug. 13, 2019",29.07%
"Aug. 12, 2019",29.03%
"Aug. 9, 2019",33.35%
"Aug. 8, 2019",34.51%
"Aug. 7, 2019",31.10%
"Aug. 6, 2019",31.31%
"Aug. 5, 2019",27.98%
"Aug. 2, 2019",26.96%
"Aug. 1, 2019",28.05%
"July 31, 2019",30.65%
"July 30, 2019",33.32%
"July 29, 2019",35.94%
"July 26, 2019",40.18%
"July 25, 2019",42.10%
"July 24, 2019",35.83%
"July 23, 2019",33.72%
"July 22, 2019",33.16%
"July 19, 2019",29.43%
"July 18, 2019",27.59%
"July 17, 2019",28.54%
"July 16, 2019",29.85%
"July 15, 2019",28.46%
"July 12, 2019",29.50%
"July 11, 2019",27.94%
"July 10, 2019",27.81%
"July 9, 2019",26.32%
"July 8, 2019",25.47%
"July 5, 2019",27.03%
"July 3, 2019",28.65%
"July 2, 2019",28.17%
"July 1, 2019",26.86%
"June 28, 2019",30.75%
"June 27, 2019",32.09%
"June 26, 2019",31.65%
"June 25, 2019",32.43%
"June 24, 2019",35.56%
"June 21, 2019",36.07%
"June 20, 2019",35.12%
"June 19, 2019",32.99%
"June 18, 2019",33.66%
"June 17, 2019",33.53%
"June 14, 2019",30.63%
"June 13, 2019",31.29%
"June 12, 2019",29.52%
"June 11, 2019",29.97%
"June 10, 2019",36.98%
"June 7, 2019",38.23%
"June 6, 2019",37.24%
"June 5, 2019",36.21%
"June 4, 2019",33.77%
"June 3, 2019",31.63%
"May 31, 2019",34.57%
"May 30, 2019",35.49%
"May 29, 2019",36.35%
"May 28, 2019",37.11%
"May 24, 2019",38.41%
"May 23, 2019",39.47%
"May 22, 2019",39.58%
"May 21, 2019",41.20%
"May 20, 2019",39.69%
"May 17, 2019",36.38%
"May 16, 2019",36.63%
"May 15, 2019",36.04%
"May 14, 2019",36.51%
"May 13, 2019",37.06%
"May 10, 2019",36.59%
"May 9, 2019",38.19%
"May 8, 2019",38.64%
"May 7, 2019",38.28%
"May 6, 2019",39.94%
"May 3, 2019",42.17%
"May 2, 2019",39.25%
"May 1, 2019",39.56%
"April 30, 2019",40.55%
"April 29, 2019",38.84%
"April 26, 2019",38.39%
"April 25, 2019",41.33%
"April 24, 2019",46.72%
"April 23, 2019",48.40%
"April 22, 2019",44.38%
"April 18, 2019",44.43%
"April 17, 2019",43.76%
"April 16, 2019",45.10%
"April 15, 2019",45.42%
"April 12, 2019",46.31%
"April 11, 2019",45.23%
"April 10, 2019",41.26%
"April 9, 2019",41.61%
"April 8, 2019",43.66%
"April 5, 2019",42.53%
"April 4, 2019",42.45%
"April 3, 2019",43.93%
"April 2, 2019",50.78%
"April 1, 2019",49.93%
"March 29, 2019",48.70%
"March 28, 2019",47.86%
"March 27, 2019",46.25%
"March 26, 2019",47.14%
"March 25, 2019",46.91%
"March 22, 2019",45.42%
"March 21, 2019",47.24%
"March 20, 2019",44.64%
"March 19, 2019",44.76%
"March 18, 2019",44.81%
"March 15, 2019",45.00%
"March 14, 2019",47.99%
"March 13, 2019",47.98%
"March 12, 2019",46.66%
"March 11, 2019",48.43%
"March 8, 2019",47.50%
"March 7, 2019",47.12%
"March 6, 2019",45.20%
"March 5, 2019",46.03%
"March 4, 2019",46.89%
"March 1, 2019",49.25%
"Feb. 28, 2019",49.82%
"Feb. 27, 2019",48.91%
"Feb. 26, 2019",48.81%
"Feb. 25, 2019",48.98%
"Feb. 22, 2019",49.88%
"Feb. 21, 2019",50.02%
"Feb. 20, 2019",51.57%
"Feb. 19, 2019",49.41%
"Feb. 15, 2019",53.53%
"Feb. 14, 2019",50.64%
"Feb. 13, 2019",50.48%
"Feb. 12, 2019",50.63%
"Feb. 11, 2019",45.55%
"Feb. 8, 2019",39.79%
"Feb. 7, 2019",39.03%
"Feb. 6, 2019",38.23%
"Feb. 5, 2019",38.95%
"Feb. 4, 2019",38.15%
"Feb. 1, 2019",32.19%
"Jan. 31, 2019",28.48%
"Jan. 30, 2019",33.70%
"Jan. 29, 2019",33.52%
"Jan. 28, 2019",38.03%
"Jan. 25, 2019",41.36%
"Jan. 24, 2019",40.45%
"Jan. 23, 2019",39.50%
"Jan. 22, 2019",38.25%
"Jan. 18, 2019",37.51%
"Jan. 17, 2019",35.37%
"Jan. 16, 2019",32.50%
"Jan. 15, 2019",33.13%
"Jan. 14, 2019",32.07%
"Jan. 11, 2019",28.85%
"Jan. 10, 2019",31.03%
"Jan. 9, 2019",29.67%
"Jan. 8, 2019",29.08%
"Jan. 7, 2019",26.31%
"Jan. 4, 2019",25.39%
"Jan. 3, 2019",20.28%
"Jan. 2, 2019",23.78%
"Dec. 31, 2018",23.14%
"Dec. 28, 2018",21.14%
"Dec. 27, 2018",21.60%
"Dec. 26, 2018",18.37%
"Dec. 24, 2018",16.14%
"Dec. 21, 2018",20.23%
"Dec. 20, 2018",26.01%
"Dec. 19, 2018",29.50%
"Dec. 18, 2018",31.50%
"Dec. 17, 2018",30.18%
"Dec. 14, 2018",34.46%
"Dec. 13, 2018",36.63%
"Dec. 12, 2018",36.14%
"Dec. 11, 2018",35.52%
"Dec. 10, 2018",34.39%
"Dec. 7, 2018",29.86%
"Dec. 6, 2018",35.31%
"Dec. 4, 2018",33.30%
"Dec. 3, 2018",40.76%
"Nov. 30, 2018",41.37%
"Nov. 29, 2018",36.90%
"Nov. 28, 2018",36.93%
"Nov. 27, 2018",35.40%
"Nov. 26, 2018",38.47%
"Nov. 23, 2018",36.93%
"Nov. 21, 2018",35.61%
"Nov. 20, 2018",36.98%
"Nov. 19, 2018",40.03%
"Nov. 16, 2018",49.11%
"Nov. 15, 2018",56.25%
"Nov. 14, 2018",54.01%
"Nov. 13, 2018",54.05%
"Nov. 12, 2018",53.99%
"Nov. 9, 2018",60.41%
"Nov. 8, 2018",58.76%
"Nov. 7, 2018",59.33%
"Nov. 6, 2018",57.18%
"Nov. 5, 2018",53.64%
"Nov. 2, 2018",53.00%
"Nov. 1, 2018",54.03%
"Oct. 31, 2018",49.10%
"Oct. 30, 2018",47.48%
"Oct. 29, 2018",41.73%
"Oct. 26, 2018",51.28%
"Oct. 25, 2018",49.89%
"Oct. 24, 2018",54.63%
"Oct. 23, 2018",62.50%
"Oct. 22, 2018",62.94%
"Oct. 19, 2018",69.20%
"Oct. 18, 2018",72.20%
"Oct. 17, 2018",73.51%
"Oct. 16, 2018",76.03%
"Oct. 15, 2018",71.77%
"Oct. 12, 2018",70.68%
"Oct. 11, 2018",71.35%
"Oct. 10, 2018",77.28%
"Oct. 9, 2018",83.55%
"Oct. 8, 2018",85.24%
"Oct. 5, 2018",88.31%
"Oct. 4, 2018",93.20%
"Oct. 3, 2018",92.05%
"Oct. 2, 2018",93.04%
"Oct. 1, 2018",90.88%
"Sept. 28, 2018",95.53%
"Sept. 27, 2018",94.23%
"Sept. 26, 2018",93.57%
"Sept. 25, 2018",93.51%
"Sept. 24, 2018",90.24%
"Sept. 21, 2018",93.97%
"Sept. 20, 2018",92.07%
"Sept. 19, 2018",96.24%
"Sept. 18, 2018",98.85%
"Sept. 17, 2018",92.52%
"Sept. 14, 2018",92.64%
"Sept. 13, 2018",88.50%
"Sept. 12, 2018",86.17%
"Sept. 11, 2018",85.40%
"Sept. 10, 2018",87.78%
"Sept. 7, 2018",94.79%
"Sept. 6, 2018",96.57%
"Sept. 5, 2018",92.51%
"Sept. 4, 2018",92.81%
"Aug. 31, 2018",94.46%
"Aug. 30, 2018",91.05%
"Aug. 29, 2018",91.90%
"Aug. 28, 2018",91.91%
"Aug. 27, 2018",91.68%
"Aug. 24, 2018",96.16%
"Aug. 23, 2018",88.76%
"Aug. 22, 2018",89.93%
"Aug. 21, 2018",91.07%
"Aug. 20, 2018",86.22%
"Aug. 17, 2018",81.30%
"Aug. 16, 2018",80.76%
"Aug. 15, 2018",77.50%
"Aug. 14, 2018",79.89%
"Aug. 13, 2018",79.66%
"Aug. 10, 2018",79.43%
"Aug. 9, 2018",80.21%
"Aug. 8, 2018",81.51%
"Aug. 7, 2018",81.39%
"Aug. 6, 2018",79.31%
"Aug. 3, 2018",79.80%
"Aug. 2, 2018",80.74%
"Aug. 1, 2018",80.91%
"July 31, 2018",81.53%
"July 30, 2018",76.10%
"July 27, 2018",88.02%
"July 26, 2018",85.21%
"July 25, 2018",90.14%
"July 24, 2018",89.60%
"July 23, 2018",90.59%
"July 20, 2018",101.9%
"July 19, 2018",101.6%
"July 18, 2018",101.7%
"July 17, 2018",100.5%
"July 16, 2018",98.60%
"July 13, 2018",98.74%
"July 12, 2018",100.1%
"July 11, 2018",96.57%
"July 10, 2018",98.47%
"July 9, 2018",100.1%
"July 6, 2018",100.1%
"July 5, 2018",102.6%
"July 3, 2018",104.1%
"July 2, 2018",103.4%
"June 29, 2018",101.4%
"June 28, 2018",97.28%
"June 27, 2018",96.89%
"June 26, 2018",98.28%
"June 25, 2018",96.99%
"June 22, 2018",92.13%
"June 21, 2018",93.54%
"June 20, 2018",95.25%
"June 19, 2018",95.43%
"June 18, 2018",100.1%
"June 15, 2018",101.0%
"June 14, 2018",99.35%
"June 13, 2018",102.1%
"June 12, 2018",103.2%
"June 11, 2018",108.1%
"June 8, 2018",112.3%
"June 7, 2018",109.5%
"June 6, 2018",109.8%
"June 5, 2018",110.1%
"June 4, 2018",111.2%
"June 1, 2018",104.2%
"May 31, 2018",102.9%
"May 30, 2018",105.6%
"May 29, 2018",102.4%
"May 25, 2018",98.00%
"May 24, 2018",100.5%
"May 23, 2018",97.88%
"May 22, 2018",94.69%
"May 21, 2018",99.00%
"May 18, 2018",97.16%
"May 17, 2018",96.80%
"May 16, 2018",96.37%
"May 15, 2018",95.66%
"May 14, 2018",94.34%
"May 11, 2018",100.3%
"May 10, 2018",99.09%
"May 9, 2018",98.74%
"May 8, 2018",97.02%
"May 7, 2018",95.12%
"May 4, 2018",90.36%
"May 3, 2018",91.79%
"May 2, 2018",91.36%
"May 1, 2018",92.31%
"April 30, 2018",97.06%
"April 27, 2018",89.06%
"April 26, 2018",94.80%
"April 25, 2018",97.22%
"April 24, 2018",101.9%
"April 23, 2018",110.2%
"April 20, 2018",111.5%
"April 19, 2018",111.7%
"April 18, 2018",110.8%
"April 17, 2018",110.8%
"April 16, 2018",106.6%
"April 13, 2018",104.4%
"April 12, 2018",100.9%
"April 11, 2018",98.61%
"April 10, 2018",98.35%
"April 9, 2018",97.45%
"April 6, 2018",97.81%
"April 5, 2018",102.3%
"April 4, 2018",100.1%
"April 3, 2018",97.35%
"April 2, 2018",95.44%
"March 29, 2018",96.32%
"March 28, 2018",91.99%
"March 27, 2018",95.68%
"March 26, 2018",101.1%
"March 23, 2018",90.98%
"March 22, 2018",86.04%
"March 21, 2018",89.93%
"March 20, 2018",89.55%
"March 19, 2018",90.31%
"March 16, 2018",91.68%
"March 15, 2018",95.81%
"March 14, 2018",95.56%
"March 13, 2018",97.73%
"March 12, 2018",96.46%
"March 9, 2018",101.0%
"March 8, 2018",103.5%
"March 7, 2018",103.7%
"March 6, 2018",102.7%
"March 5, 2018",101.0%
"March 2, 2018",94.46%
"March 1, 2018",94.32%
"Feb. 28, 2018",99.97%
"Feb. 27, 2018",101.5%
"Feb. 26, 2018",102.4%
"Feb. 23, 2018",99.02%
"Feb. 22, 2018",97.80%
"Feb. 21, 2018",98.20%
"Feb. 20, 2018",98.88%
"Feb. 16, 2018",103.4%
"Feb. 15, 2018",103.8%
"Feb. 14, 2018",98.62%
"Feb. 13, 2018",95.77%
"Feb. 12, 2018",93.22%
"Feb. 9, 2018",91.59%
"Feb. 8, 2018",84.96%
"Feb. 7, 2018",90.15%
"Feb. 6, 2018",87.18%
"Feb. 5, 2018",85.71%
"Feb. 2, 2018",100.0%
"Feb. 1, 2018",110.7%
