date,eps_est_0q
"March 2, 2020",2.808
"Feb. 13, 2020",2.811
"Feb. 10, 2020",2.811
"Feb. 5, 2020",2.805
"Feb. 3, 2020",2.804
"Feb. 2, 2020",2.833
"Jan. 31, 2020",2.841
"Jan. 30, 2020",2.942
"Jan. 27, 2020",2.968
"Jan. 23, 2020",2.968
"Dec. 31, 2019",3.111
"Nov. 4, 2019",3.096
"Oct. 29, 2019",3.099
"Oct. 28, 2019",3.100
"Oct. 27, 2019",3.110
"Oct. 25, 2019",3.122
"Oct. 24, 2019",3.199
"Oct. 18, 2019",3.198
"Oct. 15, 2019",3.175
"Oct. 14, 2019",3.173
"Oct. 9, 2019",3.171
"Oct. 3, 2019",3.171
"Sept. 30, 2019",2.841
"Sept. 16, 2019",2.823
"Sept. 13, 2019",2.823
"Aug. 8, 2019",2.827
"July 30, 2019",2.843
"July 29, 2019",2.865
"July 28, 2019",2.868
"July 26, 2019",2.876
"July 25, 2019",2.896
"July 22, 2019",2.913
"July 16, 2019",2.883
"July 10, 2019",2.883
"June 30, 2019",2.662
"June 24, 2019",2.631
"June 10, 2019",2.631
"June 3, 2019",2.636
"May 23, 2019",2.664
"May 20, 2019",2.661
"May 13, 2019",2.674
"May 5, 2019",2.684
"April 29, 2019",2.697
"April 26, 2019",2.715
"April 25, 2019",2.851
"April 17, 2019",2.870
"April 16, 2019",2.870
"April 8, 2019",2.873
"April 3, 2019",2.876
"March 31, 2019",2.480
"Feb. 20, 2019",2.493
"Feb. 14, 2019",2.492
"Feb. 3, 2019",2.492
"Feb. 2, 2019",2.499
"Feb. 1, 2019",2.512
"Jan. 31, 2019",2.58
"Jan. 18, 2019",2.685
"Jan. 12, 2019",2.685
"Jan. 10, 2019",2.686
"Jan. 9, 2019",2.687
"Dec. 31, 2018",2.896
"Nov. 14, 2018",2.862
"Nov. 2, 2018",2.862
"Oct. 29, 2018",2.881
"Oct. 26, 2018",2.887
"Oct. 25, 2018",2.931
"Oct. 17, 2018",3.002
"Oct. 16, 2018",3.001
"Oct. 13, 2018",3.005
"Sept. 30, 2018",1.969
"Sept. 24, 2018",2.146
"Sept. 13, 2018",2.196
"Aug. 23, 2018",2.147
"Aug. 16, 2018",2.204
"Aug. 13, 2018",2.227
"Aug. 10, 2018",2.255
"Aug. 7, 2018",2.276
"Aug. 6, 2018",2.245
"July 27, 2018",2.296
"July 26, 2018",2.411
"July 24, 2018",2.514
"July 12, 2018",2.519
"June 30, 2018",2.353
"May 11, 2018",2.331
"May 7, 2018",2.324
"May 1, 2018",2.347
"April 30, 2018",2.352
"April 27, 2018",2.354
"April 26, 2018",2.341
"April 11, 2018",2.385
"April 10, 2018",2.382
"April 6, 2018",2.383
"March 31, 2018",2.106
"March 28, 2018",2.096
"March 26, 2018",2.096
"March 2, 2018",2.107
"Feb. 23, 2018",2.104
"Feb. 1, 2018",2.085
"Jan. 29, 2018",2.087
"Jan. 26, 2018",2.088
"Jan. 25, 2018",2.096
"Jan. 23, 2018",2.020
"Jan. 16, 2018",1.994
"Jan. 12, 2018",1.909
