date,ebitda_margin_ttm
"Dec. 31, 2019",16.35%
"Sept. 30, 2019",16.12%
"June 30, 2019",15.02%
"March 31, 2019",14.77%
"Dec. 31, 2018",14.41%
"Sept. 30, 2018",14.37%
"June 30, 2018",15.35%
"March 31, 2018",15.32%
"Dec. 31, 2017",15.26%
"Sept. 30, 2017",15.53%
"June 30, 2017",15.56%
"March 31, 2017",16.33%
"Dec. 31, 2016",15.88%
"Sept. 30, 2016",15.81%
"June 30, 2016",15.35%
"March 31, 2016",14.07%
"Dec. 31, 2015",15.28%
"Sept. 30, 2015",15.29%
"June 30, 2015",15.74%
"March 31, 2015",16.32%
"Dec. 31, 2014",15.92%
"Sept. 30, 2014",15.44%
"June 30, 2014",15.20%
"March 31, 2014",14.94%
"Dec. 31, 2013",14.39%
"Sept. 30, 2013",14.10%
"June 30, 2013",14.11%
"March 31, 2013",14.09%
"Dec. 31, 2012",14.07%
"Sept. 30, 2012",14.60%
"June 30, 2012",14.22%
"March 31, 2012",13.81%
"Dec. 31, 2011",13.21%
"Sept. 30, 2011",12.51%
"June 30, 2011",12.58%
"March 31, 2011",11.35%
"Dec. 31, 2010",11.82%
"Sept. 30, 2010",12.08%
"June 30, 2010",12.17%
"March 31, 2010",13.82%
"Dec. 31, 2009",13.89%
"Sept. 30, 2009",13.65%
"June 30, 2009",13.46%
"March 31, 2009",13.20%
"Dec. 31, 2008",13.12%
"Sept. 30, 2008",13.28%
"June 30, 2008",13.25%
"March 31, 2008",13.16%
"Dec. 31, 2007",12.99%
"Sept. 30, 2007",13.65%
"June 30, 2007",13.11%
"March 31, 2007",12.66%
"Dec. 31, 2006",12.30%
"Sept. 30, 2006",11.18%
"June 30, 2006",10.80%
"March 31, 2006",10.45%
"Dec. 31, 2005",10.10%
"Sept. 30, 2005",7.98%
"June 30, 2005",7.87%
"March 31, 2005",7.62%
"Dec. 31, 2004",7.07%
"Sept. 30, 2004",9.26%
"June 30, 2004",8.46%
"March 31, 2004",8.84%
"Dec. 31, 2003",9.34%
"Sept. 30, 2003",8.78%
"June 30, 2003",10.54%
"March 31, 2003",11.13%
"Dec. 31, 2002",11.56%
"Sept. 30, 2002",13.24%
"June 30, 2002",8.72%
"March 31, 2002",8.65%
"Dec. 31, 2001",8.93%
"Sept. 30, 2001",9.01%
"June 30, 2001",13.82%
"March 31, 2001",13.91%
"Dec. 31, 2000",13.65%
"Sept. 30, 2000",12.90%
"June 30, 2000",10.68%
"March 31, 2000",11.86%
"Dec. 31, 1999",13.32%
"Sept. 30, 1999",16.30%
"June 30, 1999",18.05%
"March 31, 1999",17.16%
"Dec. 31, 1998",16.75%
