date,cash_operations_ttm
"Dec. 31, 2019",4.48B
"Sept. 30, 2019",4.121B
"June 30, 2019",2.40B
"March 31, 2019",2.733B
"Dec. 31, 2018",3.428B
"Sept. 30, 2018",2.619B
"June 30, 2018",3.444B
"March 31, 2018",3.07B
"Dec. 31, 2017",2.745B
"Sept. 30, 2017",2.263B
"June 30, 2017",2.522B
"March 31, 2017",2.485B
"Dec. 31, 2016",2.852B
"Sept. 30, 2016",2.537B
"June 30, 2016",2.998B
"March 31, 2016",2.629B
"Dec. 31, 2015",2.359B
"Sept. 30, 2015",2.447B
"June 30, 2015",1.77B
"March 31, 2015",1.569B
"Dec. 31, 2014",2.184B
"Sept. 30, 2014",2.371B
"June 30, 2014",2.843B
"March 31, 2014",2.626B
"Dec. 31, 2013",2.378B
"Sept. 30, 2013",2.265B
"June 30, 2013",2.48B
"March 31, 2013",2.265B
"Dec. 31, 2012",1.957B
"Sept. 30, 2012",2.287B
"June 30, 2012",2.037B
"March 31, 2012",2.207B
"Dec. 31, 2011",2.107B
"Sept. 30, 2011",1.654B
"June 30, 2011",1.211B
"March 31, 2011",1.698B
"Dec. 31, 2010",1.942B
"Sept. 30, 2010",2.146B
"June 30, 2010",2.47B
"March 31, 2010",2.579B
"Dec. 31, 2009",2.725B
"Sept. 30, 2009",2.10B
"June 30, 2009",2.111B
"March 31, 2009",2.363B
"Dec. 31, 2008",2.015B
"Sept. 30, 2008",2.504B
"June 30, 2008",2.482B
"March 31, 2008",1.671B
"Dec. 31, 2007",1.198B
"Sept. 30, 2007",1.816B
"June 30, 2007",1.837B
"March 31, 2007",2.347B
"Dec. 31, 2006",2.743B
"Sept. 30, 2006",2.419B
"June 30, 2006",2.461B
"March 31, 2006",2.772B
"Dec. 31, 2005",2.515B
"Sept. 30, 2005",2.366B
"June 30, 2005",1.777B
"March 31, 2005",1.90B
"Dec. 31, 2004",2.071B
"Sept. 30, 2004",2.528B
"June 30, 2004",2.922B
"March 31, 2004",2.668B
"Dec. 31, 2003",2.034B
"Sept. 30, 2003",1.341B
"June 30, 2003",959.00M
"March 31, 2003",610.00M
"Dec. 31, 2002",1.039B
"Sept. 30, 2002",899.00M
"June 30, 2002",478.00M
"March 31, 2002",317.00M
"Dec. 31, 2001",193.00M
"Sept. 30, 2001",445.00M
"June 30, 2001",983.00M
"March 31, 2001",874.00M
"Dec. 31, 2000",960.00M
"Sept. 30, 2000",1.024B
"June 30, 2000",163.00M
"March 31, 2000",248.00M
"Dec. 31, 1999",-317.00M
"Sept. 30, 1999",-22.00M
"June 30, 1999",314.00M
"March 31, 1999",654.00M
"Dec. 31, 1998",994.00M
