date,cash_on_hand
"Dec. 31, 2019",4.292B
"Sept. 30, 2019",2.646B
"June 30, 2019",2.173B
"March 31, 2019",2.093B
"Dec. 31, 2018",3.608B
"Sept. 30, 2018",2.073B
"June 30, 2018",3.094B
"March 31, 2018",2.748B
"Dec. 31, 2017",3.40B
"Sept. 30, 2017",2.311B
"June 30, 2017",2.577B
"March 31, 2017",2.585B
"Dec. 31, 2016",3.403B
"Sept. 30, 2016",2.804B
"June 30, 2016",2.719B
"March 31, 2016",2.645B
"Dec. 31, 2015",3.20B
"Sept. 30, 2015",3.061B
"June 30, 2015",2.494B
"March 31, 2015",4.14B
"Dec. 31, 2014",4.719B
"Sept. 30, 2014",4.114B
"June 30, 2014",4.176B
"March 31, 2014",4.531B
"Dec. 31, 2013",4.297B
"Sept. 30, 2013",3.897B
"June 30, 2013",3.462B
"March 31, 2013",4.012B
"Dec. 31, 2012",4.044B
"Sept. 30, 2012",3.646B
"June 30, 2012",2.906B
"March 31, 2012",3.541B
"Dec. 31, 2011",4.00B
"Sept. 30, 2011",2.405B
"June 30, 2011",2.116B
"March 31, 2011",2.66B
"Dec. 31, 2010",3.638B
"Sept. 30, 2010",2.149B
"June 30, 2010",2.385B
"March 31, 2010",2.613B
"Dec. 31, 2009",2.642B
"Sept. 30, 2009",2.442B
"June 30, 2009",2.199B
"March 31, 2009",2.21B
"Dec. 31, 2008",2.259B
"Sept. 30, 2008",2.761B
"June 30, 2008",2.554B
"March 31, 2008",2.287B
"Dec. 31, 2007",2.655B
"Sept. 30, 2007",2.609B
"June 30, 2007",3.045B
"March 31, 2007",1.66B
"Dec. 31, 2006",2.46B
"Sept. 30, 2006",1.162B
"June 30, 2006",925.00M
"March 31, 2006",944.00M
"Dec. 31, 2005",1.202B
"Sept. 30, 2005",820.00M
"June 30, 2005",454.00M
"March 31, 2005",457.00M
"Dec. 31, 2004",556.00M
"Sept. 30, 2004",1.123B
"June 30, 2004",1.078B
"March 31, 2004",340.00M
"Dec. 31, 2003",661.00M
"Sept. 30, 2003",203.00M
"June 30, 2003",364.00M
"March 31, 2003",387.00M
"Dec. 31, 2002",544.00M
"Sept. 30, 2002",619.00M
"June 30, 2002",1.642B
"March 31, 2002",1.484B
"Dec. 31, 2001",1.214B
"Sept. 30, 2001",579.00M
"June 30, 2001",529.00M
"March 31, 2001",483.00M
"Dec. 31, 2000",871.00M
"Sept. 30, 2000",171.00M
"June 30, 2000",389.00M
"March 31, 2000",181.00M
"Dec. 31, 1999",230.00M
"Sept. 30, 1999",113.00M
"June 30, 1999",108.00M
"March 31, 1999",58.00M
"Dec. 31, 1998",421.00M
"Sept. 30, 1998",111.00M
"June 30, 1998",317.00M
"March 31, 1998",332.00M
