date,historical_monthly_var_1_all
"Feb. 29, 2020",20.46%
"Jan. 31, 2020",20.49%
"Dec. 31, 2019",20.52%
"Nov. 30, 2019",20.55%
"Oct. 31, 2019",20.59%
"Sept. 30, 2019",20.63%
"Aug. 31, 2019",20.67%
"July 31, 2019",20.71%
"June 30, 2019",20.73%
"May 31, 2019",20.74%
"April 30, 2019",20.76%
"March 31, 2019",20.77%
"Feb. 28, 2019",20.79%
"Jan. 31, 2019",20.85%
"Dec. 31, 2018",20.90%
"Nov. 30, 2018",20.96%
"Oct. 31, 2018",21.02%
"Sept. 30, 2018",21.06%
"Aug. 31, 2018",21.09%
"July 31, 2018",21.12%
"June 30, 2018",21.15%
"May 31, 2018",21.18%
"April 30, 2018",21.20%
"March 31, 2018",21.21%
"Feb. 28, 2018",21.22%
"Jan. 31, 2018",21.24%
"Dec. 31, 2017",21.25%
"Nov. 30, 2017",21.26%
"Oct. 31, 2017",21.28%
"Sept. 30, 2017",21.29%
"Aug. 31, 2017",21.30%
"July 31, 2017",21.31%
"June 30, 2017",21.32%
"May 31, 2017",21.34%
"April 30, 2017",21.35%
"March 31, 2017",21.36%
"Feb. 28, 2017",21.43%
"Jan. 31, 2017",21.48%
"Dec. 31, 2016",21.55%
"Nov. 30, 2016",21.61%
"Oct. 31, 2016",21.64%
"Sept. 30, 2016",21.65%
"Aug. 31, 2016",21.66%
"July 31, 2016",21.67%
"June 30, 2016",21.67%
"May 31, 2016",21.69%
"April 30, 2016",21.71%
"March 31, 2016",21.73%
"Feb. 29, 2016",21.75%
"Jan. 31, 2016",21.77%
"Dec. 31, 2015",21.79%
"Nov. 30, 2015",21.80%
"Oct. 31, 2015",21.82%
"Sept. 30, 2015",21.84%
"Aug. 31, 2015",21.86%
"July 31, 2015",21.87%
"June 30, 2015",21.89%
"May 31, 2015",21.91%
"April 30, 2015",21.93%
"March 31, 2015",21.94%
"Feb. 28, 2015",21.95%
"Jan. 31, 2015",21.95%
"Dec. 31, 2014",21.96%
"Nov. 30, 2014",21.98%
"Oct. 31, 2014",22.00%
"Sept. 30, 2014",22.02%
"Aug. 31, 2014",22.05%
"July 31, 2014",22.07%
"June 30, 2014",22.10%
"May 31, 2014",22.12%
"April 30, 2014",22.15%
"March 31, 2014",22.18%
