date,free_cash_flow
"Dec. 31, 2019",2.483B
"Sept. 30, 2019",1.041B
"June 30, 2019",644.00M
"March 31, 2019",-695.00M
"Dec. 31, 2018",2.199B
"Sept. 30, 2018",-638.00M
"June 30, 2018",993.00M
"March 31, 2018",53.00M
"Dec. 31, 2017",1.384B
"Sept. 30, 2017",223.00M
"June 30, 2017",670.00M
"March 31, 2017",-143.00M
"Dec. 31, 2016",907.00M
"Sept. 30, 2016",512.00M
"June 30, 2016",644.00M
"March 31, 2016",164.00M
"Dec. 31, 2015",645.00M
"Sept. 30, 2015",994.00M
"June 30, 2015",275.00M
"March 31, 2015",-12.00M
"Dec. 31, 2014",747.00M
"Sept. 30, 2014",338.00M
"June 30, 2014",99.00M
"March 31, 2014",620.00M
"Dec. 31, 2013",971.00M
"Sept. 30, 2013",823.00M
"June 30, 2013",-110.00M
"March 31, 2013",365.00M
"Dec. 31, 2012",837.00M
"Sept. 30, 2012",1.03B
"June 30, 2012",-350.00M
"March 31, 2012",25.00M
"Dec. 31, 2011",1.152B
"Sept. 30, 2011",747.00M
"June 30, 2011",-168.00M
"March 31, 2011",-61.00M
"Dec. 31, 2010",708.00M
"Sept. 30, 2010",329.00M
"June 30, 2010",319.00M
"March 31, 2010",200.00M
"Dec. 31, 2009",909.00M
"Sept. 30, 2009",670.00M
"June 30, 2009",440.00M
"March 31, 2009",359.00M
"Dec. 31, 2008",291.00M
"Sept. 30, 2008",657.00M
"June 30, 2008",692.00M
"March 31, 2008",-3.00M
"Dec. 31, 2007",746.00M
"Sept. 30, 2007",650.00M
"June 30, 2007",-126.00M
"March 31, 2007",-470.00M
"Dec. 31, 2006",1.376B
"Sept. 30, 2006",669.00M
"June 30, 2006",386.00M
"March 31, 2006",-59.00M
"Dec. 31, 2005",1.10B
"Sept. 30, 2005",662.00M
"June 30, 2005",707.00M
"March 31, 2005",-325.00M
"Dec. 31, 2004",821.00M
"Sept. 30, 2004",130.00M
"June 30, 2004",820.00M
"March 31, 2004",-166.00M
"Dec. 31, 2003",1.252B
"Sept. 30, 2003",493.00M
"June 30, 2003",561.00M
"March 31, 2003",-798.00M
"Dec. 31, 2002",626.00M
"Sept. 30, 2002",27.00M
"June 30, 2002",212.00M
"March 31, 2002",-422.00M
"Dec. 31, 2001",490.00M
"Sept. 30, 2001",-324.00M
"June 30, 2001",-45.00M
"March 31, 2001",-538.00M
"Dec. 31, 2000",699.00M
"Sept. 30, 2000",238.00M
"June 30, 2000",-30.00M
"March 31, 2000",-489.00M
"Dec. 31, 1999",781.00M
"Sept. 30, 1999",-637.00M
"June 30, 1999",10.00M
"March 31, 1999",-995.00M
"Dec. 31, 1998",1.219B
"Sept. 30, 1998",-236.00M
"June 30, 1998",274.00M
"March 31, 1998",-731.00M
