date,one_year_return
"Jan. 10, 2019",-17.52%
"Jan. 9, 2019",-18.47%
"Jan. 8, 2019",-18.27%
"Jan. 7, 2019",-18.33%
"Jan. 4, 2019",-19.12%
"Jan. 3, 2019",-20.45%
"Jan. 2, 2019",-17.25%
"Dec. 31, 2018",-18.37%
"Dec. 28, 2018",-19.06%
"Dec. 27, 2018",-18.27%
"Dec. 26, 2018",-20.26%
"Dec. 24, 2018",-21.70%
"Dec. 21, 2018",-18.90%
"Dec. 20, 2018",-15.39%
"Dec. 19, 2018",-13.39%
"Dec. 18, 2018",-12.66%
"Dec. 17, 2018",-13.29%
"Dec. 14, 2018",-10.03%
"Dec. 13, 2018",-8.60%
"Dec. 12, 2018",-8.07%
"Dec. 11, 2018",-8.58%
"Dec. 10, 2018",-8.96%
"Dec. 7, 2018",-11.30%
"Dec. 6, 2018",-9.19%
"Dec. 4, 2018",-10.70%
"Dec. 3, 2018",-7.50%
"Nov. 30, 2018",-8.27%
"Nov. 29, 2018",-7.95%
"Nov. 28, 2018",-8.02%
"Nov. 27, 2018",-8.12%
"Nov. 26, 2018",-6.14%
"Nov. 23, 2018",-6.41%
"Nov. 21, 2018",-7.67%
"Nov. 20, 2018",-5.36%
"Nov. 19, 2018",-3.51%
"Nov. 16, 2018",-1.19%
"Nov. 15, 2018",0.19%
"Nov. 14, 2018",-1.83%
"Nov. 13, 2018",-2.08%
"Nov. 12, 2018",-1.50%
"Nov. 9, 2018",1.67%
"Nov. 8, 2018",-0.62%
"Nov. 7, 2018",0.28%
"Nov. 6, 2018",0.18%
"Nov. 5, 2018",-0.89%
"Nov. 2, 2018",-1.34%
"Nov. 1, 2018",0.32%
"Oct. 31, 2018",-2.86%
"Oct. 30, 2018",-3.59%
"Oct. 29, 2018",-6.62%
"Oct. 26, 2018",-2.73%
"Oct. 25, 2018",-6.70%
"Oct. 24, 2018",-3.70%
"Oct. 23, 2018",1.22%
"Oct. 22, 2018",1.16%
"Oct. 19, 2018",2.17%
"Oct. 18, 2018",2.37%
"Oct. 17, 2018",2.37%
"Oct. 16, 2018",3.82%
"Oct. 15, 2018",2.33%
"Oct. 12, 2018",1.47%
"Oct. 11, 2018",2.01%
"Oct. 10, 2018",5.28%
"Oct. 9, 2018",8.82%
"Oct. 8, 2018",10.17%
"Oct. 5, 2018",10.46%
"Oct. 4, 2018",11.02%
"Oct. 3, 2018",9.91%
"Oct. 2, 2018",10.87%
"Oct. 1, 2018",11.22%
"Sept. 28, 2018",12.30%
"Sept. 27, 2018",11.59%
"Sept. 26, 2018",11.14%
"Sept. 25, 2018",11.66%
"Sept. 24, 2018",9.57%
"Sept. 21, 2018",9.95%
"Sept. 20, 2018",8.66%
"Sept. 19, 2018",11.96%
"Sept. 18, 2018",13.41%
"Sept. 17, 2018",12.33%
"Sept. 14, 2018",12.03%
"Sept. 13, 2018",11.27%
"Sept. 12, 2018",8.68%
"Sept. 11, 2018",8.11%
"Sept. 10, 2018",9.63%
"Sept. 7, 2018",10.52%
"Sept. 6, 2018",12.18%
"Sept. 5, 2018",8.17%
"Sept. 4, 2018",9.35%
"Aug. 31, 2018",9.58%
"Aug. 30, 2018",9.34%
"Aug. 29, 2018",9.86%
"Aug. 28, 2018",12.25%
"Aug. 27, 2018",13.17%
"Aug. 24, 2018",12.41%
"Aug. 23, 2018",11.22%
"Aug. 22, 2018",11.27%
"Aug. 21, 2018",13.50%
"Aug. 20, 2018",13.31%
"Aug. 17, 2018",12.32%
"Aug. 16, 2018",11.47%
"Aug. 15, 2018",9.38%
"Aug. 14, 2018",9.55%
"Aug. 13, 2018",9.34%
"Aug. 10, 2018",10.54%
"Aug. 9, 2018",9.37%
"Aug. 8, 2018",13.00%
"Aug. 7, 2018",13.76%
"Aug. 6, 2018",12.82%
"Aug. 3, 2018",12.44%
"Aug. 2, 2018",13.45%
"Aug. 1, 2018",15.09%
"July 31, 2018",15.29%
"July 30, 2018",12.45%
"July 27, 2018",15.72%
"July 26, 2018",13.94%
"July 25, 2018",16.49%
"July 24, 2018",16.25%
"July 23, 2018",16.14%
"July 20, 2018",19.35%
"July 19, 2018",19.17%
"July 18, 2018",19.98%
"July 17, 2018",19.90%
"July 16, 2018",19.51%
"July 13, 2018",20.24%
"July 12, 2018",18.29%
"July 11, 2018",16.50%
"July 10, 2018",17.99%
"July 9, 2018",18.96%
"July 6, 2018",18.35%
"July 5, 2018",17.49%
"July 3, 2018",19.97%
"July 2, 2018",20.38%
"June 29, 2018",20.41%
"June 28, 2018",18.68%
"June 27, 2018",19.47%
"June 26, 2018",19.65%
"June 25, 2018",19.19%
"June 22, 2018",20.07%
"June 21, 2018",19.09%
"June 20, 2018",19.86%
"June 19, 2018",19.69%
"June 18, 2018",24.64%
"June 15, 2018",23.94%
"June 14, 2018",24.76%
"June 13, 2018",27.32%
"June 12, 2018",28.85%
"June 11, 2018",32.07%
"June 8, 2018",33.71%
"June 7, 2018",32.33%
"June 6, 2018",33.25%
"June 5, 2018",32.15%
"June 4, 2018",30.22%
"June 1, 2018",29.49%
"May 31, 2018",27.74%
"May 30, 2018",30.39%
"May 29, 2018",28.00%
"May 25, 2018",29.53%
"May 24, 2018",31.95%
"May 23, 2018",30.75%
"May 22, 2018",28.87%
"May 21, 2018",33.49%
"May 18, 2018",33.68%
"May 17, 2018",33.90%
"May 16, 2018",31.54%
"May 15, 2018",30.80%
"May 14, 2018",31.98%
"May 11, 2018",34.54%
"May 10, 2018",33.55%
"May 9, 2018",32.59%
"May 8, 2018",31.81%
"May 7, 2018",28.71%
"May 4, 2018",28.29%
"May 3, 2018",28.46%
"May 2, 2018",28.77%
"May 1, 2018",31.15%
"April 30, 2018",32.04%
"April 27, 2018",30.53%
"April 26, 2018",35.94%
"April 25, 2018",36.97%
"April 24, 2018",40.23%
"April 23, 2018",48.10%
"April 20, 2018",47.63%
"April 19, 2018",49.18%
"April 18, 2018",48.53%
"April 17, 2018",48.21%
"April 16, 2018",48.33%
"April 13, 2018",46.30%
"April 12, 2018",45.98%
"April 11, 2018",43.61%
"April 10, 2018",44.22%
"April 9, 2018",42.01%
"April 6, 2018",43.22%
"April 5, 2018",46.31%
"April 4, 2018",43.33%
"April 3, 2018",41.04%
"April 2, 2018",39.00%
"March 29, 2018",42.05%
"March 28, 2018",38.79%
"March 27, 2018",42.32%
"March 26, 2018",44.84%
"March 23, 2018",40.10%
"March 22, 2018",35.53%
"March 21, 2018",38.98%
"March 20, 2018",36.64%
"March 19, 2018",34.26%
"March 16, 2018",36.72%
"March 15, 2018",34.80%
"March 14, 2018",34.92%
"March 13, 2018",36.23%
"March 12, 2018",36.05%
"March 9, 2018",39.37%
"March 8, 2018",38.92%
"March 7, 2018",38.76%
"March 6, 2018",39.08%
"March 5, 2018",39.84%
"March 2, 2018",39.20%
"March 1, 2018",36.74%
"Feb. 28, 2018",41.10%
"Feb. 27, 2018",41.57%
"Feb. 26, 2018",43.25%
"Feb. 23, 2018",42.37%
"Feb. 22, 2018",39.77%
"Feb. 21, 2018",40.11%
"Feb. 20, 2018",41.66%
"Feb. 16, 2018",42.88%
"Feb. 15, 2018",43.58%
"Feb. 14, 2018",40.46%
"Feb. 13, 2018",37.98%
"Feb. 12, 2018",38.32%
"Feb. 9, 2018",37.04%
"Feb. 8, 2018",34.11%
"Feb. 7, 2018",37.94%
"Feb. 6, 2018",36.31%
"Feb. 5, 2018",35.04%
"Feb. 2, 2018",42.04%
"Feb. 1, 2018",45.60%
"Jan. 31, 2018",44.94%
"Jan. 30, 2018",43.72%
"Jan. 29, 2018",44.79%
"Jan. 26, 2018",46.19%
"Jan. 25, 2018",38.11%
"Jan. 24, 2018",33.86%
"Jan. 23, 2018",33.44%
"Jan. 22, 2018",33.67%
"Jan. 19, 2018",33.84%
"Jan. 18, 2018",33.12%
"Jan. 17, 2018",35.76%
"Jan. 16, 2018",34.07%
"Jan. 12, 2018",35.58%
"Jan. 11, 2018",32.21%
"Jan. 10, 2018",31.97%
"Jan. 9, 2018",30.71%
"Jan. 8, 2018",29.78%
"Jan. 5, 2018",28.40%
"Jan. 4, 2018",29.60%
"Jan. 3, 2018",29.67%
"Jan. 2, 2018",31.18%
"Dec. 29, 2017",31.01%
"Dec. 28, 2017",33.21%
"Dec. 27, 2017",31.33%
"Dec. 26, 2017",30.82%
"Dec. 22, 2017",30.70%
"Dec. 21, 2017",31.06%
"Dec. 20, 2017",29.79%
"Dec. 19, 2017",31.09%
"Dec. 18, 2017",33.08%
"Dec. 15, 2017",34.19%
"Dec. 14, 2017",32.16%
"Dec. 13, 2017",32.47%
"Dec. 12, 2017",29.96%
"Dec. 11, 2017",27.87%
"Dec. 8, 2017",28.67%
"Dec. 7, 2017",25.02%
"Dec. 6, 2017",24.20%
"Dec. 5, 2017",23.33%
"Dec. 4, 2017",23.76%
"Dec. 1, 2017",25.23%
"Nov. 30, 2017",27.83%
"Nov. 29, 2017",25.27%
"Nov. 28, 2017",26.76%
"Nov. 27, 2017",25.78%
"Nov. 24, 2017",25.82%
"Nov. 22, 2017",25.51%
"Nov. 21, 2017",27.71%
"Nov. 20, 2017",25.91%
"Nov. 17, 2017",26.14%
"Nov. 16, 2017",26.07%
"Nov. 15, 2017",24.14%
"Nov. 14, 2017",22.85%
"Nov. 13, 2017",24.42%
"Nov. 10, 2017",25.12%
"Nov. 9, 2017",26.06%
"Nov. 8, 2017",37.59%
"Nov. 7, 2017",37.44%
"Nov. 6, 2017",38.72%
"Nov. 3, 2017",37.70%
"Nov. 2, 2017",36.04%
"Nov. 1, 2017",33.45%
"Oct. 31, 2017",31.91%
"Oct. 30, 2017",30.90%
"Oct. 27, 2017",32.29%
"Oct. 26, 2017",28.72%
"Oct. 25, 2017",35.38%
"Oct. 24, 2017",37.37%
"Oct. 23, 2017",38.28%
"Oct. 20, 2017",37.57%
"Oct. 19, 2017",36.06%
"Oct. 18, 2017",36.04%
"Oct. 17, 2017",37.42%
"Oct. 16, 2017",37.40%
"Oct. 13, 2017",36.05%
"Oct. 12, 2017",37.31%
"Oct. 11, 2017",37.36%
"Oct. 10, 2017",36.70%
"Oct. 9, 2017",37.45%
"Oct. 6, 2017",35.79%
"Oct. 5, 2017",36.50%
"Oct. 4, 2017",36.73%
"Oct. 3, 2017",37.28%
"Oct. 2, 2017",37.85%
"Sept. 29, 2017",36.65%
"Sept. 28, 2017",32.04%
"Sept. 27, 2017",32.66%
"Sept. 26, 2017",33.30%
"Sept. 25, 2017",32.60%
"Sept. 22, 2017",32.42%
"Sept. 21, 2017",33.01%
"Sept. 20, 2017",34.24%
"Sept. 19, 2017",33.26%
"Sept. 18, 2017",34.04%
"Sept. 15, 2017",32.52%
"Sept. 14, 2017",32.71%
"Sept. 13, 2017",31.61%
"Sept. 12, 2017",33.29%
"Sept. 11, 2017",34.27%
"Sept. 8, 2017",30.08%
"Sept. 7, 2017",29.50%
"Sept. 6, 2017",27.69%
"Sept. 5, 2017",30.65%
"Sept. 1, 2017",29.59%
"Aug. 31, 2017",29.89%
"Aug. 30, 2017",29.78%
"Aug. 29, 2017",28.79%
"Aug. 28, 2017",26.48%
"Aug. 25, 2017",25.57%
"Aug. 24, 2017",26.17%
"Aug. 23, 2017",26.21%
"Aug. 22, 2017",25.64%
"Aug. 21, 2017",24.03%
"Aug. 18, 2017",24.06%
"Aug. 17, 2017",24.76%
"Aug. 16, 2017",26.11%
"Aug. 15, 2017",25.05%
"Aug. 14, 2017",26.78%
"Aug. 11, 2017",26.02%
"Aug. 10, 2017",26.16%
"Aug. 9, 2017",27.96%
"Aug. 8, 2017",24.89%
"Aug. 7, 2017",23.27%
"Aug. 4, 2017",23.78%
"Aug. 3, 2017",23.78%
"Aug. 2, 2017",23.08%
"Aug. 1, 2017",22.27%
"July 31, 2017",23.11%
"July 28, 2017",24.60%
"July 27, 2017",25.26%
"July 26, 2017",24.74%
"July 25, 2017",25.10%
"July 24, 2017",24.97%
"July 21, 2017",25.55%
"July 20, 2017",22.14%
"July 19, 2017",22.48%
"July 18, 2017",21.70%
"July 17, 2017",20.44%
"July 14, 2017",20.56%
"July 13, 2017",19.62%
"July 12, 2017",20.71%
"July 11, 2017",19.66%
"July 10, 2017",19.89%
"July 7, 2017",21.13%
"July 6, 2017",18.48%
"July 5, 2017",20.56%
"July 3, 2017",20.58%
"June 30, 2017",18.78%
"June 29, 2017",18.78%
"June 28, 2017",22.23%
"June 27, 2017",19.55%
"June 26, 2017",19.38%
"June 23, 2017",20.42%
"June 22, 2017",19.66%
"June 21, 2017",21.47%
"June 20, 2017",21.57%
"June 19, 2017",21.98%
"June 16, 2017",19.38%
"June 15, 2017",19.58%
"June 14, 2017",19.67%
"June 13, 2017",19.62%
"June 12, 2017",17.34%
"June 9, 2017",17.81%
"June 8, 2017",17.80%
"June 7, 2017",19.49%
"June 6, 2017",19.43%
"June 5, 2017",20.57%
"June 2, 2017",23.55%
"June 1, 2017",24.38%
"May 31, 2017",26.48%
"May 30, 2017",25.05%
"May 26, 2017",25.59%
"May 25, 2017",25.68%
"May 24, 2017",24.68%
"May 23, 2017",25.32%
"May 22, 2017",24.62%
"May 19, 2017",24.03%
"May 18, 2017",20.97%
"May 17, 2017",21.15%
"May 16, 2017",21.65%
"May 15, 2017",22.85%
"May 12, 2017",20.16%
"May 11, 2017",21.61%
"May 10, 2017",20.64%
"May 9, 2017",22.89%
"May 8, 2017",23.68%
"May 5, 2017",24.34%
"May 4, 2017",24.59%
"May 3, 2017",24.39%
"May 2, 2017",22.83%
"May 1, 2017",21.95%
"April 28, 2017",21.72%
"April 27, 2017",20.32%
"April 26, 2017",21.11%
"April 25, 2017",24.31%
"April 24, 2017",23.44%
"April 21, 2017",21.97%
"April 20, 2017",22.24%
"April 19, 2017",21.08%
"April 18, 2017",20.99%
"April 17, 2017",21.93%
"April 13, 2017",20.88%
"April 12, 2017",20.08%
"April 11, 2017",21.70%
"April 10, 2017",19.62%
"April 7, 2017",20.85%
"April 6, 2017",18.61%
"April 5, 2017",18.98%
"April 4, 2017",21.88%
"April 3, 2017",23.16%
"March 31, 2017",24.36%
"March 30, 2017",23.76%
"March 29, 2017",24.08%
"March 28, 2017",24.25%
"March 27, 2017",22.94%
"March 24, 2017",22.83%
"March 23, 2017",23.66%
"March 22, 2017",24.66%
"March 21, 2017",24.31%
"March 20, 2017",25.28%
"March 17, 2017",28.04%
"March 16, 2017",24.54%
"March 15, 2017",26.08%
"March 14, 2017",26.77%
"March 13, 2017",26.00%
"March 10, 2017",26.70%
"March 9, 2017",25.80%
"March 8, 2017",25.75%
"March 7, 2017",26.11%
"March 6, 2017",22.60%
"March 3, 2017",23.09%
"March 2, 2017",23.31%
"March 1, 2017",23.90%
"Feb. 28, 2017",23.84%
"Feb. 27, 2017",24.38%
"Feb. 24, 2017",24.07%
"Feb. 23, 2017",22.42%
"Feb. 22, 2017",23.75%
"Feb. 21, 2017",24.64%
"Feb. 17, 2017",25.62%
"Feb. 16, 2017",26.14%
"Feb. 15, 2017",26.38%
"Feb. 14, 2017",25.87%
"Feb. 13, 2017",26.29%
"Feb. 10, 2017",18.54%
"Feb. 9, 2017",18.08%
"Feb. 8, 2017",17.75%
"Feb. 7, 2017",16.95%
"Feb. 6, 2017",16.50%
"Feb. 3, 2017",14.69%
"Feb. 2, 2017",16.06%
"Feb. 1, 2017",15.34%
"Jan. 31, 2017",12.41%
"Jan. 30, 2017",13.50%
"Jan. 27, 2017",23.55%
"Jan. 26, 2017",19.55%
"Jan. 25, 2017",23.87%
"Jan. 24, 2017",24.96%
"Jan. 23, 2017",24.18%
"Jan. 20, 2017",24.08%
"Jan. 19, 2017",21.51%
"Jan. 18, 2017",22.22%
"Jan. 17, 2017",20.63%
"Jan. 13, 2017",20.34%
"Jan. 12, 2017",16.61%
"Jan. 11, 2017",18.39%
"Jan. 10, 2017",20.38%
"Jan. 9, 2017",21.68%
"Jan. 6, 2017",17.80%
"Jan. 5, 2017",17.76%
"Jan. 4, 2017",19.63%
"Jan. 3, 2017",16.61%
"Dec. 30, 2016",12.93%
"Dec. 29, 2016",13.43%
"Dec. 28, 2016",12.35%
"Dec. 27, 2016",13.29%
"Dec. 23, 2016",13.41%
"Dec. 22, 2016",12.96%
"Dec. 21, 2016",13.12%
"Dec. 20, 2016",14.73%
"Dec. 19, 2016",14.06%
"Dec. 16, 2016",10.84%
"Dec. 15, 2016",12.42%
"Dec. 14, 2016",13.08%
"Dec. 13, 2016",12.84%
"Dec. 12, 2016",13.95%
"Dec. 9, 2016",15.97%
"Dec. 8, 2016",15.10%
"Dec. 7, 2016",17.11%
"Dec. 6, 2016",19.98%
"Dec. 5, 2016",19.94%
"Dec. 2, 2016",21.10%
"Dec. 1, 2016",19.89%
"Nov. 30, 2016",20.57%
"Nov. 29, 2016",18.73%
"Nov. 28, 2016",17.44%
"Nov. 25, 2016",17.79%
"Nov. 23, 2016",16.65%
"Nov. 22, 2016",16.31%
"Nov. 21, 2016",15.00%
"Nov. 18, 2016",17.82%
"Nov. 17, 2016",17.61%
"Nov. 16, 2016",19.70%
"Nov. 15, 2016",25.62%
"Nov. 14, 2016",27.70%
"Nov. 11, 2016",25.29%
"Nov. 10, 2016",25.14%
"Nov. 9, 2016",25.17%
"Nov. 8, 2016",16.11%
"Nov. 7, 2016",15.60%
"Nov. 4, 2016",12.15%
"Nov. 3, 2016",13.34%
"Nov. 2, 2016",14.00%
"Nov. 1, 2016",15.06%
"Oct. 31, 2016",16.36%
"Oct. 28, 2016",15.26%
"Oct. 27, 2016",15.35%
"Oct. 26, 2016",20.82%
"Oct. 25, 2016",18.66%
"Oct. 24, 2016",16.89%
"Oct. 21, 2016",21.37%
"Oct. 20, 2016",22.22%
"Oct. 19, 2016",21.71%
"Oct. 18, 2016",23.66%
"Oct. 17, 2016",23.34%
"Oct. 14, 2016",25.20%
"Oct. 13, 2016",24.72%
"Oct. 12, 2016",22.50%
"Oct. 11, 2016",22.29%
"Oct. 10, 2016",23.18%
