date,graham_number
"Dec. 31, 2019",43.96
"Sept. 30, 2019",43.17
"June 30, 2019",43.77
"March 31, 2019",43.77
"Dec. 31, 2018",35.44
"Sept. 30, 2018",32.75
"June 30, 2018",32.13
"March 31, 2018",31.62
"Dec. 31, 2017",32.62
"Sept. 30, 2017",34.07
"June 30, 2017",35.26
"March 31, 2017",36.00
"Dec. 31, 2016",35.33
"Sept. 30, 2016",35.12
"June 30, 2016",35.29
"March 31, 2016",34.88
"Dec. 31, 2015",32.98
"Sept. 30, 2015",31.83
"June 30, 2015",31.46
"March 31, 2015",40.95
"Dec. 31, 2014",41.10
"Sept. 30, 2014",41.16
"June 30, 2014",41.06
"March 31, 2014",31.23
"Dec. 31, 2013",30.07
"Sept. 30, 2013",27.72
"June 30, 2013",26.98
"March 31, 2013",25.80
"Dec. 31, 2012",25.01
"Sept. 30, 2012",26.50
"June 30, 2012",26.96
"March 31, 2012",27.57
"Dec. 31, 2011",28.03
"Sept. 30, 2011",28.15
"June 30, 2011",28.49
"March 31, 2011",29.03
"Dec. 31, 2010",27.05
"Sept. 30, 2010",26.54
"June 30, 2010",25.99
"March 31, 2010",25.91
"Dec. 31, 2009",26.19
"Sept. 30, 2009",25.36
"June 30, 2009",25.17
"March 31, 2009",24.76
"Dec. 31, 2008",23.67
"Sept. 30, 2008",23.02
"June 30, 2008",21.23
"March 31, 2008",19.25
"Dec. 31, 2007",16.73
"Sept. 30, 2007",17.63
"June 30, 2007",20.55
"March 31, 2007",20.67
"Dec. 31, 2006",23.95
"Sept. 30, 2006",24.72
"June 30, 2006",21.58
"March 31, 2006",22.39
"Dec. 31, 2005",18.12
"Sept. 30, 2005",17.33
"June 30, 2005",17.34
"March 31, 2005",15.42
"Dec. 31, 2004",15.84
"Sept. 30, 2004",14.02
"June 30, 2004",17.46
"March 31, 2004",16.99
"Dec. 31, 2003",17.64
"Sept. 30, 2003",16.48
"June 30, 2003",14.98
"March 31, 2003",15.28
"Dec. 31, 2002",14.03
"Sept. 30, 2002",8.038
"June 30, 2002",
"March 31, 2002",
"Dec. 31, 2001",8.452
"Sept. 30, 2001",25.15
"June 30, 2001",30.58
"March 31, 2001",24.03
"Dec. 31, 2000",15.84
"Sept. 30, 2000",
"June 30, 2000",
"March 31, 2000",
"Dec. 31, 1999",3.308
"Sept. 30, 1999",17.33
"June 30, 1999",15.07
"March 31, 1999",17.14
"Dec. 31, 1998",18.64
"Sept. 30, 1998",20.36
"June 30, 1998",21.11
"March 31, 1998",24.89
"Dec. 31, 1997",24.29
"Sept. 30, 1997",23.02
"June 30, 1997",23.71
"March 31, 1997",18.20
"Dec. 31, 1996",19.64
"Sept. 30, 1996",21.99
"June 30, 1996",21.13
"March 31, 1996",22.20
"Dec. 31, 1995",20.16
"Sept. 30, 1995",19.39
"June 30, 1995",19.17
"March 31, 1995",19.25
"Dec. 31, 1994",18.94
"Sept. 30, 1994",18.24
"June 30, 1994",18.30
"March 31, 1994",18.47
