date,ca_score
"Dec. 31, 2019",-0.9705
"Sept. 30, 2019",-0.9673
"June 30, 2019",-0.9545
"March 31, 2019",-0.9428
"Dec. 31, 2018",-1.006
"Sept. 30, 2018",-0.9978
"June 30, 2018",-0.9981
"March 31, 2018",-0.9988
"Dec. 31, 2017",-0.98
"Sept. 30, 2017",-0.9745
"June 30, 2017",-0.9502
"March 31, 2017",-0.932
"Dec. 31, 2016",-0.9394
"Sept. 30, 2016",-0.9356
"June 30, 2016",-0.9191
"March 31, 2016",-0.9145
"Dec. 31, 2015",-0.9287
"Sept. 30, 2015",-0.8922
"June 30, 2015",-0.8715
"March 31, 2015",-0.8741
"Dec. 31, 2014",-0.8885
"Sept. 30, 2014",-0.9097
"June 30, 2014",-0.9592
"March 31, 2014",-1.006
"Dec. 31, 2013",-1.023
"Sept. 30, 2013",-1.060
"June 30, 2013",-1.06
"March 31, 2013",-1.078
"Dec. 31, 2012",-1.102
"Sept. 30, 2012",-1.056
"June 30, 2012",-1.039
"March 31, 2012",-1.007
"Dec. 31, 2011",-0.9888
"Sept. 30, 2011",-0.9716
"June 30, 2011",-0.957
"March 31, 2011",-0.9592
"Dec. 31, 2010",-0.9893
"Sept. 30, 2010",-0.9745
"June 30, 2010",-0.9905
"March 31, 2010",-1.006
"Dec. 31, 2009",-1.017
"Sept. 30, 2009",-1.021
"June 30, 2009",-1.003
"March 31, 2009",-1.004
"Dec. 31, 2008",-1.000
"Sept. 30, 2008",-0.9836
"June 30, 2008",-1.034
"March 31, 2008",-1.126
"Dec. 31, 2007",-1.233
"Sept. 30, 2007",-1.305
"June 30, 2007",-1.361
"March 31, 2007",-1.450
"Dec. 31, 2006",-1.505
"Sept. 30, 2006",-2.408
"June 30, 2006",-2.188
"March 31, 2006",-2.192
"Dec. 31, 2005",-2.233
"Sept. 30, 2005",-1.346
"June 30, 2005",-1.526
"March 31, 2005",-1.528
"Dec. 31, 2004",-1.509
"Sept. 30, 2004",-1.508
"June 30, 2004",-1.443
"March 31, 2004",-1.397
"Dec. 31, 2003",-1.376
"Sept. 30, 2003",-1.342
"June 30, 2003",-1.348
"March 31, 2003",-1.313
"Dec. 31, 2002",-1.361
"Sept. 30, 2002",-1.422
"June 30, 2002",-1.522
"March 31, 2002",-1.823
"Dec. 31, 2001",-1.938
"Sept. 30, 2001",-2.120
"June 30, 2001",-2.043
"March 31, 2001",-2.078
"Dec. 31, 2000",-1.969
"Sept. 30, 2000",-7.017
"June 30, 2000",-3.818
"March 31, 2000",-2.281
"Dec. 31, 1999",-2.258
"Sept. 30, 1999",6.123
"June 30, 1999",1.198
"March 31, 1999",0.2594
"Dec. 31, 1998",0.4282
"Sept. 30, 1998",0.6207
"June 30, 1998",0.6574
"March 31, 1998",-0.314
"Dec. 31, 1997",-0.3028
"Sept. 30, 1997",-0.3482
"June 30, 1997",-0.3547
"March 31, 1997",-0.3926
"Dec. 31, 1996",-0.3983
"Sept. 30, 1996",-0.3175
"June 30, 1996",-0.3102
"March 31, 1996",-0.2729
"Dec. 31, 1995",-0.2958
"Sept. 30, 1995",-0.3127
"June 30, 1995",-0.3234
"March 31, 1995",-0.3273
"Dec. 31, 1994",-0.3369
"Sept. 30, 1994",-0.0004
