date,revenues_per_share
"Dec. 31, 2019",5.428
"Sept. 30, 2019",4.277
"June 30, 2019",4.560
"March 31, 2019",6.013
"Dec. 31, 2018",5.653
"Sept. 30, 2018",4.483
"June 30, 2018",4.839
"March 31, 2018",6.209
"Dec. 31, 2017",6.092
"Sept. 30, 2017",4.578
"June 30, 2017",4.872
"March 31, 2017",6.770
"Dec. 31, 2016",6.223
"Sept. 30, 2016",4.716
"June 30, 2016",4.999
"March 31, 2016",6.648
"Dec. 31, 2015",6.171
"Sept. 30, 2015",5.003
"June 30, 2015",5.389
"March 31, 2015",7.100
"Dec. 31, 2014",6.571
"Sept. 30, 2014",4.694
"June 30, 2014",5.170
"March 31, 2014",7.422
"Dec. 31, 2013",6.727
"Sept. 30, 2013",4.822
"June 30, 2013",5.128
"March 31, 2013",8.062
"Dec. 31, 2012",4.264
"Sept. 30, 2012",5.761
"June 30, 2012",5.831
"March 31, 2012",7.672
"Dec. 31, 2011",7.495
"Sept. 30, 2011",5.902
"June 30, 2011",6.201
"March 31, 2011",8.301
"Dec. 31, 2010",6.552
"Sept. 30, 2010",6.58
"June 30, 2010",6.531
"March 31, 2010",8.281
"Dec. 31, 2009",7.316
"Sept. 30, 2009",5.712
"June 30, 2009",5.602
"March 31, 2009",8.908
"Dec. 31, 2008",8.163
"Sept. 30, 2008",7.06
"June 30, 2008",6.523
"March 31, 2008",9.297
"Dec. 31, 2007",7.266
"Sept. 30, 2007",5.066
"June 30, 2007",5.702
"March 31, 2007",8.612
"Dec. 31, 2006",8.418
"Sept. 30, 2006",5.872
"June 30, 2006",5.783
"March 31, 2006",10.12
"Dec. 31, 2005",9.398
"Sept. 30, 2005",5.474
"June 30, 2005",5.579
"March 31, 2005",7.416
"Dec. 31, 2004",6.969
"Sept. 30, 2004",4.989
"June 30, 2004",4.621
"March 31, 2004",7.010
"Dec. 31, 2003",6.309
"Sept. 30, 2003",4.903
"June 30, 2003",4.898
"March 31, 2003",7.043
"Dec. 31, 2002",6.601
"Sept. 30, 2002",4.178
"June 30, 2002",15.73
"March 31, 2002",6.856
"Dec. 31, 2001",9.123
"Sept. 30, 2001",4.888
"June 30, 2001",32.65
"March 31, 2001",42.86
"Dec. 31, 2000",-79.25
"Sept. 30, 2000",3.978
"June 30, 2000",28.73
"March 31, 2000",4.936
"Dec. 31, 1999",42.60
"Sept. 30, 1999",101.49
"June 30, 1999",35.13
"March 31, 1999",29.45
"Dec. 31, 1998",20.39
"Sept. 30, 1998",24.79
"June 30, 1998",11.55
"March 31, 1998",10.20
"Dec. 31, 1997",8.683
"Sept. 30, 1997",5.322
"June 30, 1997",4.200
"March 31, 1997",5.071
"Dec. 31, 1996",4.995
"Sept. 30, 1996",3.972
"June 30, 1996",3.407
"March 31, 1996",4.446
"Dec. 31, 1995",4.247
"Sept. 30, 1995",2.938
"June 30, 1995",2.835
"March 31, 1995",3.626
"Dec. 31, 1994",3.540
"Sept. 30, 1994",2.653
"June 30, 1994",2.706
"March 31, 1994",3.570
"Dec. 31, 1993",3.352
"Sept. 30, 1993",2.330
"June 30, 1993",2.501
"March 31, 1993",4.210
"Dec. 31, 1992",3.175
"Sept. 30, 1992",2.429
"June 30, 1992",2.424
"March 31, 1992",3.273
"Dec. 31, 1991",3.537
"Sept. 30, 1991",2.709
"June 30, 1991",2.715
"March 31, 1991",3.516
"Dec. 31, 1990",3.266
"Sept. 30, 1990",2.653
"June 30, 1990",2.779
"March 31, 1990",3.890
"Dec. 31, 1989",3.609
"Sept. 30, 1989",2.904
"June 30, 1989",2.826
"March 31, 1989",3.900
"Dec. 31, 1988",3.138
"Sept. 30, 1988",2.762
"June 30, 1988",2.781
"March 31, 1988",3.486
"Dec. 31, 1987",2.660
"Sept. 30, 1987",1.794
"June 30, 1987",1.847
"March 31, 1987",2.660
"Dec. 31, 1986",2.279
"Sept. 30, 1986",1.703
"June 30, 1986",1.918
"March 31, 1986",3.026
"Dec. 31, 1985",2.944
"Sept. 30, 1985",1.992
"June 30, 1985",2.308
"March 31, 1985",3.586
"Dec. 31, 1984",2.811
"Sept. 30, 1984",1.948
"June 30, 1984",2.262
"March 31, 1984",3.020
