date,three_year_return
"Oct. 4, 2019",22.55%
"Oct. 3, 2019",15.53%
"Oct. 2, 2019",14.50%
"Oct. 1, 2019",16.22%
"Sept. 30, 2019",15.91%
"Sept. 27, 2019",13.98%
"Sept. 26, 2019",13.48%
"Sept. 25, 2019",11.10%
"Sept. 24, 2019",10.73%
"Sept. 23, 2019",10.06%
"Sept. 20, 2019",13.92%
"Sept. 19, 2019",13.39%
"Sept. 18, 2019",14.44%
"Sept. 17, 2019",14.00%
"Sept. 16, 2019",15.18%
"Sept. 13, 2019",18.02%
"Sept. 12, 2019",17.18%
"Sept. 11, 2019",18.95%
"Sept. 10, 2019",16.60%
"Sept. 9, 2019",16.87%
"Sept. 6, 2019",13.41%
"Sept. 5, 2019",15.61%
"Sept. 4, 2019",17.07%
"Sept. 3, 2019",16.00%
"Aug. 30, 2019",15.46%
"Aug. 29, 2019",13.57%
"Aug. 28, 2019",13.64%
"Aug. 27, 2019",14.25%
"Aug. 26, 2019",14.50%
"Aug. 23, 2019",10.76%
"Aug. 22, 2019",12.23%
"Aug. 21, 2019",12.91%
"Aug. 20, 2019",11.25%
"Aug. 19, 2019",11.20%
"Aug. 16, 2019",13.15%
"Aug. 15, 2019",9.90%
"Aug. 14, 2019",7.99%
"Aug. 13, 2019",9.39%
"Aug. 12, 2019",9.01%
"Aug. 9, 2019",9.21%
"Aug. 8, 2019",9.68%
"Aug. 7, 2019",7.56%
"Aug. 6, 2019",6.19%
"Aug. 5, 2019",6.38%
"Aug. 2, 2019",5.35%
"Aug. 1, 2019",5.83%
"July 31, 2019",5.82%
"July 30, 2019",5.79%
"July 29, 2019",5.01%
"July 26, 2019",4.50%
"July 25, 2019",3.15%
"July 24, 2019",3.26%
"July 23, 2019",3.85%
"July 22, 2019",3.40%
"July 19, 2019",5.65%
"July 18, 2019",7.27%
"July 17, 2019",5.46%
"July 16, 2019",4.90%
"July 15, 2019",4.05%
"July 12, 2019",4.14%
"July 11, 2019",2.33%
"July 10, 2019",1.56%
"July 9, 2019",1.61%
"July 8, 2019",0.72%
"July 5, 2019",-0.65%
"July 3, 2019",0.76%
"July 2, 2019",0.02%
"July 1, 2019",-0.20%
"June 28, 2019",3.19%
"June 27, 2019",2.85%
"June 26, 2019",4.56%
"June 25, 2019",5.26%
"June 24, 2019",5.19%
"June 21, 2019",5.72%
"June 20, 2019",5.90%
"June 19, 2019",4.57%
"June 18, 2019",3.79%
"June 17, 2019",3.27%
"June 14, 2019",3.13%
"June 13, 2019",3.46%
"June 12, 2019",4.22%
"June 11, 2019",2.94%
"June 10, 2019",2.54%
"June 7, 2019",4.43%
"June 6, 2019",2.43%
"June 5, 2019",1.87%
"June 4, 2019",2.01%
"June 3, 2019",2.25%
"May 31, 2019",3.83%
"May 30, 2019",3.43%
"May 29, 2019",4.43%
"May 28, 2019",4.90%
"May 24, 2019",6.14%
"May 23, 2019",7.57%
"May 22, 2019",4.72%
"May 21, 2019",5.05%
"May 20, 2019",5.05%
"May 17, 2019",5.34%
"May 16, 2019",2.33%
"May 15, 2019",3.38%
"May 14, 2019",4.53%
"May 13, 2019",5.69%
"May 10, 2019",4.78%
"May 9, 2019",3.25%
"May 8, 2019",3.41%
"May 7, 2019",5.52%
"May 6, 2019",6.50%
"May 3, 2019",7.45%
"May 2, 2019",4.85%
"May 1, 2019",5.49%
"April 30, 2019",7.66%
"April 29, 2019",5.14%
"April 26, 2019",7.12%
"April 25, 2019",6.39%
"April 24, 2019",7.65%
"April 23, 2019",7.93%
"April 22, 2019",7.01%
"April 18, 2019",3.13%
"April 17, 2019",2.25%
"April 16, 2019",3.56%
"April 15, 2019",3.27%
"April 12, 2019",2.47%
"April 11, 2019",2.51%
"April 10, 2019",2.49%
"April 9, 2019",1.69%
"April 8, 2019",1.89%
"April 5, 2019",2.24%
"April 4, 2019",-0.37%
"April 3, 2019",-1.65%
"April 2, 2019",-1.74%
"April 1, 2019",-1.19%
"March 29, 2019",-1.22%
"March 28, 2019",0.57%
"March 27, 2019",1.14%
"March 26, 2019",1.12%
"March 25, 2019",0.92%
"March 22, 2019",2.80%
"March 21, 2019",2.43%
"March 20, 2019",2.12%
"March 19, 2019",2.68%
"March 18, 2019",4.70%
"March 15, 2019",5.71%
"March 14, 2019",4.74%
"March 13, 2019",5.52%
"March 12, 2019",5.42%
"March 11, 2019",4.30%
"March 8, 2019",5.63%
"March 7, 2019",5.85%
"March 6, 2019",5.67%
"March 5, 2019",5.54%
"March 4, 2019",5.96%
"March 1, 2019",5.92%
"Feb. 28, 2019",7.62%
"Feb. 27, 2019",7.14%
"Feb. 26, 2019",8.50%
"Feb. 25, 2019",4.62%
"Feb. 22, 2019",10.34%
"Feb. 21, 2019",9.85%
"Feb. 20, 2019",10.38%
"Feb. 19, 2019",10.41%
"Feb. 15, 2019",9.77%
"Feb. 14, 2019",9.19%
"Feb. 13, 2019",9.16%
"Feb. 12, 2019",9.40%
"Feb. 11, 2019",9.02%
"Feb. 8, 2019",8.62%
"Feb. 7, 2019",10.58%
"Feb. 6, 2019",9.72%
"Feb. 5, 2019",10.34%
"Feb. 4, 2019",10.59%
"Feb. 1, 2019",9.69%
"Jan. 31, 2019",13.02%
"Jan. 30, 2019",12.26%
"Jan. 29, 2019",11.32%
"Jan. 28, 2019",13.70%
"Jan. 25, 2019",16.57%
"Jan. 24, 2019",14.57%
"Jan. 23, 2019",15.33%
"Jan. 22, 2019",15.61%
"Jan. 18, 2019",17.56%
"Jan. 17, 2019",17.59%
"Jan. 16, 2019",16.45%
"Jan. 15, 2019",15.88%
"Jan. 14, 2019",14.44%
"Jan. 11, 2019",17.00%
"Jan. 10, 2019",18.94%
"Jan. 9, 2019",18.51%
"Jan. 8, 2019",18.83%
"Jan. 7, 2019",17.68%
"Jan. 4, 2019",20.26%
"Jan. 3, 2019",18.66%
"Jan. 2, 2019",21.01%
"Dec. 31, 2018",20.10%
"Dec. 28, 2018",18.41%
"Dec. 27, 2018",20.47%
"Dec. 26, 2018",20.59%
"Dec. 24, 2018",21.49%
"Dec. 21, 2018",25.46%
"Dec. 20, 2018",25.18%
"Dec. 19, 2018",24.52%
"Dec. 18, 2018",23.18%
"Dec. 17, 2018",24.49%
"Dec. 14, 2018",32.94%
"Dec. 13, 2018",34.32%
"Dec. 12, 2018",35.31%
"Dec. 11, 2018",32.88%
"Dec. 10, 2018",29.75%
"Dec. 7, 2018",26.67%
"Dec. 6, 2018",29.51%
"Dec. 4, 2018",48.96%
"Dec. 3, 2018",52.22%
"Nov. 30, 2018",50.30%
"Nov. 29, 2018",50.62%
"Nov. 28, 2018",51.60%
"Nov. 27, 2018",51.55%
"Nov. 26, 2018",52.18%
"Nov. 23, 2018",51.66%
"Nov. 21, 2018",50.33%
"Nov. 20, 2018",50.36%
"Nov. 19, 2018",51.49%
"Nov. 16, 2018",52.17%
"Nov. 15, 2018",57.42%
"Nov. 14, 2018",57.18%
"Nov. 13, 2018",57.21%
"Nov. 12, 2018",56.84%
"Nov. 9, 2018",60.01%
"Nov. 8, 2018",58.93%
"Nov. 7, 2018",58.47%
"Nov. 6, 2018",57.62%
"Nov. 5, 2018",51.07%
"Nov. 2, 2018",55.00%
"Nov. 1, 2018",54.27%
"Oct. 31, 2018",51.91%
"Oct. 30, 2018",52.94%
"Oct. 29, 2018",53.55%
"Oct. 26, 2018",50.13%
"Oct. 25, 2018",50.51%
"Oct. 24, 2018",50.28%
"Oct. 23, 2018",50.92%
"Oct. 22, 2018",49.15%
"Oct. 19, 2018",50.04%
"Oct. 18, 2018",48.82%
"Oct. 17, 2018",48.56%
"Oct. 16, 2018",48.91%
"Oct. 15, 2018",48.38%
"Oct. 12, 2018",49.79%
"Oct. 11, 2018",52.24%
"Oct. 10, 2018",52.78%
"Oct. 9, 2018",53.41%
"Oct. 8, 2018",52.99%
"Oct. 5, 2018",52.49%
"Oct. 4, 2018",51.13%
"Oct. 3, 2018",52.19%
"Oct. 2, 2018",52.55%
"Oct. 1, 2018",53.41%
"Sept. 28, 2018",54.76%
"Sept. 27, 2018",55.57%
"Sept. 26, 2018",55.48%
"Sept. 25, 2018",56.09%
"Sept. 24, 2018",57.58%
"Sept. 21, 2018",59.53%
"Sept. 20, 2018",63.42%
"Sept. 19, 2018",63.90%
"Sept. 18, 2018",63.99%
"Sept. 17, 2018",62.83%
"Sept. 14, 2018",67.41%
"Sept. 13, 2018",68.54%
"Sept. 12, 2018",67.65%
"Sept. 11, 2018",68.93%
"Sept. 10, 2018",71.30%
"Sept. 7, 2018",72.20%
"Sept. 6, 2018",72.40%
"Sept. 5, 2018",71.60%
"Sept. 4, 2018",70.80%
"Aug. 31, 2018",63.46%
"Aug. 30, 2018",61.70%
"Aug. 29, 2018",63.09%
"Aug. 28, 2018",62.18%
"Aug. 27, 2018",61.04%
"Aug. 24, 2018",60.63%
"Aug. 23, 2018",53.84%
"Aug. 22, 2018",53.75%
"Aug. 21, 2018",53.54%
"Aug. 20, 2018",51.66%
"Aug. 17, 2018",51.78%
"Aug. 16, 2018",51.88%
"Aug. 15, 2018",51.35%
"Aug. 14, 2018",51.05%
"Aug. 13, 2018",51.74%
"Aug. 10, 2018",54.87%
"Aug. 9, 2018",54.82%
"Aug. 8, 2018",54.30%
"Aug. 7, 2018",54.57%
"Aug. 6, 2018",56.37%
"Aug. 3, 2018",54.00%
"Aug. 2, 2018",52.97%
"Aug. 1, 2018",52.85%
"July 31, 2018",53.18%
"July 30, 2018",54.25%
"July 27, 2018",58.34%
"July 26, 2018",61.39%
"July 25, 2018",60.52%
"July 24, 2018",60.59%
"July 23, 2018",60.81%
"July 20, 2018",58.49%
"July 19, 2018",56.96%
"July 18, 2018",56.74%
"July 17, 2018",57.55%
"July 16, 2018",55.84%
"July 13, 2018",56.88%
"July 12, 2018",57.88%
"July 11, 2018",65.57%
"July 10, 2018",65.60%
"July 9, 2018",67.16%
"July 6, 2018",67.58%
"July 5, 2018",69.04%
"July 3, 2018",68.47%
"July 2, 2018",69.20%
"June 29, 2018",70.64%
"June 28, 2018",69.59%
"June 27, 2018",69.69%
"June 26, 2018",69.79%
"June 25, 2018",71.08%
"June 22, 2018",67.00%
"June 21, 2018",66.74%
"June 20, 2018",67.31%
"June 19, 2018",67.28%
"June 18, 2018",66.28%
"June 15, 2018",73.48%
"June 14, 2018",72.88%
"June 13, 2018",72.39%
"June 12, 2018",72.39%
"June 11, 2018",70.90%
"June 8, 2018",71.55%
"June 7, 2018",71.13%
"June 6, 2018",71.46%
"June 5, 2018",71.91%
"June 4, 2018",68.56%
"June 1, 2018",64.05%
"May 31, 2018",63.88%
"May 30, 2018",64.03%
"May 29, 2018",63.75%
"May 25, 2018",62.77%
"May 24, 2018",63.33%
"May 23, 2018",64.61%
"May 22, 2018",63.89%
"May 21, 2018",63.47%
"May 18, 2018",61.31%
"May 17, 2018",62.15%
"May 16, 2018",62.15%
"May 15, 2018",61.84%
"May 14, 2018",62.94%
"May 11, 2018",64.34%
"May 10, 2018",64.31%
"May 9, 2018",63.46%
"May 8, 2018",62.68%
"May 7, 2018",63.18%
"May 4, 2018",57.39%
"May 3, 2018",59.07%
"May 2, 2018",59.63%
"May 1, 2018",59.66%
"April 30, 2018",58.98%
"April 27, 2018",54.87%
"April 26, 2018",52.46%
"April 25, 2018",52.70%
"April 24, 2018",52.49%
"April 23, 2018",54.19%
"April 20, 2018",54.57%
"April 19, 2018",55.81%
"April 18, 2018",55.90%
"April 17, 2018",56.32%
"April 16, 2018",55.52%
"April 13, 2018",54.73%
"April 12, 2018",52.24%
"April 11, 2018",53.10%
"April 10, 2018",52.56%
"April 9, 2018",54.24%
"April 6, 2018",51.59%
"April 5, 2018",52.72%
"April 4, 2018",51.54%
"April 3, 2018",50.69%
"April 2, 2018",49.69%
"March 29, 2018",54.04%
"March 28, 2018",55.03%
"March 27, 2018",56.24%
"March 26, 2018",56.81%
"March 23, 2018",50.50%
"March 22, 2018",50.61%
"March 21, 2018",50.64%
"March 20, 2018",51.26%
"March 19, 2018",53.02%
"March 16, 2018",54.41%
"March 15, 2018",54.48%
"March 14, 2018",53.08%
"March 13, 2018",52.75%
"March 12, 2018",52.46%
"March 9, 2018",47.12%
"March 8, 2018",49.91%
"March 7, 2018",50.19%
"March 6, 2018",48.36%
"March 5, 2018",44.70%
"March 2, 2018",46.34%
"March 1, 2018",40.06%
"Feb. 28, 2018",40.26%
"Feb. 27, 2018",42.29%
"Feb. 26, 2018",44.35%
"Feb. 23, 2018",44.32%
"Feb. 22, 2018",43.88%
"Feb. 21, 2018",43.82%
"Feb. 20, 2018",45.40%
"Feb. 16, 2018",47.89%
"Feb. 15, 2018",48.13%
"Feb. 14, 2018",47.13%
"Feb. 13, 2018",46.42%
"Feb. 12, 2018",46.21%
"Feb. 9, 2018",44.80%
"Feb. 8, 2018",42.26%
"Feb. 7, 2018",42.54%
"Feb. 6, 2018",43.42%
"Feb. 5, 2018",33.54%
"Feb. 2, 2018",35.17%
"Feb. 1, 2018",34.88%
"Jan. 31, 2018",35.63%
"Jan. 30, 2018",37.27%
"Jan. 29, 2018",33.24%
"Jan. 26, 2018",35.43%
"Jan. 25, 2018",35.55%
"Jan. 24, 2018",34.94%
"Jan. 23, 2018",35.52%
"Jan. 22, 2018",36.82%
"Jan. 19, 2018",39.50%
"Jan. 18, 2018",39.31%
"Jan. 17, 2018",39.91%
"Jan. 16, 2018",39.53%
"Jan. 12, 2018",45.09%
"Jan. 11, 2018",45.49%
"Jan. 10, 2018",45.15%
"Jan. 9, 2018",45.29%
"Jan. 8, 2018",45.29%
"Jan. 5, 2018",47.68%
"Jan. 4, 2018",44.98%
"Jan. 3, 2018",44.75%
"Jan. 2, 2018",45.32%
"Dec. 29, 2017",38.15%
"Dec. 28, 2017",41.80%
"Dec. 27, 2017",41.72%
"Dec. 26, 2017",41.56%
"Dec. 22, 2017",47.38%
"Dec. 21, 2017",48.44%
"Dec. 20, 2017",47.92%
"Dec. 19, 2017",47.86%
"Dec. 18, 2017",47.48%
"Dec. 15, 2017",53.76%
"Dec. 14, 2017",51.50%
"Dec. 13, 2017",52.06%
"Dec. 12, 2017",51.44%
"Dec. 11, 2017",49.51%
"Dec. 8, 2017",49.64%
"Dec. 7, 2017",50.86%
"Dec. 6, 2017",51.21%
"Dec. 5, 2017",51.33%
"Dec. 4, 2017",51.20%
"Dec. 1, 2017",51.47%
"Nov. 30, 2017",50.77%
"Nov. 29, 2017",50.77%
"Nov. 28, 2017",50.94%
"Nov. 27, 2017",51.27%
"Nov. 24, 2017",53.64%
"Nov. 22, 2017",52.48%
"Nov. 21, 2017",52.06%
"Nov. 20, 2017",53.43%
"Nov. 17, 2017",53.65%
"Nov. 16, 2017",55.50%
"Nov. 15, 2017",55.08%
"Nov. 14, 2017",55.62%
"Nov. 13, 2017",52.99%
"Nov. 10, 2017",47.39%
"Nov. 9, 2017",47.86%
"Nov. 8, 2017",47.66%
"Nov. 7, 2017",47.98%
"Nov. 6, 2017",49.29%
"Nov. 3, 2017",45.51%
"Nov. 2, 2017",46.46%
"Nov. 1, 2017",47.25%
"Oct. 31, 2017",47.36%
"Oct. 30, 2017",46.07%
"Oct. 27, 2017",51.40%
"Oct. 26, 2017",51.26%
"Oct. 25, 2017",51.20%
"Oct. 24, 2017",50.91%
"Oct. 23, 2017",51.34%
"Oct. 20, 2017",55.05%
"Oct. 19, 2017",56.03%
"Oct. 18, 2017",55.64%
"Oct. 17, 2017",55.61%
"Oct. 16, 2017",56.05%
"Oct. 13, 2017",62.71%
"Oct. 12, 2017",63.58%
"Oct. 11, 2017",63.61%
"Oct. 10, 2017",63.95%
"Oct. 9, 2017",65.14%
"Oct. 6, 2017",67.97%
"Oct. 5, 2017",68.56%
"Oct. 4, 2017",68.91%
"Oct. 3, 2017",68.98%
"Oct. 2, 2017",69.59%
"Sept. 29, 2017",68.80%
"Sept. 28, 2017",67.98%
"Sept. 27, 2017",67.72%
"Sept. 26, 2017",67.56%
"Sept. 25, 2017",67.96%
"Sept. 22, 2017",63.54%
"Sept. 21, 2017",62.75%
"Sept. 20, 2017",63.17%
"Sept. 19, 2017",63.48%
"Sept. 18, 2017",63.14%
"Sept. 15, 2017",63.42%
"Sept. 14, 2017",61.71%
"Sept. 13, 2017",61.52%
"Sept. 12, 2017",61.71%
"Sept. 11, 2017",58.11%
"Sept. 8, 2017",58.23%
"Sept. 7, 2017",58.36%
"Sept. 6, 2017",57.32%
"Sept. 5, 2017",57.32%
"Sept. 1, 2017",58.78%
"Aug. 31, 2017",58.35%
"Aug. 30, 2017",57.73%
"Aug. 29, 2017",57.92%
"Aug. 28, 2017",60.47%
"Aug. 25, 2017",61.04%
"Aug. 24, 2017",61.85%
"Aug. 23, 2017",61.85%
"Aug. 22, 2017",61.54%
"Aug. 21, 2017",61.15%
"Aug. 18, 2017",60.95%
"Aug. 17, 2017",59.96%
"Aug. 16, 2017",60.80%
"Aug. 15, 2017",61.26%
"Aug. 14, 2017",62.71%
"Aug. 11, 2017",66.77%
"Aug. 10, 2017",67.38%
"Aug. 9, 2017",67.67%
"Aug. 8, 2017",67.70%
"Aug. 7, 2017",69.16%
"Aug. 4, 2017",68.74%
"Aug. 3, 2017",66.87%
"Aug. 2, 2017",66.71%
"Aug. 1, 2017",68.50%
"July 31, 2017",69.55%
"July 28, 2017",62.30%
"July 27, 2017",64.82%
"July 26, 2017",65.23%
"July 25, 2017",64.98%
"July 24, 2017",62.57%
"July 21, 2017",61.74%
"July 20, 2017",61.46%
"July 19, 2017",33.82%
"July 18, 2017",32.00%
"July 17, 2017",32.69%
"July 14, 2017",31.18%
"July 13, 2017",29.18%
"July 12, 2017",29.71%
"July 11, 2017",27.84%
"July 10, 2017",26.34%
"July 7, 2017",29.29%
"July 6, 2017",27.90%
"July 5, 2017",28.46%
"July 3, 2017",30.50%
"June 30, 2017",26.67%
"June 29, 2017",28.42%
"June 28, 2017",28.81%
"June 27, 2017",29.48%
"June 26, 2017",31.32%
"June 23, 2017",33.24%
"June 22, 2017",33.49%
"June 21, 2017",34.69%
"June 20, 2017",35.27%
"June 19, 2017",35.58%
"June 16, 2017",41.72%
"June 15, 2017",42.18%
"June 14, 2017",41.47%
"June 13, 2017",40.79%
"June 12, 2017",40.91%
"June 9, 2017",39.01%
"June 8, 2017",36.96%
"June 7, 2017",36.89%
"June 6, 2017",36.32%
"June 5, 2017",36.54%
"June 2, 2017",39.50%
"June 1, 2017",38.26%
"May 31, 2017",36.83%
"May 30, 2017",36.03%
"May 26, 2017",34.41%
"May 25, 2017",34.72%
"May 24, 2017",32.99%
"May 23, 2017",32.70%
"May 22, 2017",33.81%
"May 19, 2017",30.93%
"May 18, 2017",28.63%
"May 17, 2017",28.75%
"May 16, 2017",27.58%
"May 15, 2017",30.06%
"May 12, 2017",28.17%
"May 11, 2017",27.43%
"May 10, 2017",27.24%
"May 9, 2017",26.87%
"May 8, 2017",26.17%
"May 5, 2017",29.89%
"May 4, 2017",29.41%
"May 3, 2017",27.89%
"May 2, 2017",26.84%
"May 1, 2017",24.46%
"April 28, 2017",26.18%
"April 27, 2017",29.33%
"April 26, 2017",29.30%
"April 25, 2017",28.76%
"April 24, 2017",28.17%
"April 21, 2017",30.05%
"April 20, 2017",28.76%
"April 19, 2017",29.25%
"April 18, 2017",30.47%
"April 17, 2017",30.54%
"April 13, 2017",31.57%
"April 12, 2017",31.50%
"April 11, 2017",31.14%
"April 10, 2017",29.20%
"April 7, 2017",29.98%
"April 6, 2017",28.79%
"April 5, 2017",28.10%
"April 4, 2017",26.76%
"April 3, 2017",25.02%
"March 31, 2017",27.41%
"March 30, 2017",29.96%
"March 29, 2017",30.63%
"March 28, 2017",31.73%
"March 27, 2017",31.76%
"March 24, 2017",32.12%
"March 23, 2017",32.17%
"March 22, 2017",32.54%
"March 21, 2017",32.01%
"March 20, 2017",31.70%
"March 17, 2017",30.89%
"March 16, 2017",30.08%
"March 15, 2017",31.98%
"March 14, 2017",29.45%
"March 13, 2017",30.40%
"March 10, 2017",31.98%
"March 9, 2017",31.25%
"March 8, 2017",31.32%
"March 7, 2017",34.56%
"March 6, 2017",35.20%
"March 3, 2017",35.48%
"March 2, 2017",35.61%
"March 1, 2017",34.36%
"Feb. 28, 2017",34.70%
"Feb. 27, 2017",35.03%
"Feb. 24, 2017",33.50%
"Feb. 23, 2017",31.82%
"Feb. 22, 2017",31.08%
"Feb. 21, 2017",32.49%
"Feb. 17, 2017",31.84%
"Feb. 16, 2017",32.44%
"Feb. 15, 2017",30.70%
"Feb. 14, 2017",30.26%
"Feb. 13, 2017",32.04%
"Feb. 10, 2017",37.39%
"Feb. 9, 2017",37.73%
"Feb. 8, 2017",38.37%
"Feb. 7, 2017",37.62%
"Feb. 6, 2017",37.81%
"Feb. 3, 2017",35.18%
"Feb. 2, 2017",33.26%
"Feb. 1, 2017",31.60%
"Jan. 31, 2017",34.03%
"Jan. 30, 2017",32.97%
"Jan. 27, 2017",36.54%
"Jan. 26, 2017",35.33%
"Jan. 25, 2017",36.14%
"Jan. 24, 2017",37.33%
"Jan. 23, 2017",36.92%
"Jan. 20, 2017",39.07%
"Jan. 19, 2017",37.98%
"Jan. 18, 2017",39.67%
"Jan. 17, 2017",39.43%
"Jan. 13, 2017",40.29%
"Jan. 12, 2017",38.00%
"Jan. 11, 2017",39.23%
"Jan. 10, 2017",37.82%
"Jan. 9, 2017",39.61%
"Jan. 6, 2017",43.13%
"Jan. 5, 2017",42.60%
"Jan. 4, 2017",42.35%
"Jan. 3, 2017",42.02%
"Dec. 30, 2016",42.16%
"Dec. 29, 2016",42.74%
"Dec. 28, 2016",40.21%
"Dec. 27, 2016",42.06%
"Dec. 23, 2016",41.67%
"Dec. 22, 2016",39.34%
"Dec. 21, 2016",39.98%
"Dec. 20, 2016",41.32%
"Dec. 19, 2016",44.56%
"Dec. 16, 2016",47.82%
"Dec. 15, 2016",54.70%
"Dec. 14, 2016",52.71%
"Dec. 13, 2016",56.38%
"Dec. 12, 2016",56.12%
"Dec. 9, 2016",53.35%
"Dec. 8, 2016",51.14%
"Dec. 7, 2016",49.11%
"Dec. 6, 2016",47.52%
"Dec. 5, 2016",49.91%
"Dec. 2, 2016",50.24%
"Dec. 1, 2016",47.41%
"Nov. 30, 2016",48.51%
"Nov. 29, 2016",54.57%
"Nov. 28, 2016",53.79%
"Nov. 25, 2016",51.91%
"Nov. 23, 2016",48.14%
"Nov. 22, 2016",49.96%
"Nov. 21, 2016",46.03%
"Nov. 18, 2016",43.53%
"Nov. 17, 2016",43.80%
"Nov. 16, 2016",44.23%
"Nov. 15, 2016",46.36%
"Nov. 14, 2016",44.30%
"Nov. 11, 2016",46.67%
"Nov. 10, 2016",44.65%
"Nov. 9, 2016",46.80%
"Nov. 8, 2016",49.28%
"Nov. 7, 2016",47.53%
"Nov. 4, 2016",42.14%
"Nov. 3, 2016",43.99%
"Nov. 2, 2016",43.10%
"Nov. 1, 2016",43.78%
"Oct. 31, 2016",48.97%
"Oct. 28, 2016",44.23%
"Oct. 27, 2016",43.57%
"Oct. 26, 2016",43.36%
"Oct. 25, 2016",43.68%
"Oct. 24, 2016",44.35%
"Oct. 21, 2016",45.77%
"Oct. 20, 2016",47.54%
"Oct. 19, 2016",46.99%
"Oct. 18, 2016",47.17%
"Oct. 17, 2016",46.76%
"Oct. 14, 2016",47.31%
"Oct. 13, 2016",47.55%
"Oct. 12, 2016",46.52%
"Oct. 11, 2016",44.96%
"Oct. 10, 2016",49.19%
"Oct. 7, 2016",50.83%
"Oct. 6, 2016",51.22%
"Oct. 5, 2016",50.92%
"Oct. 4, 2016",51.99%
"Oct. 3, 2016",57.81%
"Sept. 30, 2016",58.30%
"Sept. 29, 2016",59.98%
"Sept. 28, 2016",62.19%
"Sept. 27, 2016",62.38%
"Sept. 26, 2016",61.92%
"Sept. 23, 2016",60.45%
"Sept. 22, 2016",64.63%
"Sept. 21, 2016",62.25%
"Sept. 20, 2016",58.48%
