date,tobin_q
"Dec. 31, 2019",0.8798
"Sept. 30, 2019",0.8909
"June 30, 2019",0.8419
"March 31, 2019",0.7853
"Dec. 31, 2018",0.8457
"Sept. 30, 2018",0.96
"June 30, 2018",0.9817
"March 31, 2018",0.9605
"Dec. 31, 2017",0.9566
"Sept. 30, 2017",0.9601
"June 30, 2017",0.847
"March 31, 2017",0.7965
"Dec. 31, 2016",0.8199
"Sept. 30, 2016",0.857
"June 30, 2016",0.9111
"March 31, 2016",0.8599
"Dec. 31, 2015",0.7957
"Sept. 30, 2015",0.7817
"June 30, 2015",0.7422
"March 31, 2015",0.7871
"Dec. 31, 2014",0.7919
"Sept. 30, 2014",0.7813
"June 30, 2014",0.7998
"March 31, 2014",0.759
"Dec. 31, 2013",0.72
"Sept. 30, 2013",0.688
"June 30, 2013",0.6968
"March 31, 2013",0.6954
"Dec. 31, 2012",0.6525
"Sept. 30, 2012",0.6799
"June 30, 2012",0.6837
"March 31, 2012",0.6581
"Dec. 31, 2011",0.6575
"Sept. 30, 2011",0.6524
"June 30, 2011",0.6962
"March 31, 2011",0.6586
"Dec. 31, 2010",0.6308
"Sept. 30, 2010",0.6381
"June 30, 2010",0.6266
"March 31, 2010",0.6436
"Dec. 31, 2009",0.6532
"Sept. 30, 2009",0.6487
"June 30, 2009",0.6004
"March 31, 2009",0.5276
"Dec. 31, 2008",0.6015
"Sept. 30, 2008",0.6726
"June 30, 2008",0.6497
"March 31, 2008",0.6336
"Dec. 31, 2007",0.6916
"Sept. 30, 2007",0.6687
"June 30, 2007",0.6446
"March 31, 2007",0.5754
"Dec. 31, 2006",0.5683
"Sept. 30, 2006",0.5588
"June 30, 2006",0.5264
"March 31, 2006",0.4705
"Dec. 31, 2005",0.394
"Sept. 30, 2005",0.3618
"June 30, 2005",0.4875
"March 31, 2005",0.4827
"Dec. 31, 2004",0.5047
"Sept. 30, 2004",0.5258
"June 30, 2004",0.5148
"March 31, 2004",0.5386
"Dec. 31, 2003",0.5242
"Sept. 30, 2003",0.5005
"June 30, 2003",0.4784
"March 31, 2003",0.4209
"Dec. 31, 2002",0.4106
"Sept. 30, 2002",0.4493
"June 30, 2002",0.4642
"March 31, 2002",0.4906
"Dec. 31, 2001",0.4304
"Sept. 30, 2001",0.3737
"June 30, 2001",0.3587
"March 31, 2001",0.1398
"Dec. 31, 2000",0.1407
"Sept. 30, 2000",0.31
"June 30, 2000",0.2077
"March 31, 2000",0.7254
"Dec. 31, 1999",0.4642
"Sept. 30, 1999",0.4621
"June 30, 1999",0.459
"March 31, 1999",0.4902
"Dec. 31, 1998",0.5589
"Sept. 30, 1998",0.7036
"June 30, 1998",0.6991
"March 31, 1998",0.8685
"Dec. 31, 1997",0.929
"Sept. 30, 1997",0.903
"June 30, 1997",0.872
"March 31, 1997",0.8427
"Dec. 31, 1996",0.8712
"Sept. 30, 1996",0.8957
"June 30, 1996",0.9042
"March 31, 1996",0.8956
"Dec. 31, 1995",0.8754
"Sept. 30, 1995",0.8634
"June 30, 1995",0.8542
"March 31, 1995",0.8301
"Dec. 31, 1994",0.8024
"Sept. 30, 1994",0.8489
"June 30, 1994",0.8466
"March 31, 1994",0.921
