date,shareholders_equity
"Dec. 31, 2019",1.939B
"Sept. 30, 2019",1.894B
"June 30, 2019",1.884B
"March 31, 2019",1.867B
"Dec. 31, 2018",1.773B
"Sept. 30, 2018",1.750B
"June 30, 2018",1.762B
"March 31, 2018",1.758B
"Dec. 31, 2017",1.730B
"Sept. 30, 2017",1.670B
"June 30, 2017",1.687B
"March 31, 2017",1.686B
"Dec. 31, 2016",1.649B
"Sept. 30, 2016",1.629B
"June 30, 2016",1.617B
"March 31, 2016",1.590B
"Dec. 31, 2015",1.529B
"Sept. 30, 2015",1.509B
"June 30, 2015",1.514B
"March 31, 2015",1.507B
"Dec. 31, 2014",1.484B
"Sept. 30, 2014",1.492B
"June 30, 2014",1.410B
"March 31, 2014",1.330B
"Dec. 31, 2013",1.298B
"Sept. 30, 2013",1.289B
"June 30, 2013",1.294B
"March 31, 2013",1.284B
"Dec. 31, 2012",1.259B
"Sept. 30, 2012",1.260B
"June 30, 2012",1.217B
"March 31, 2012",1.208B
"Dec. 31, 2011",1.186B
"Sept. 30, 2011",1.171B
"June 30, 2011",1.168B
"March 31, 2011",1.160B
"Dec. 31, 2010",1.126B
"Sept. 30, 2010",1.106B
"June 30, 2010",1.086B
"March 31, 2010",1.063B
"Dec. 31, 2009",1.051B
"Sept. 30, 2009",1.036B
"June 30, 2009",1.033B
"March 31, 2009",1.019B
"Dec. 31, 2008",996.88M
"Sept. 30, 2008",978.65M
"June 30, 2008",965.82M
"March 31, 2008",939.11M
"Dec. 31, 2007",913.97M
"Sept. 30, 2007",912.90M
"June 30, 2007",926.59M
"March 31, 2007",927.27M
"Dec. 31, 2006",916.85M
"Sept. 30, 2006",818.66M
"June 30, 2006",844.96M
"March 31, 2006",833.15M
"Dec. 31, 2005",797.38M
"Sept. 30, 2005",780.21M
"June 30, 2005",793.16M
"March 31, 2005",784.37M
"Dec. 31, 2004",781.20M
"Sept. 30, 2004",745.45M
"June 30, 2004",762.26M
"March 31, 2004",757.28M
"Dec. 31, 2003",751.25M
"Sept. 30, 2003",759.06M
"June 30, 2003",860.98M
"March 31, 2003",856.46M
"Dec. 31, 2002",846.04M
"Sept. 30, 2002",857.56M
"June 30, 2002",866.41M
"March 31, 2002",861.53M
"Dec. 31, 2001",855.06M
"Sept. 30, 2001",869.15M
"June 30, 2001",906.53M
"March 31, 2001",885.34M
"Dec. 31, 2000",859.22M
"Sept. 30, 2000",806.20M
"June 30, 2000",777.44M
"March 31, 2000",802.97M
"Dec. 31, 1999",801.80M
"Sept. 30, 1999",841.70M
"June 30, 1999",883.40M
"March 31, 1999",912.20M
"Dec. 31, 1998",902.20M
"Sept. 30, 1998",892.40M
"June 30, 1998",904.40M
"March 31, 1998",918.00M
"Dec. 31, 1997",903.80M
"Sept. 30, 1997",899.70M
"June 30, 1997",960.60M
"March 31, 1997",897.30M
"Dec. 31, 1996",825.70M
"Sept. 30, 1996",834.90M
"June 30, 1996",840.60M
"March 31, 1996",882.70M
"Dec. 31, 1995",852.10M
"Sept. 30, 1995",834.00M
"June 30, 1995",839.70M
"March 31, 1995",829.90M
"Dec. 31, 1994",812.50M
"Sept. 30, 1994",784.60M
"June 30, 1994",788.80M
"March 31, 1994",784.60M
