date,ohlson_score
"Dec. 31, 2019",1.937
"Sept. 30, 2019",4.380
"June 30, 2019",4.412
"March 31, 2019",1.971
"Dec. 31, 2018",2.208
"Sept. 30, 2018",3.013
"June 30, 2018",2.543
"March 31, 2018",2.572
"Dec. 31, 2017",2.362
"Sept. 30, 2017",4.918
"June 30, 2017",3.820
"March 31, 2017",1.736
"Dec. 31, 2016",1.707
"Sept. 30, 2016",2.739
"June 30, 2016",3.206
"March 31, 2016",2.189
"Dec. 31, 2015",2.086
"Sept. 30, 2015",3.044
"June 30, 2015",2.404
"March 31, 2015",1.780
"Dec. 31, 2014",1.556
"Sept. 30, 2014",6.320
"June 30, 2014",1.635
"March 31, 2014",1.955
"Dec. 31, 2013",1.875
"Sept. 30, 2013",2.880
"June 30, 2013",2.649
"March 31, 2013",1.908
"Dec. 31, 2012",1.933
"Sept. 30, 2012",3.258
"June 30, 2012",2.743
"March 31, 2012",1.941
"Dec. 31, 2011",1.958
"Sept. 30, 2011",2.745
"June 30, 2011",2.484
"March 31, 2011",1.854
"Dec. 31, 2010",1.901
"Sept. 30, 2010",2.918
"June 30, 2010",2.438
"March 31, 2010",2.302
"Dec. 31, 2009",2.052
"Sept. 30, 2009",3.596
"June 30, 2009",3.00
"March 31, 2009",2.457
"Dec. 31, 2008",2.457
"Sept. 30, 2008",3.926
"June 30, 2008",2.730
"March 31, 2008",2.569
"Dec. 31, 2007",2.874
"Sept. 30, 2007",0.6093
"June 30, 2007",2.785
"March 31, 2007",2.627
"Dec. 31, 2006",2.305
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",2.618
"March 31, 2005",3.528
"Dec. 31, 2004",2.007
"Sept. 30, 2004",1.790
"June 30, 2004",2.923
"March 31, 2004",2.897
"Dec. 31, 2003",2.441
"Sept. 30, 2003",3.319
"June 30, 2003",3.032
"March 31, 2003",2.472
"Dec. 31, 2002",2.102
"Sept. 30, 2002",-1.216
"June 30, 2002",2.618
"March 31, 2002",1.594
"Dec. 31, 2001",4.255
"Sept. 30, 2001",1.935
"June 30, 2001",2.995
"March 31, 2001",3.867
"Dec. 31, 2000",2.907
"Sept. 30, 2000",
"June 30, 2000",
"March 31, 2000",
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",1.847
"Dec. 31, 1997",1.647
"Sept. 30, 1997",3.152
"June 30, 1997",1.264
"March 31, 1997",1.442
"Dec. 31, 1996",2.062
"Sept. 30, 1996",1.630
"June 30, 1996",3.899
"March 31, 1996",1.720
"Dec. 31, 1995",1.446
"Sept. 30, 1995",2.071
"June 30, 1995",2.235
"March 31, 1995",1.857
"Dec. 31, 1994",1.495
